bias,error-frac,errors,expressed-tpms,log-tpm-rho,median-percent-error,noise_perc,paired_end,quant_method,read_depth,read_length,sensitivity,specificity,stranded,transcript length
True,0.91259,True,1716.00000,0.84957,-26.20440,10,False,Salmon,10,50,0.87704,0.56589,False,0
True,0.96830,True,8234.00000,0.86841,-51.08300,10,False,Salmon,10,50,0.85268,0.61531,False,1
True,0.98500,True,5933.00000,0.85964,-67.75857,10,False,Salmon,10,50,0.80482,0.69205,False,2
True,0.98145,True,3181.00000,0.88484,-66.87188,10,False,Salmon,10,50,0.84816,0.61964,False,3
True,0.89343,True,1689.00000,0.89666,-25.21761,0,False,Salmon,10,75,0.78212,0.84800,False,0
True,0.95018,True,8189.00000,0.91750,-45.54121,0,False,Salmon,10,75,0.78032,0.89137,False,1
True,0.98731,True,5830.00000,0.93659,-60.62708,0,False,Salmon,10,75,0.79228,0.91850,False,2
True,0.98909,True,3024.00000,0.95627,-60.62997,0,False,Salmon,10,75,0.81151,0.89129,False,3
True,0.92658,True,1757.00000,0.85188,-27.97722,10,False,Salmon,10,75,0.85544,0.59963,False,0
True,0.97277,True,8007.00000,0.86865,-52.03589,10,False,Salmon,10,75,0.82141,0.64552,False,1
True,0.98489,True,5825.00000,0.88292,-67.60641,10,False,Salmon,10,75,0.80343,0.70017,False,2
True,0.98534,True,3137.00000,0.89173,-67.19163,10,False,Salmon,10,75,0.84444,0.62036,False,3
True,0.87443,True,1768.00000,0.91578,-15.93539,0,False,Salmon,10,100,0.76471,0.87319,False,0
True,0.91461,True,8022.00000,0.92804,-39.13103,0,False,Salmon,10,100,0.76702,0.90632,False,1
True,0.97909,True,5931.00000,0.93401,-54.27263,0,False,Salmon,10,100,0.78317,0.91990,False,2
True,0.98655,True,3198.00000,0.95517,-54.82337,0,False,Salmon,10,100,0.82208,0.88768,False,3
True,0.91346,True,1687.00000,0.84898,-20.29584,10,False,Salmon,10,100,0.83580,0.61964,False,0
True,0.96099,True,8357.00000,0.86880,-44.74290,10,False,Salmon,10,100,0.82410,0.64816,False,1
True,0.98387,True,5953.00000,0.89278,-63.28170,10,False,Salmon,10,100,0.79909,0.68446,False,2
True,0.98129,True,3154.00000,0.89573,-62.96956,10,False,Salmon,10,100,0.84369,0.60549,False,3
True,0.87049,True,1637.00000,0.94266,-14.50154,0,False,RSEM,10,50,0.79841,0.92802,False,0
True,0.84133,True,8174.00000,0.94463,-13.75156,0,False,RSEM,10,50,0.80573,0.92546,False,1
True,0.81414,True,5757.00000,0.94453,-18.79427,0,False,RSEM,10,50,0.82456,0.92032,False,2
True,0.83244,True,3157.00000,0.96007,-27.51782,0,False,RSEM,10,50,0.85904,0.93811,False,3
True,0.87704,True,1716.00000,0.89992,-26.25629,10,False,RSEM,10,50,0.83217,0.69212,False,0
True,0.87260,True,8234.00000,0.89932,-26.31831,10,False,RSEM,10,50,0.84042,0.67014,False,1
True,0.90308,True,5933.00000,0.88898,-31.63823,10,False,RSEM,10,50,0.83583,0.68110,False,2
True,0.92990,True,3181.00000,0.90326,-34.36035,10,False,RSEM,10,50,0.87048,0.62208,False,3
True,0.87271,True,1689.00000,0.93918,-15.41623,0,False,RSEM,10,75,0.75488,0.93602,False,0
True,0.84907,True,8189.00000,0.94189,-13.89560,0,False,RSEM,10,75,0.78056,0.93210,False,1
True,0.83293,True,5830.00000,0.94729,-22.04772,0,False,RSEM,10,75,0.80978,0.92843,False,2
True,0.85284,True,3024.00000,0.95168,-29.83485,0,False,RSEM,10,75,0.83069,0.93929,False,3
True,0.85771,True,1757.00000,0.90251,-22.00133,10,False,RSEM,10,75,0.81275,0.73603,False,0
True,0.86986,True,8007.00000,0.90244,-25.00128,10,False,RSEM,10,75,0.80829,0.71798,False,1
True,0.89476,True,5825.00000,0.89875,-30.74963,10,False,RSEM,10,75,0.81888,0.70964,False,2
True,0.92254,True,3137.00000,0.90189,-34.38253,10,False,RSEM,10,75,0.86133,0.64349,False,3
True,0.86425,True,1768.00000,0.94402,-23.28093,0,False,RSEM,10,100,0.74943,0.94583,False,0
True,0.85116,True,8022.00000,0.94798,-24.86777,0,False,RSEM,10,100,0.77474,0.93836,False,1
True,0.85550,True,5931.00000,0.94256,-31.81930,0,False,RSEM,10,100,0.79649,0.93062,False,2
True,0.89744,True,3198.00000,0.95688,-40.39952,0,False,RSEM,10,100,0.82051,0.94293,False,3
True,0.88026,True,1687.00000,0.89427,-22.85851,10,False,RSEM,10,100,0.79964,0.75643,False,0
True,0.89278,True,8357.00000,0.89889,-28.40152,10,False,RSEM,10,100,0.80663,0.73026,False,1
True,0.93046,True,5953.00000,0.90596,-37.02401,10,False,RSEM,10,100,0.80396,0.71031,False,2
True,0.96068,True,3154.00000,0.91332,-39.92884,10,False,RSEM,10,100,0.85764,0.64920,False,3
True,0.89371,True,1637.00000,0.90306,-14.08037,0,False,Kallisto,10,50,0.77092,0.89517,False,0
True,0.83019,True,8174.00000,0.92045,-18.94152,0,False,Kallisto,10,50,0.79398,0.87413,False,1
True,0.88223,True,5757.00000,0.91999,-25.36440,0,False,Kallisto,10,50,0.82786,0.85670,False,2
True,0.91669,True,3157.00000,0.95180,-25.58937,0,False,Kallisto,10,50,0.87393,0.86807,False,3
True,0.87762,True,1716.00000,0.86988,-20.30445,10,False,Kallisto,10,50,0.81352,0.68297,False,0
True,0.92810,True,8234.00000,0.87388,-30.10620,10,False,Kallisto,10,50,0.83070,0.63955,False,1
True,0.95769,True,5933.00000,0.86623,-37.14129,10,False,Kallisto,10,50,0.83415,0.63414,False,2
True,0.95882,True,3181.00000,0.88814,-35.97052,10,False,Kallisto,10,50,0.87645,0.56428,False,3
True,0.89698,True,1689.00000,0.91369,-14.76338,0,False,Kallisto,10,75,0.73594,0.90443,False,0
True,0.82831,True,8189.00000,0.91834,-17.34006,0,False,Kallisto,10,75,0.77555,0.88505,False,1
True,0.86381,True,5830.00000,0.92570,-24.51973,0,False,Kallisto,10,75,0.80635,0.86709,False,2
True,0.89286,True,3024.00000,0.94375,-25.04441,0,False,Kallisto,10,75,0.84028,0.87169,False,3
True,0.88617,True,1757.00000,0.87370,-18.81856,10,False,Kallisto,10,75,0.79909,0.69974,False,0
True,0.91008,True,8007.00000,0.87531,-27.97409,10,False,Kallisto,10,75,0.81042,0.66816,False,1
True,0.95639,True,5825.00000,0.87730,-35.28040,10,False,Kallisto,10,75,0.82163,0.65236,False,2
True,0.95792,True,3137.00000,0.88453,-33.98319,10,False,Kallisto,10,75,0.87440,0.57415,False,3
True,0.88744,True,1768.00000,0.92361,-14.07488,0,False,Kallisto,10,100,0.72851,0.91720,False,0
True,0.83109,True,8022.00000,0.92663,-18.40217,0,False,Kallisto,10,100,0.76278,0.89481,False,1
True,0.86276,True,5931.00000,0.92140,-23.84118,0,False,Kallisto,10,100,0.79784,0.87688,False,2
True,0.89368,True,3198.00000,0.94442,-25.38080,0,False,Kallisto,10,100,0.83271,0.87422,False,3
True,0.88975,True,1687.00000,0.85506,-19.51569,10,False,Kallisto,10,100,0.78245,0.70694,False,0
True,0.92270,True,8357.00000,0.86628,-28.96435,10,False,Kallisto,10,100,0.80244,0.66517,False,1
True,0.95800,True,5953.00000,0.88500,-37.74390,10,False,Kallisto,10,100,0.81136,0.64582,False,2
True,0.96164,True,3154.00000,0.89149,-36.64954,10,False,Kallisto,10,100,0.86367,0.56539,False,3
True,0.91631,True,1637.00000,0.90961,-15.70468,0,False,Express,10,50,0.72755,0.94741,False,0
True,0.89687,True,8174.00000,0.92895,-30.45295,0,False,Express,10,50,0.75606,0.93753,False,1
True,0.91193,True,5757.00000,0.93821,-41.37244,0,False,Express,10,50,0.82804,0.87118,False,2
True,0.88723,True,3157.00000,0.94822,-35.73258,0,False,Express,10,50,0.88502,0.84614,False,3
True,0.90618,True,1716.00000,0.85936,-20.11654,10,False,Express,10,50,0.76515,0.70276,False,0
True,0.92470,True,8234.00000,0.86818,-39.23202,10,False,Express,10,50,0.78905,0.67289,False,1
True,0.96359,True,5933.00000,0.86753,-51.81772,10,False,Express,10,50,0.83398,0.60572,False,2
True,0.96070,True,3181.00000,0.87608,-44.36708,10,False,Express,10,50,0.91418,0.45073,False,3
True,0.90053,True,1689.00000,0.91551,-9.61571,0,False,Express,10,75,0.68857,0.96419,False,0
True,0.86213,True,8189.00000,0.92349,-24.16532,0,False,Express,10,75,0.72890,0.94443,False,1
True,0.88816,True,5830.00000,0.94325,-32.10908,0,False,Express,10,75,0.81561,0.87081,False,2
True,0.89782,True,3024.00000,0.95536,-31.43900,0,False,Express,10,75,0.87368,0.84563,False,3
True,0.89129,True,1757.00000,0.85942,-18.57347,10,False,Express,10,75,0.75299,0.75863,False,0
True,0.92831,True,8007.00000,0.86560,-40.65821,10,False,Express,10,75,0.75921,0.71624,False,1
True,0.95777,True,5825.00000,0.87361,-50.04040,10,False,Express,10,75,0.81476,0.62334,False,2
True,0.94740,True,3137.00000,0.86736,-41.11967,10,False,Express,10,75,0.90660,0.45586,False,3
True,0.90894,True,1768.00000,0.92482,-11.36495,0,False,Express,10,100,0.67930,0.97031,False,0
True,0.86811,True,8022.00000,0.93117,-24.66472,0,False,Express,10,100,0.72588,0.95004,False,1
True,0.88400,True,5931.00000,0.93536,-32.04031,0,False,Express,10,100,0.80931,0.87141,False,2
True,0.89525,True,3198.00000,0.95599,-30.01239,0,False,Express,10,100,0.87023,0.84001,False,3
True,0.92353,True,1687.00000,0.84743,-25.26974,10,False,Express,10,100,0.72318,0.77029,False,0
True,0.92808,True,8357.00000,0.85293,-40.04208,10,False,Express,10,100,0.74644,0.72058,False,1
True,0.96052,True,5953.00000,0.87293,-50.09583,10,False,Express,10,100,0.81035,0.61467,False,2
True,0.95371,True,3154.00000,0.87351,-40.98535,10,False,Express,10,100,0.90140,0.44003,False,3
True,0.87721,True,1637.00000,0.91240,13.01736,0,False,Sailfish,10,50,0.83140,0.82450,False,0
True,0.81515,True,8174.00000,0.93185,-15.13355,0,False,Sailfish,10,50,0.81967,0.87574,False,1
True,0.95362,True,5757.00000,0.93426,-37.21669,0,False,Sailfish,10,50,0.81866,0.91435,False,2
True,0.97624,True,3157.00000,0.95936,-41.64168,0,False,Sailfish,10,50,0.85176,0.93782,False,3
True,0.84557,True,1716.00000,0.86991,-0.95035,10,False,Sailfish,10,50,0.87529,0.58225,False,0
True,0.91875,True,8234.00000,0.88301,-28.26429,10,False,Sailfish,10,50,0.85742,0.61878,False,1
True,0.97455,True,5933.00000,0.87007,-48.29990,10,False,Sailfish,10,50,0.82252,0.68001,False,2
True,0.97862,True,3181.00000,0.89479,-50.40500,10,False,Sailfish,10,50,0.86136,0.62526,False,3
True,0.88692,True,1689.00000,0.92360,12.17191,0,False,Sailfish,10,75,0.78982,0.86143,False,0
True,0.80425,True,8189.00000,0.93849,-11.08755,0,False,Sailfish,10,75,0.79497,0.89407,False,1
True,0.93791,True,5830.00000,0.94399,-34.01746,0,False,Sailfish,10,75,0.80463,0.92139,False,2
True,0.97454,True,3024.00000,0.95822,-38.40429,0,False,Sailfish,10,75,0.82639,0.93667,False,3
True,0.85259,True,1757.00000,0.86864,1.23902,10,False,Sailfish,10,75,0.85942,0.62046,False,0
True,0.89921,True,8007.00000,0.88207,-25.81624,10,False,Sailfish,10,75,0.82840,0.65163,False,1
True,0.97356,True,5825.00000,0.88706,-45.57646,10,False,Sailfish,10,75,0.81356,0.69136,False,2
True,0.97322,True,3137.00000,0.89687,-48.24690,10,False,Sailfish,10,75,0.85783,0.62397,False,3
True,0.88914,True,1768.00000,0.93956,12.78975,0,False,Sailfish,10,100,0.77093,0.88892,False,0
True,0.80678,True,8022.00000,0.94694,-9.63953,0,False,Sailfish,10,100,0.78709,0.91078,False,1
True,0.91452,True,5931.00000,0.94371,-30.87271,0,False,Sailfish,10,100,0.79599,0.92566,False,2
True,0.96373,True,3198.00000,0.96040,-35.94500,0,False,Sailfish,10,100,0.82677,0.93990,False,3
True,0.85951,True,1687.00000,0.86338,0.30129,10,False,Sailfish,10,100,0.82810,0.64096,False,0
True,0.90092,True,8357.00000,0.87743,-24.23747,10,False,Sailfish,10,100,0.82733,0.65349,False,1
True,0.96892,True,5953.00000,0.89703,-45.28093,10,False,Sailfish,10,100,0.80548,0.68018,False,2
True,0.97146,True,3154.00000,0.90178,-47.53464,10,False,Sailfish,10,100,0.85035,0.61443,False,3
True,0.86639,True,1714.00000,0.90169,9.26635,0,False,Cufflinks,10,50,0.80163,0.86262,True,0
True,0.82708,True,8079.00000,0.91035,-14.83148,0,False,Cufflinks,10,50,0.79416,0.88396,True,1
True,0.89541,True,5813.00000,0.91389,-28.16463,0,False,Cufflinks,10,50,0.80956,0.90541,True,2
True,0.91853,True,3179.00000,0.92811,-26.51894,0,False,Cufflinks,10,50,0.86662,0.92543,True,3
True,0.86183,True,1708.00000,0.86180,7.80380,10,False,Cufflinks,10,50,0.85129,0.65814,True,0
True,0.86320,True,7997.00000,0.87434,-20.57496,10,False,Cufflinks,10,50,0.82944,0.67879,True,1
True,0.94034,True,5833.00000,0.88214,-35.25190,10,False,Cufflinks,10,50,0.82873,0.73969,True,2
True,0.95863,True,3118.00000,0.91432,-34.07116,10,False,Cufflinks,10,50,0.86145,0.75658,True,3
True,0.87965,True,1695.00000,0.88871,-19.94210,0,False,Cufflinks,10,75,0.76460,0.88770,True,0
True,0.91753,True,8136.00000,0.88028,-39.39009,0,False,Cufflinks,10,75,0.77077,0.90001,True,1
True,0.95132,True,5813.00000,0.85691,-59.32742,0,False,Cufflinks,10,75,0.78170,0.92272,True,2
True,0.94808,True,3197.00000,0.85609,-55.78507,0,False,Cufflinks,10,75,0.81702,0.92796,True,3
True,0.86263,True,1718.00000,0.86560,8.95890,10,False,Cufflinks,10,75,0.81199,0.70948,True,0
True,0.85959,True,8176.00000,0.87494,-17.49526,10,False,Cufflinks,10,75,0.80859,0.71776,True,1
True,0.93287,True,5854.00000,0.89422,-32.30514,10,False,Cufflinks,10,75,0.81244,0.75597,True,2
True,0.95541,True,3117.00000,0.91911,-32.54533,10,False,Cufflinks,10,75,0.85403,0.76322,True,3
True,0.89675,True,1724.00000,0.89669,10.86330,0,False,Cufflinks,10,100,0.73608,0.90282,True,0
True,0.83287,True,8281.00000,0.92230,-11.98702,0,False,Cufflinks,10,100,0.75788,0.91183,True,1
True,0.86200,True,5913.00000,0.92495,-25.35873,0,False,Cufflinks,10,100,0.78759,0.91838,True,2
True,0.86413,True,3106.00000,0.94466,-24.57139,0,False,Cufflinks,10,100,0.83129,0.91771,True,3
True,0.87185,True,1748.00000,0.90473,8.36498,10,False,Cufflinks,10,100,0.79805,0.75247,True,0
True,0.84911,True,8185.00000,0.89595,-16.39165,10,False,Cufflinks,10,100,0.79047,0.75277,True,1
True,0.93251,True,5779.00000,0.89436,-32.72728,10,False,Cufflinks,10,100,0.79564,0.76855,True,2
True,0.93905,True,3150.00000,0.92033,-30.90063,10,False,Cufflinks,10,100,0.85587,0.76724,True,3
True,0.89207,True,1714.00000,0.87654,-25.18284,0,False,Salmon,10,50,0.82322,0.82102,True,0
True,0.94801,True,8079.00000,0.90712,-46.61632,0,False,Salmon,10,50,0.79849,0.86696,True,1
True,0.98847,True,5813.00000,0.92320,-64.01174,0,False,Salmon,10,50,0.79787,0.90946,True,2
True,0.99245,True,3179.00000,0.93918,-63.57461,0,False,Salmon,10,50,0.83265,0.89159,True,3
True,0.92213,True,1708.00000,0.84983,-25.46294,10,False,Salmon,10,50,0.88700,0.55573,True,0
True,0.97111,True,7997.00000,0.86138,-50.67682,10,False,Salmon,10,50,0.84282,0.61140,True,1
True,0.98748,True,5833.00000,0.87001,-67.43658,10,False,Salmon,10,50,0.80662,0.68994,True,2
True,0.98589,True,3118.00000,0.89528,-67.69303,10,False,Salmon,10,50,0.83900,0.61198,True,3
True,0.88732,True,1695.00000,0.90525,-21.49832,0,False,Salmon,10,75,0.78525,0.85934,True,0
True,0.91335,True,8136.00000,0.91201,-40.05268,0,False,Salmon,10,75,0.78515,0.88980,True,1
True,0.97334,True,5813.00000,0.92915,-57.60864,0,False,Salmon,10,75,0.80079,0.91388,True,2
True,0.99124,True,3197.00000,0.94133,-58.56324,0,False,Salmon,10,75,0.82890,0.88205,True,3
True,0.90454,True,1718.00000,0.82180,-16.27752,10,False,Salmon,10,75,0.86554,0.58244,True,0
True,0.96208,True,8176.00000,0.86476,-44.82045,10,False,Salmon,10,75,0.83635,0.62838,True,1
True,0.98411,True,5854.00000,0.89248,-63.50848,10,False,Salmon,10,75,0.80868,0.68236,True,2
True,0.98268,True,3117.00000,0.90186,-65.06446,10,False,Salmon,10,75,0.84729,0.61517,True,3
True,0.88167,True,1724.00000,0.89182,-17.65982,0,False,Salmon,10,100,0.75174,0.88856,True,0
True,0.89530,True,8281.00000,0.91829,-36.52126,0,False,Salmon,10,100,0.76247,0.90770,True,1
True,0.97057,True,5913.00000,0.93209,-54.34304,0,False,Salmon,10,100,0.79114,0.91572,True,2
True,0.98809,True,3106.00000,0.93654,-54.88435,0,False,Salmon,10,100,0.81777,0.88599,True,3
True,0.89188,True,1748.00000,0.85846,-13.42668,10,False,Salmon,10,100,0.84096,0.60436,True,0
True,0.96042,True,8185.00000,0.88029,-41.84289,10,False,Salmon,10,100,0.82615,0.64626,True,1
True,0.98373,True,5779.00000,0.89080,-61.21690,10,False,Salmon,10,100,0.80862,0.68194,True,2
True,0.98349,True,3150.00000,0.90234,-63.29631,10,False,Salmon,10,100,0.84857,0.60635,True,3
True,0.86406,True,1714.00000,0.93656,-12.36515,0,False,RSEM,10,50,0.79988,0.93105,True,0
True,0.84033,True,8079.00000,0.94580,-13.35715,0,False,RSEM,10,50,0.80059,0.92204,True,1
True,0.81989,True,5813.00000,0.94564,-18.00819,0,False,RSEM,10,50,0.82763,0.91737,True,2
True,0.84492,True,3179.00000,0.95203,-26.84485,0,False,RSEM,10,50,0.86537,0.94035,True,3
True,0.87002,True,1708.00000,0.90028,-23.43477,10,False,RSEM,10,50,0.84251,0.69286,True,0
True,0.86620,True,7997.00000,0.89409,-24.79425,10,False,RSEM,10,50,0.83444,0.67523,True,1
True,0.89439,True,5833.00000,0.89758,-30.90841,10,False,RSEM,10,50,0.82805,0.68552,True,2
True,0.91758,True,3118.00000,0.90527,-32.87694,10,False,RSEM,10,50,0.86690,0.62393,True,3
True,0.89558,True,1695.00000,0.93706,-14.44598,0,False,RSEM,10,75,0.75929,0.93871,True,0
True,0.84698,True,8136.00000,0.94349,-14.64231,0,False,RSEM,10,75,0.77950,0.92925,True,1
True,0.83227,True,5813.00000,0.94405,-20.93654,0,False,RSEM,10,75,0.81335,0.92602,True,2
True,0.86112,True,3197.00000,0.94878,-30.66515,0,False,RSEM,10,75,0.83703,0.93599,True,3
True,0.87776,True,1718.00000,0.88731,-22.98453,10,False,RSEM,10,75,0.79977,0.73465,True,0
True,0.87512,True,8176.00000,0.89228,-24.67194,10,False,RSEM,10,75,0.80797,0.71247,True,1
True,0.89768,True,5854.00000,0.90482,-31.61212,10,False,RSEM,10,75,0.82149,0.70640,True,2
True,0.92172,True,3117.00000,0.91270,-35.00124,10,False,RSEM,10,75,0.85691,0.64895,True,3
True,0.88399,True,1724.00000,0.92573,-18.22071,0,False,RSEM,10,100,0.73434,0.94815,True,0
True,0.84772,True,8281.00000,0.93812,-17.52381,0,False,RSEM,10,100,0.75933,0.93948,True,1
True,0.82784,True,5913.00000,0.94082,-25.05948,0,False,RSEM,10,100,0.79181,0.93198,True,2
True,0.86735,True,3106.00000,0.94655,-35.57640,0,False,RSEM,10,100,0.82067,0.93798,True,3
True,0.88101,True,1748.00000,0.91419,-28.76676,10,False,RSEM,10,100,0.78204,0.76623,True,0
True,0.90886,True,8185.00000,0.91013,-31.83950,10,False,RSEM,10,100,0.79829,0.74146,True,1
True,0.94809,True,5779.00000,0.90124,-39.74499,10,False,RSEM,10,100,0.80637,0.72346,True,2
True,0.96254,True,3150.00000,0.91072,-43.47320,10,False,RSEM,10,100,0.84476,0.66504,True,3
True,0.86173,True,1714.00000,0.88337,-25.26383,0,False,Kallisto,10,50,0.74854,0.89622,True,0
True,0.85753,True,8079.00000,0.90956,-24.29654,0,False,Kallisto,10,50,0.77435,0.88484,True,1
True,0.83055,True,5813.00000,0.92237,-20.46968,0,False,Kallisto,10,50,0.82264,0.85748,True,2
True,0.83548,True,3179.00000,0.94367,-19.72338,0,False,Kallisto,10,50,0.86662,0.86832,True,3
True,0.94204,True,1708.00000,0.85436,-37.02803,10,False,Kallisto,10,50,0.78220,0.69286,True,0
True,0.94911,True,7997.00000,0.84771,-35.78332,10,False,Kallisto,10,50,0.81080,0.65436,True,1
True,0.95680,True,5833.00000,0.86911,-35.67459,10,False,Kallisto,10,50,0.83148,0.63465,True,2
True,0.95382,True,3118.00000,0.88977,-31.84230,10,False,Kallisto,10,50,0.87396,0.56055,True,3
True,0.85723,True,1695.00000,0.89356,-25.00547,0,False,Kallisto,10,75,0.73333,0.90877,True,0
True,0.85669,True,8136.00000,0.91391,-23.67444,0,False,Kallisto,10,75,0.76082,0.89505,True,1
True,0.85360,True,5813.00000,0.92527,-21.98413,0,False,Kallisto,10,75,0.81696,0.87227,True,2
True,0.87363,True,3197.00000,0.93894,-21.70554,0,False,Kallisto,10,75,0.85048,0.86752,True,3
True,0.93364,True,1718.00000,0.83958,-33.04755,10,False,Kallisto,10,75,0.76601,0.70253,True,0
True,0.94239,True,8176.00000,0.84844,-33.47110,10,False,Kallisto,10,75,0.79770,0.66827,True,1
True,0.95473,True,5854.00000,0.87363,-34.65632,10,False,Kallisto,10,75,0.82098,0.63981,True,2
True,0.95605,True,3117.00000,0.89095,-32.41658,10,False,Kallisto,10,75,0.86558,0.57329,True,3
True,0.86195,True,1724.00000,0.87788,-24.19823,0,False,Kallisto,10,100,0.69084,0.92333,True,0
True,0.83843,True,8281.00000,0.91343,-21.97330,0,False,Kallisto,10,100,0.74834,0.90467,True,1
True,0.84627,True,5913.00000,0.92402,-21.17881,0,False,Kallisto,10,100,0.79976,0.88095,True,2
True,0.85866,True,3106.00000,0.93978,-20.66196,0,False,Kallisto,10,100,0.83387,0.87678,True,3
True,0.91533,True,1748.00000,0.86556,-30.46360,10,False,Kallisto,10,100,0.75744,0.71577,True,0
True,0.94026,True,8185.00000,0.86024,-31.61797,10,False,Kallisto,10,100,0.80049,0.67596,True,1
True,0.95518,True,5779.00000,0.87412,-35.12272,10,False,Kallisto,10,100,0.81623,0.64532,True,2
True,0.95746,True,3150.00000,0.89546,-32.74117,10,False,Kallisto,10,100,0.87079,0.57275,True,3
True,0.89382,True,1714.00000,0.91448,-3.59063,0,False,Express,10,50,0.72987,0.94846,True,0
True,0.83476,True,8079.00000,0.93255,-20.04677,0,False,Express,10,50,0.74960,0.93502,True,1
True,0.93308,True,5813.00000,0.94900,-32.76101,0,False,Express,10,50,0.82918,0.87310,True,2
True,0.96131,True,3179.00000,0.95805,-35.88332,0,False,Express,10,50,0.89305,0.84989,True,3
True,0.86710,True,1708.00000,0.85945,-10.78333,10,False,Express,10,50,0.77635,0.70745,True,0
True,0.92122,True,7997.00000,0.86821,-31.30682,10,False,Express,10,50,0.78742,0.68344,True,1
True,0.96657,True,5833.00000,0.88376,-45.54521,10,False,Express,10,50,0.83782,0.61759,True,2
True,0.96857,True,3118.00000,0.89913,-46.54550,10,False,Express,10,50,0.90507,0.48065,True,3
True,0.91268,True,1695.00000,0.92217,-2.77076,0,False,Express,10,75,0.70619,0.96242,True,0
True,0.83518,True,8136.00000,0.93058,-20.24878,0,False,Express,10,75,0.72923,0.94597,True,1
True,0.90951,True,5813.00000,0.94305,-29.90622,0,False,Express,10,75,0.81679,0.87401,True,2
True,0.95402,True,3197.00000,0.95430,-34.76890,0,False,Express,10,75,0.87989,0.84290,True,3
True,0.87602,True,1718.00000,0.83770,-14.56545,10,False,Express,10,75,0.73050,0.75515,True,0
True,0.91304,True,8176.00000,0.86043,-30.83085,10,False,Express,10,75,0.75819,0.71286,True,1
True,0.97045,True,5854.00000,0.88175,-43.61313,10,False,Express,10,75,0.82081,0.62779,True,2
True,0.96182,True,3117.00000,0.88594,-43.37755,10,False,Express,10,75,0.90440,0.48033,True,3
True,0.92575,True,1724.00000,0.89820,-12.71137,0,False,Express,10,100,0.67053,0.96972,True,0
True,0.84990,True,8281.00000,0.92331,-22.27545,0,False,Express,10,100,0.70281,0.95189,True,1
True,0.88804,True,5913.00000,0.93988,-28.82031,0,False,Express,10,100,0.80382,0.87334,True,2
