"","bias","errors","noise_perc","paired_end","read_depth","read_length","stranded","Cufflinks","Express","RSEM","Kallisto","Sailfish","Salmon"
"45","True","True",10,"False",30,50,"False",0.88608,0.8644,0.89825,0.87546,0.87146,0.85629
"46","True","True",10,"False",30,50,"True",0.88507,0.87647,0.90014,0.86564,0.87429,0.86233
"47","True","True",10,"False",30,75,"False",0.9001,0.877,0.91291,0.88893,0.89017,0.87731
"48","True","True",10,"False",30,75,"True",0.89916,0.88564,0.91355,0.88,0.89121,0.87941
"49","True","True",10,"False",50,100,"False",0.90589,0.88372,0.92322,0.89109,0.89747,0.88676
"50","True","True",10,"False",50,100,"True",0.90046,0.89408,0.92059,0.88246,0.89742,0.88774
"51","True","True",10,"False",50,50,"False",0.88803,0.86353,0.90065,0.87911,0.87172,0.85367
"52","True","True",10,"False",50,50,"True",0.87969,0.8792,0.9008,0.86886,0.87717,0.86394
"53","True","True",10,"False",50,75,"False",0.90227,0.88184,0.91505,0.89165,0.89064,0.87996
"54","True","True",10,"False",50,75,"True",0.89273,0.88575,0.91084,0.87423,0.88782,0.87616
"55","True","True",10,"True",10,100,"False",0.90018,0.88504,0.9069,0.88787,0.88707,0.88389
"56","True","True",10,"True",10,100,"True",0.90373,0.88528,0.9115,0.89061,0.89039,0.8874
"57","True","True",10,"True",10,50,"False",0.91587,0.89876,0.91551,0.88752,0.8881,0.88696
"58","True","True",10,"True",10,50,"True",0.92057,0.90896,0.92361,0.89768,0.89778,0.89704
"59","True","True",10,"True",10,75,"False",0.90966,0.89378,0.91311,0.8902,0.88968,0.8873
"60","True","True",10,"True",10,75,"True",0.90515,0.8872,0.91135,0.88671,0.88706,0.88531
"61","True","True",10,"True",30,100,"False",0.92325,0.91297,0.93106,0.90898,0.90852,0.90747
"62","True","True",10,"True",30,100,"True",0.92208,0.91356,0.92914,0.90504,0.90473,0.90394
"63","True","True",10,"True",30,50,"False",0.92526,0.91836,0.92668,0.89793,0.89782,0.89816
"64","True","True",10,"True",30,50,"True",0.92824,0.92359,0.93086,0.90054,0.90104,0.90058
"65","True","True",10,"True",30,75,"False",0.92597,0.92185,0.9322,0.90981,0.90989,0.90962
"66","True","True",10,"True",30,75,"True",0.9274,0.92258,0.93233,0.90685,0.90664,0.90652
"67","True","True",10,"True",50,100,"False",0.92448,0.92458,0.93651,0.90948,0.90898,0.90938
"68","True","True",10,"True",50,100,"True",0.92928,0.92456,0.93765,0.91238,0.9121,0.91182
"69","True","True",10,"True",50,50,"False",0.93098,0.92426,0.92942,0.90104,0.90102,0.90048
"70","True","True",10,"True",50,50,"True",0.93191,0.92916,0.93549,0.90819,0.90864,0.90938
"71","True","True",10,"True",50,75,"False",0.93043,0.92704,0.93592,0.90922,0.90872,0.90832
"72","True","True",10,"True",50,75,"True",0.92181,0.92587,0.93478,0.90784,0.90801,0.90773
