bias,error-frac,errors,expressed-tpms,log-tpm-rho,median-percent-error,noise_perc,paired_end,quant_method,read_depth,read_length,sensitivity,specificity,stranded,unique sequence length
True,0.95215,True,3490.00000,0.93540,-49.99623,0,False,Salmon,10,75,0.80630,0.89855,False,2
True,0.95708,True,2796.00000,0.96007,-51.46767,0,False,Salmon,10,75,0.83476,0.94122,False,3
True,0.98684,True,1216.00000,0.98185,-56.20888,0,False,Salmon,10,75,0.87829,0.92406,False,4
True,0.97901,True,8101.00000,0.85785,-65.68873,10,False,Salmon,10,75,0.76830,0.72783,False,0
True,0.97458,True,3068.00000,0.87102,-59.85916,10,False,Salmon,10,75,0.81389,0.65922,False,1
True,0.96508,True,3494.00000,0.87637,-54.40044,10,False,Salmon,10,75,0.86005,0.60794,False,2
True,0.96985,True,2786.00000,0.87668,-53.38767,10,False,Salmon,10,75,0.89627,0.57379,False,3
True,0.97886,True,1277.00000,0.91711,-60.88314,10,False,Salmon,10,75,0.92874,0.46790,False,4
True,0.95326,True,8195.00000,0.90893,-52.72088,0,False,Salmon,10,100,0.75436,0.89738,False,0
True,0.93899,True,3114.00000,0.92135,-46.60366,0,False,Salmon,10,100,0.78227,0.87279,False,1
True,0.92379,True,3451.00000,0.94340,-44.35532,0,False,Salmon,10,100,0.77804,0.91195,False,2
True,0.92819,True,2813.00000,0.95788,-45.72065,0,False,Salmon,10,100,0.81230,0.94349,False,3
True,0.97325,True,1346.00000,0.98204,-50.84550,0,False,Salmon,10,100,0.88484,0.91929,False,4
True,0.97475,True,8355.00000,0.87006,-61.70384,10,False,Salmon,10,100,0.76541,0.72734,False,0
True,0.96276,True,3061.00000,0.87608,-53.84443,10,False,Salmon,10,100,0.81836,0.65375,False,1
True,0.95581,True,3530.00000,0.87266,-47.12588,10,False,Salmon,10,100,0.85071,0.60319,False,2
True,0.96241,True,2900.00000,0.86827,-46.67709,10,False,Salmon,10,100,0.88931,0.56349,False,3
True,0.97165,True,1305.00000,0.90646,-56.91564,10,False,Salmon,10,100,0.94483,0.45496,False,4
True,0.83989,True,8138.00000,0.93257,-19.12426,0,False,RSEM,10,50,0.79159,0.91399,False,0
True,0.84211,True,3078.00000,0.94453,-16.41580,0,False,RSEM,10,50,0.82229,0.90268,False,1
True,0.82793,True,3423.00000,0.95717,-15.31126,0,False,RSEM,10,50,0.81916,0.93601,False,2
True,0.81979,True,2880.00000,0.96693,-17.79203,0,False,RSEM,10,50,0.85799,0.96011,False,3
True,0.82504,True,1206.00000,0.98185,-23.54387,0,False,RSEM,10,50,0.91542,0.96002,False,4
True,0.89815,True,8277.00000,0.88699,-35.46022,10,False,RSEM,10,50,0.78652,0.74371,False,0
True,0.89099,True,3119.00000,0.90909,-30.21161,10,False,RSEM,10,50,0.84194,0.70422,False,1
True,0.87849,True,3580.00000,0.91235,-25.51490,10,False,RSEM,10,50,0.87765,0.62204,False,2
True,0.88777,True,2780.00000,0.90192,-23.20734,10,False,RSEM,10,50,0.91655,0.55628,False,3
True,0.90214,True,1308.00000,0.90838,-22.74604,10,False,RSEM,10,50,0.95566,0.45696,False,4
True,0.85069,True,8144.00000,0.92877,-21.68987,0,False,RSEM,10,75,0.76609,0.92081,False,0
True,0.85126,True,3086.00000,0.94198,-19.35049,0,False,RSEM,10,75,0.78775,0.91186,False,1
True,0.84212,True,3490.00000,0.95623,-16.19391,0,False,RSEM,10,75,0.80630,0.93995,False,2
True,0.84049,True,2796.00000,0.96408,-20.00127,0,False,RSEM,10,75,0.82976,0.96413,False,3
True,0.83717,True,1216.00000,0.98317,-25.50286,0,False,RSEM,10,75,0.90132,0.96784,False,4
True,0.89643,True,8101.00000,0.89426,-32.59284,10,False,RSEM,10,75,0.77595,0.76977,False,0
True,0.87777,True,3068.00000,0.90648,-30.00119,10,False,RSEM,10,75,0.79433,0.75254,False,1
True,0.87521,True,3494.00000,0.91735,-26.67680,10,False,RSEM,10,75,0.84287,0.67413,False,2
True,0.87473,True,2786.00000,0.90088,-21.94980,10,False,RSEM,10,75,0.89519,0.60187,False,3
True,0.88332,True,1277.00000,0.91414,-22.33169,10,False,RSEM,10,75,0.94753,0.47728,False,4
True,0.86162,True,8195.00000,0.93463,-30.82305,0,False,RSEM,10,100,0.76852,0.92734,False,0
True,0.86127,True,3114.00000,0.94398,-29.76498,0,False,RSEM,10,100,0.78163,0.91883,False,1
True,0.84845,True,3451.00000,0.95490,-28.00118,0,False,RSEM,10,100,0.77514,0.94583,False,2
True,0.87593,True,2813.00000,0.96363,-31.20186,0,False,RSEM,10,100,0.81159,0.96447,False,3
True,0.86553,True,1346.00000,0.97992,-35.85192,0,False,RSEM,10,100,0.89004,0.96450,False,4
True,0.92292,True,8355.00000,0.90171,-37.67168,10,False,RSEM,10,100,0.76709,0.77192,False,0
True,0.89644,True,3061.00000,0.91428,-34.91566,10,False,RSEM,10,100,0.79778,0.76440,False,1
True,0.90595,True,3530.00000,0.90737,-28.34168,10,False,RSEM,10,100,0.82918,0.69525,False,2
True,0.91276,True,2900.00000,0.89200,-28.20087,10,False,RSEM,10,100,0.88276,0.60804,False,3
True,0.93103,True,1305.00000,0.91486,-31.77786,10,False,RSEM,10,100,0.95249,0.48588,False,4
True,0.89039,True,8138.00000,0.90250,-27.70771,0,False,Kallisto,10,50,0.78410,0.85698,False,0
True,0.85640,True,3078.00000,0.91918,-20.88940,0,False,Kallisto,10,50,0.82359,0.83904,False,1
True,0.84779,True,3423.00000,0.93382,-18.85089,0,False,Kallisto,10,50,0.81361,0.88052,False,2
True,0.82847,True,2880.00000,0.95569,-18.52757,0,False,Kallisto,10,50,0.85451,0.91403,False,3
True,0.87231,True,1206.00000,0.97962,-21.66785,0,False,Kallisto,10,50,0.92454,0.89783,False,4
True,0.95518,True,8277.00000,0.85662,-40.61405,10,False,Kallisto,10,50,0.78193,0.69752,False,0
True,0.93524,True,3119.00000,0.87995,-33.56497,10,False,Kallisto,10,50,0.83584,0.64050,False,1
True,0.91983,True,3580.00000,0.89366,-29.17587,10,False,Kallisto,10,50,0.87067,0.59714,False,2
True,0.91475,True,2780.00000,0.89348,-25.34204,10,False,Kallisto,10,50,0.90288,0.54845,False,3
True,0.93349,True,1308.00000,0.90381,-27.74293,10,False,Kallisto,10,50,0.96865,0.42810,False,4
True,0.87426,True,8144.00000,0.90000,-25.78921,0,False,Kallisto,10,75,0.76117,0.86740,False,0
True,0.86455,True,3086.00000,0.91900,-22.50418,0,False,Kallisto,10,75,0.77933,0.84918,False,1
True,0.84413,True,3490.00000,0.93650,-17.57917,0,False,Kallisto,10,75,0.80745,0.88456,False,2
True,0.81581,True,2796.00000,0.95950,-17.96504,0,False,Kallisto,10,75,0.82546,0.92436,False,3
True,0.83799,True,1216.00000,0.98332,-20.04050,0,False,Kallisto,10,75,0.90954,0.91088,False,4
True,0.94828,True,8101.00000,0.86216,-38.22163,10,False,Kallisto,10,75,0.77472,0.71828,False,0
True,0.92601,True,3068.00000,0.88545,-31.11599,10,False,Kallisto,10,75,0.80443,0.66116,False,1
True,0.91299,True,3494.00000,0.88941,-27.66918,10,False,Kallisto,10,75,0.84745,0.62498,False,2
True,0.90165,True,2786.00000,0.89193,-23.97618,10,False,Kallisto,10,75,0.89806,0.57114,False,3
True,0.93579,True,1277.00000,0.91836,-25.96368,10,False,Kallisto,10,75,0.95145,0.43075,False,4
True,0.87700,True,8195.00000,0.90628,-25.58715,0,False,Kallisto,10,100,0.75595,0.87716,False,0
True,0.84650,True,3114.00000,0.92039,-20.80269,0,False,Kallisto,10,100,0.78516,0.85785,False,1
True,0.84961,True,3451.00000,0.94015,-19.38696,0,False,Kallisto,10,100,0.77688,0.89716,False,2
True,0.82723,True,2813.00000,0.95845,-19.31763,0,False,Kallisto,10,100,0.80377,0.92992,False,3
True,0.83878,True,1346.00000,0.98073,-19.98528,0,False,Kallisto,10,100,0.90639,0.91167,False,4
True,0.94746,True,8355.00000,0.87028,-40.91558,10,False,Kallisto,10,100,0.76122,0.71816,False,0
True,0.92715,True,3061.00000,0.88056,-32.82449,10,False,Kallisto,10,100,0.80791,0.65702,False,1
True,0.92606,True,3530.00000,0.87807,-28.59980,10,False,Kallisto,10,100,0.83513,0.61912,False,2
True,0.92966,True,2900.00000,0.87692,-26.40862,10,False,Kallisto,10,100,0.87862,0.56077,False,3
True,0.94176,True,1305.00000,0.90714,-29.72648,10,False,Kallisto,10,100,0.95862,0.41951,False,4
True,0.91521,True,8138.00000,0.91666,-41.64552,0,False,Express,10,50,0.77808,0.87124,False,0
True,0.89701,True,3078.00000,0.92468,-32.65956,0,False,Express,10,50,0.79305,0.88490,False,1
True,0.90155,True,3423.00000,0.93640,-30.69356,0,False,Express,10,50,0.77680,0.93463,False,2
True,0.88750,True,2880.00000,0.95431,-26.18923,0,False,Express,10,50,0.83785,0.95631,False,3
True,0.85489,True,1206.00000,0.97239,-26.93607,0,False,Express,10,50,0.90133,0.94275,False,4
True,0.95373,True,8277.00000,0.86140,-54.56170,10,False,Express,10,50,0.76344,0.69904,False,0
True,0.94101,True,3119.00000,0.88178,-44.45960,10,False,Express,10,50,0.80314,0.67112,False,1
True,0.92961,True,3580.00000,0.87876,-38.19015,10,False,Express,10,50,0.84693,0.59635,False,2
True,0.91655,True,2780.00000,0.87102,-25.31550,10,False,Express,10,50,0.91259,0.48675,False,3
True,0.94572,True,1308.00000,0.87997,-27.03846,10,False,Express,10,50,0.97324,0.31255,False,4
True,0.89452,True,8144.00000,0.91699,-34.88867,0,False,Express,10,75,0.75823,0.87547,False,0
True,0.88270,True,3086.00000,0.91728,-29.11858,0,False,Express,10,75,0.75697,0.89362,False,1
True,0.86504,True,3490.00000,0.94100,-25.28866,0,False,Express,10,75,0.76275,0.93674,False,2
True,0.85980,True,2796.00000,0.95403,-21.84264,0,False,Express,10,75,0.80830,0.95829,False,3
True,0.85691,True,1216.00000,0.97669,-22.84077,0,False,Express,10,75,0.90132,0.94704,False,4
True,0.95198,True,8101.00000,0.86398,-52.83912,10,False,Express,10,75,0.75472,0.72338,False,0
True,0.93383,True,3068.00000,0.87695,-45.93354,10,False,Express,10,75,0.75945,0.70199,False,1
True,0.92101,True,3494.00000,0.88059,-37.31192,10,False,Express,10,75,0.81769,0.63962,False,2
True,0.92534,True,2786.00000,0.85559,-25.86841,10,False,Express,10,75,0.88909,0.52573,False,3
True,0.92169,True,1277.00000,0.88153,-25.33622,10,False,Express,10,75,0.95067,0.32221,False,4
True,0.89530,True,8195.00000,0.91914,-34.05852,0,False,Express,10,100,0.75351,0.87766,False,0
True,0.87893,True,3114.00000,0.92384,-27.51117,0,False,Express,10,100,0.77071,0.89789,False,1
True,0.87424,True,3451.00000,0.94269,-26.02429,0,False,Express,10,100,0.75138,0.94114,False,2
True,0.86562,True,2813.00000,0.95243,-21.19398,0,False,Express,10,100,0.79630,0.96020,False,3
True,0.85513,True,1346.00000,0.97290,-23.39633,0,False,Express,10,100,0.89079,0.94165,False,4
True,0.95428,True,8355.00000,0.86785,-53.28898,10,False,Express,10,100,0.74351,0.71754,False,0
True,0.93956,True,3061.00000,0.87455,-46.62165,10,False,Express,10,100,0.75727,0.70289,False,1
True,0.93343,True,3530.00000,0.85959,-37.56753,10,False,Express,10,100,0.79150,0.64154,False,2
True,0.92690,True,2900.00000,0.84516,-27.54243,10,False,Express,10,100,0.87862,0.52393,False,3
True,0.92567,True,1305.00000,0.86034,-25.18148,10,False,Express,10,100,0.96015,0.31940,False,4
True,0.90415,True,8138.00000,0.90821,-34.38152,0,False,Sailfish,10,50,0.79491,0.88361,False,0
True,0.88337,True,3078.00000,0.92636,-26.86573,0,False,Sailfish,10,50,0.83333,0.85424,False,1
True,0.85451,True,3423.00000,0.94672,-21.77509,0,False,Sailfish,10,50,0.82997,0.89235,False,2
True,0.87257,True,2880.00000,0.96292,-26.99554,0,False,Sailfish,10,50,0.86458,0.93851,False,3
True,0.95854,True,1206.00000,0.98585,-37.20127,0,False,Sailfish,10,50,0.91045,0.95326,False,4
True,0.95264,True,8277.00000,0.85899,-47.06904,10,False,Sailfish,10,50,0.78917,0.71065,False,0
True,0.92498,True,3119.00000,0.88475,-37.02486,10,False,Sailfish,10,50,0.85957,0.64149,False,1
True,0.92067,True,3580.00000,0.89273,-31.43205,10,False,Sailfish,10,50,0.88743,0.58200,False,2
True,0.92842,True,2780.00000,0.88662,-31.59972,10,False,Sailfish,10,50,0.91511,0.55201,False,3
True,0.96636,True,1308.00000,0.90534,-42.68106,10,False,Sailfish,10,50,0.95413,0.46564,False,4
True,0.88568,True,8144.00000,0.91886,-31.14414,0,False,Sailfish,10,75,0.77051,0.89771,False,0
True,0.88529,True,3086.00000,0.93250,-24.54308,0,False,Sailfish,10,75,0.79909,0.87281,False,1
True,0.85473,True,3490.00000,0.95119,-18.75221,0,False,Sailfish,10,75,0.81920,0.90680,False,2
True,0.86052,True,2796.00000,0.96579,-24.20607,0,False,Sailfish,10,75,0.83763,0.94630,False,3
True,0.95806,True,1216.00000,0.98566,-33.71348,0,False,Sailfish,10,75,0.89803,0.95804,False,4
True,0.94285,True,8101.00000,0.87107,-43.63771,10,False,Sailfish,10,75,0.77756,0.73120,False,0
True,0.91558,True,3068.00000,0.88359,-35.58349,10,False,Sailfish,10,75,0.82464,0.66502,False,1
True,0.90870,True,3494.00000,0.89176,-29.83045,10,False,Sailfish,10,75,0.86548,0.61146,False,2
True,0.92283,True,2786.00000,0.88397,-29.41552,10,False,Sailfish,10,75,0.90201,0.57271,False,3
True,0.96241,True,1277.00000,0.91542,-39.94502,10,False,Sailfish,10,75,0.94518,0.46047,False,4
True,0.88505,True,8195.00000,0.92741,-27.94863,0,False,Sailfish,10,100,0.77181,0.91101,False,0
True,0.86256,True,3114.00000,0.94204,-21.20830,0,False,Sailfish,10,100,0.79512,0.88653,False,1
True,0.85772,True,3451.00000,0.95690,-18.01732,0,False,Sailfish,10,100,0.79021,0.92158,False,2
True,0.84856,True,2813.00000,0.96438,-21.95971,0,False,Sailfish,10,100,0.81905,0.95220,False,3
True,0.93908,True,1346.00000,0.98483,-31.33844,0,False,Sailfish,10,100,0.89896,0.95749,False,4
True,0.94315,True,8355.00000,0.88009,-44.13995,10,False,Sailfish,10,100,0.76972,0.73332,False,0
True,0.91441,True,3061.00000,0.88865,-35.37434,10,False,Sailfish,10,100,0.81901,0.66053,False,1
True,0.90567,True,3530.00000,0.88311,-27.66320,10,False,Sailfish,10,100,0.85297,0.60842,False,2
True,0.92483,True,2900.00000,0.87456,-29.25324,10,False,Sailfish,10,100,0.89379,0.56343,False,3
True,0.96015,True,1305.00000,0.90941,-40.08731,10,False,Sailfish,10,100,0.95556,0.45117,False,4
True,0.89330,True,8144.00000,0.89286,-28.17140,0,False,Cufflinks,10,50,0.78008,0.88044,True,0
True,0.86044,True,3124.00000,0.89841,-21.11751,0,False,Cufflinks,10,50,0.80218,0.85907,True,1
True,0.84927,True,3556.00000,0.92275,-16.48620,0,False,Cufflinks,10,50,0.81890,0.90166,True,2
True,0.82221,True,2756.00000,0.94990,-14.87045,0,False,Cufflinks,10,50,0.85631,0.94264,True,3
True,0.86556,True,1205.00000,0.96162,-22.47703,0,False,Cufflinks,10,50,0.92946,0.95967,True,4
True,0.92171,True,8124.00000,0.86340,-35.65832,10,False,Cufflinks,10,50,0.78742,0.74944,True,0
True,0.90136,True,2950.00000,0.88484,-28.15998,10,False,Cufflinks,10,50,0.83119,0.70112,True,1
True,0.88933,True,3497.00000,0.89717,-20.63320,10,False,Cufflinks,10,50,0.87103,0.65952,True,2
True,0.85492,True,2833.00000,0.88798,-14.92508,10,False,Cufflinks,10,50,0.90222,0.65207,True,3
True,0.93450,True,1252.00000,0.92607,-27.35484,10,False,Cufflinks,10,50,0.92332,0.72444,True,4
True,0.93654,True,8320.00000,0.85581,-58.24066,0,False,Cufflinks,10,75,0.75505,0.90017,True,0
True,0.93086,True,2994.00000,0.87887,-45.01714,0,False,Cufflinks,10,75,0.77321,0.88059,True,1
True,0.91035,True,3469.00000,0.88776,-35.21602,0,False,Cufflinks,10,75,0.79648,0.91162,True,2
True,0.92635,True,2797.00000,0.87830,-28.12322,0,False,Cufflinks,10,75,0.81087,0.94872,True,3
True,0.94290,True,1261.00000,0.86135,-35.41880,0,False,Cufflinks,10,75,0.86836,0.96328,True,4
True,0.91543,True,8194.00000,0.87186,-32.74710,10,False,Cufflinks,10,75,0.77630,0.77099,True,0
True,0.89281,True,3088.00000,0.89460,-26.45334,10,False,Cufflinks,10,75,0.80699,0.74526,True,1
True,0.88191,True,3548.00000,0.88692,-18.88109,10,False,Cufflinks,10,75,0.83963,0.70337,True,2
True,0.86906,True,2780.00000,0.89141,-14.97450,10,False,Cufflinks,10,75,0.86619,0.66850,True,3
True,0.91315,True,1255.00000,0.93851,-25.16891,10,False,Cufflinks,10,75,0.94343,0.73333,True,4
True,0.86687,True,8240.00000,0.90795,-24.46997,0,False,Cufflinks,10,100,0.75886,0.90446,True,0
True,0.84915,True,3162.00000,0.91419,-17.72558,0,False,Cufflinks,10,100,0.77293,0.88750,True,1
True,0.84693,True,3580.00000,0.93171,-15.21162,0,False,Cufflinks,10,100,0.76620,0.92000,True,2
True,0.84746,True,2832.00000,0.94267,-14.77028,0,False,Cufflinks,10,100,0.79131,0.94755,True,3
True,0.79669,True,1210.00000,0.97702,-17.65219,0,False,Cufflinks,10,100,0.91157,0.94901,True,4
True,0.90818,True,8146.00000,0.88576,-31.63714,10,False,Cufflinks,10,100,0.76111,0.78939,True,0
True,0.89357,True,3110.00000,0.89966,-24.52299,10,False,Cufflinks,10,100,0.79871,0.78064,True,1
True,0.86895,True,3556.00000,0.91002,-17.72767,10,False,Cufflinks,10,100,0.82002,0.73734,True,2
True,0.86231,True,2818.00000,0.91044,-15.14416,10,False,Cufflinks,10,100,0.85877,0.69270,True,3
True,0.91234,True,1232.00000,0.93404,-23.94736,10,False,Cufflinks,10,100,0.92451,0.73201,True,4
True,0.97151,True,8144.00000,0.88457,-61.38548,0,False,Salmon,10,50,0.77100,0.87124,True,0
True,0.95615,True,3124.00000,0.89408,-54.40826,0,False,Salmon,10,50,0.80762,0.84214,True,1
True,0.94348,True,3556.00000,0.91609,-51.25949,0,False,Salmon,10,50,0.81665,0.88257,True,2
True,0.95718,True,2756.00000,0.96047,-52.44066,0,False,Salmon,10,50,0.85522,0.92560,True,3
True,0.99336,True,1205.00000,0.97601,-60.04950,0,False,Salmon,10,50,0.89959,0.92006,True,4
True,0.98338,True,8124.00000,0.84261,-66.30714,10,False,Salmon,10,50,0.77720,0.70783,True,0
True,0.96644,True,2950.00000,0.86292,-59.88427,10,False,Salmon,10,50,0.84034,0.63758,True,1
True,0.96540,True,3497.00000,0.87459,-53.00320,10,False,Salmon,10,50,0.86932,0.57343,True,2
True,0.96576,True,2833.00000,0.88040,-50.36067,10,False,Salmon,10,50,0.91317,0.54742,True,3
True,0.97684,True,1252.00000,0.91294,-62.43533,10,False,Salmon,10,50,0.92332,0.45616,True,4
True,0.95312,True,8320.00000,0.89924,-55.14469,0,False,Salmon,10,75,0.77007,0.88435,True,0
True,0.92919,True,2994.00000,0.90822,-47.60749,0,False,Salmon,10,75,0.79259,0.86279,True,1
True,0.92361,True,3469.00000,0.92659,-43.13329,0,False,Salmon,10,75,0.80917,0.89751,True,2
True,0.93136,True,2797.00000,0.95274,-45.89878,0,False,Salmon,10,75,0.82517,0.93738,True,3
True,0.98414,True,1261.00000,0.96600,-52.41268,0,False,Salmon,10,75,0.89532,0.91453,True,4
True,0.97486,True,8194.00000,0.86311,-62.17436,10,False,Salmon,10,75,0.77837,0.71516,True,0
True,0.96244,True,3088.00000,0.86902,-53.70296,10,False,Salmon,10,75,0.83549,0.64298,True,1
True,0.95265,True,3548.00000,0.85932,-46.56192,10,False,Salmon,10,75,0.86838,0.59117,True,2
True,0.96151,True,2780.00000,0.86805,-47.10157,10,False,Salmon,10,75,0.89065,0.55136,True,3
True,0.98088,True,1255.00000,0.91585,-59.60094,10,False,Salmon,10,75,0.94422,0.45754,True,4
True,0.94575,True,8240.00000,0.90159,-51.65771,0,False,Salmon,10,100,0.75400,0.89655,True,0
True,0.92378,True,3162.00000,0.91048,-44.51909,0,False,Salmon,10,100,0.78495,0.87810,True,1
True,0.90838,True,3580.00000,0.92886,-40.74709,0,False,Salmon,10,100,0.77765,0.91067,True,2
True,0.91455,True,2832.00000,0.94737,-42.84034,0,False,Salmon,10,100,0.80226,0.94424,True,3
True,0.98017,True,1210.00000,0.97811,-49.38547,0,False,Salmon,10,100,0.89008,0.91941,True,4
True,0.97336,True,8146.00000,0.87381,-60.06558,10,False,Salmon,10,100,0.76848,0.72413,True,0
True,0.95305,True,3110.00000,0.86600,-49.36276,10,False,Salmon,10,100,0.84630,0.65514,True,1
True,0.95191,True,3556.00000,0.87887,-43.59797,10,False,Salmon,10,100,0.85292,0.59926,True,2
True,0.96629,True,2818.00000,0.89206,-46.89466,10,False,Salmon,10,100,0.88609,0.56142,True,3
True,0.97565,True,1232.00000,0.90530,-57.40315,10,False,Salmon,10,100,0.93831,0.44657,True,4
True,0.84111,True,8144.00000,0.93073,-18.25313,0,False,RSEM,10,50,0.79310,0.91061,True,0
True,0.83419,True,3124.00000,0.94100,-16.69392,0,False,RSEM,10,50,0.80890,0.90300,True,1
True,0.83802,True,3556.00000,0.95335,-15.59484,0,False,RSEM,10,50,0.81805,0.93638,True,2
True,0.83164,True,2756.00000,0.97213,-17.12842,0,False,RSEM,10,50,0.86393,0.95660,True,3
True,0.82490,True,1205.00000,0.98524,-22.30905,0,False,RSEM,10,50,0.93361,0.96148,True,4
True,0.88885,True,8124.00000,0.89233,-33.56012,10,False,RSEM,10,50,0.78717,0.74666,True,0
True,0.87831,True,2950.00000,0.91129,-30.40173,10,False,RSEM,10,50,0.83390,0.70929,True,1
True,0.87961,True,3497.00000,0.90439,-24.92573,10,False,RSEM,10,50,0.86474,0.62658,True,2
True,0.87575,True,2833.00000,0.90100,-20.43615,10,False,RSEM,10,50,0.91423,0.56004,True,3
True,0.89617,True,1252.00000,0.90676,-20.95733,10,False,RSEM,10,50,0.93930,0.46235,True,4
True,0.84772,True,8320.00000,0.93252,-19.65952,0,False,RSEM,10,75,0.77656,0.91901,True,0
True,0.85237,True,2994.00000,0.93881,-18.53546,0,False,RSEM,10,75,0.78691,0.90994,True,1
True,0.85471,True,3469.00000,0.95180,-17.94019,0,False,RSEM,10,75,0.80138,0.94053,True,2
True,0.84555,True,2797.00000,0.96174,-21.70872,0,False,RSEM,10,75,0.82088,0.96045,True,3
True,0.84457,True,1261.00000,0.97629,-26.97525,0,False,RSEM,10,75,0.90404,0.95672,True,4
True,0.89834,True,8194.00000,0.89573,-33.67334,10,False,RSEM,10,75,0.77496,0.76782,True,0
True,0.88666,True,3088.00000,0.91572,-32.12937,10,False,RSEM,10,75,0.79922,0.74828,True,1
True,0.88275,True,3548.00000,0.90193,-24.46017,10,False,RSEM,10,75,0.84555,0.67323,True,2
