bias,error-frac,errors,expressed-tpms,gene transcript number,log-tpm-rho,median-percent-error,noise_perc,paired_end,quant_method,read_depth,read_length,sensitivity,specificity,stranded
True,0.96524,True,3165.00000,4,0.81646,-54.79170,10,False,Salmon,10,100,0.80190,0.60665,False
True,0.81149,True,3358.00000,0,0.96389,-14.62761,0,False,RSEM,10,50,0.86986,0.94469,False
True,0.82687,True,5441.00000,1,0.95255,-18.00824,0,False,RSEM,10,50,0.83294,0.92534,False
True,0.84438,True,4331.00000,2,0.94288,-20.46015,0,False,RSEM,10,50,0.80790,0.92198,False
True,0.84060,True,2478.00000,3,0.94804,-18.19040,0,False,RSEM,10,50,0.80428,0.92045,False
True,0.85114,True,3117.00000,4,0.92447,-21.36064,0,False,RSEM,10,50,0.77222,0.91774,False
True,0.87414,True,3472.00000,0,0.91852,-27.09491,10,False,RSEM,10,50,0.88278,0.69949,False
True,0.88987,True,5439.00000,1,0.91211,-29.77938,10,False,RSEM,10,50,0.85052,0.67797,False
True,0.89654,True,4388.00000,2,0.90323,-30.32581,10,False,RSEM,10,50,0.84116,0.65727,False
True,0.90015,True,2634.00000,3,0.88770,-30.64301,10,False,RSEM,10,50,0.81815,0.65617,False
True,0.90259,True,3131.00000,4,0.84624,-31.03409,10,False,RSEM,10,50,0.81092,0.63804,False
True,0.82958,True,3374.00000,0,0.96014,-16.81667,0,False,RSEM,10,75,0.84677,0.95138,False
True,0.85351,True,5434.00000,1,0.94862,-21.02229,0,False,RSEM,10,75,0.80696,0.93309,False
True,0.84320,True,4273.00000,2,0.94623,-21.53971,0,False,RSEM,10,75,0.78563,0.92778,False
True,0.85296,True,2564.00000,3,0.93943,-20.01616,0,False,RSEM,10,75,0.77730,0.92449,False
True,0.85358,True,3087.00000,4,0.92196,-23.60373,0,False,RSEM,10,75,0.74765,0.92387,False
True,0.87129,True,3372.00000,0,0.91839,-25.54816,10,False,RSEM,10,75,0.86951,0.73179,False
True,0.88461,True,5399.00000,1,0.90934,-29.20940,10,False,RSEM,10,75,0.82756,0.70816,False
True,0.89125,True,4230.00000,2,0.89897,-29.58052,10,False,RSEM,10,75,0.81135,0.69388,False
True,0.88522,True,2544.00000,3,0.90700,-28.84748,10,False,RSEM,10,75,0.79678,0.70026,False
True,0.89343,True,3181.00000,4,0.87210,-30.46539,10,False,RSEM,10,75,0.79000,0.68739,False
True,0.84396,True,3435.00000,0,0.96113,-28.74168,0,False,RSEM,10,100,0.83464,0.95244,False
True,0.86579,True,5499.00000,1,0.94900,-31.12263,0,False,RSEM,10,100,0.79724,0.93838,False
True,0.86704,True,4317.00000,2,0.94312,-32.08745,0,False,RSEM,10,100,0.77461,0.93281,False
True,0.86039,True,2550.00000,3,0.94163,-29.30375,0,False,RSEM,10,100,0.77529,0.93265,False
True,0.86690,True,3118.00000,4,0.93601,-32.03729,0,False,RSEM,10,100,0.74278,0.92933,False
True,0.90443,True,3474.00000,0,0.92020,-31.33303,10,False,RSEM,10,100,0.85723,0.73701,False
True,0.91748,True,5526.00000,1,0.91509,-33.82296,10,False,RSEM,10,100,0.81849,0.72144,False
True,0.91301,True,4334.00000,2,0.90761,-34.84621,10,False,RSEM,10,100,0.80157,0.71442,False
True,0.92647,True,2652.00000,3,0.88391,-34.36352,10,False,RSEM,10,100,0.78959,0.69381,False
True,0.91280,True,3165.00000,4,0.87353,-33.67824,10,False,RSEM,10,100,0.79368,0.68587,False
True,0.84127,True,3358.00000,0,0.95099,-20.00629,0,False,Kallisto,10,50,0.86420,0.90397,False
True,0.86289,True,5441.00000,1,0.93557,-22.48717,0,False,Kallisto,10,50,0.83294,0.87089,False
True,0.87416,True,4331.00000,2,0.91100,-24.05753,0,False,Kallisto,10,50,0.80143,0.86076,False
True,0.87490,True,2478.00000,3,0.92463,-23.50440,0,False,Kallisto,10,50,0.80468,0.85816,False
True,0.88162,True,3117.00000,4,0.88926,-27.21709,0,False,Kallisto,10,50,0.76291,0.85132,False
True,0.93462,True,3472.00000,0,0.90445,-31.64028,10,False,Kallisto,10,50,0.87615,0.67198,False
True,0.93142,True,5439.00000,1,0.89686,-34.01298,10,False,Kallisto,10,50,0.84317,0.63996,False
True,0.94006,True,4388.00000,2,0.87625,-33.89175,10,False,Kallisto,10,50,0.83478,0.61764,False
True,0.94077,True,2634.00000,3,0.85196,-34.87826,10,False,Kallisto,10,50,0.82005,0.61517,False
True,0.94730,True,3131.00000,4,0.81215,-36.25740,10,False,Kallisto,10,50,0.80549,0.59198,False
True,0.83729,True,3374.00000,0,0.94977,-19.21719,0,False,Kallisto,10,75,0.84499,0.91245,False
True,0.84818,True,5434.00000,1,0.93428,-21.32053,0,False,Kallisto,10,75,0.80567,0.88105,False
True,0.86122,True,4273.00000,2,0.92263,-23.61137,0,False,Kallisto,10,75,0.78001,0.87055,False
True,0.86661,True,2564.00000,3,0.91012,-23.93337,0,False,Kallisto,10,75,0.76404,0.86194,False
True,0.87399,True,3087.00000,4,0.88882,-24.26106,0,False,Kallisto,10,75,0.74992,0.86443,False
True,0.92675,True,3372.00000,0,0.90603,-29.75732,10,False,Kallisto,10,75,0.86507,0.69056,False
True,0.92869,True,5399.00000,1,0.88690,-31.59090,10,False,Kallisto,10,75,0.83201,0.65578,False
True,0.93073,True,4230.00000,2,0.87449,-33.00120,10,False,Kallisto,10,75,0.81277,0.63844,False
True,0.93082,True,2544.00000,3,0.87423,-32.81109,10,False,Kallisto,10,75,0.80189,0.63950,False
True,0.93555,True,3181.00000,4,0.83844,-32.98524,10,False,Kallisto,10,75,0.79692,0.62322,False
True,0.83610,True,3435.00000,0,0.94571,-19.48338,0,False,Kallisto,10,100,0.83290,0.91602,False
True,0.84888,True,5499.00000,1,0.93578,-21.52074,0,False,Kallisto,10,100,0.79524,0.89329,False
True,0.86611,True,4317.00000,2,0.92360,-23.45164,0,False,Kallisto,10,100,0.76859,0.87827,False
True,0.86392,True,2550.00000,3,0.91615,-22.41539,0,False,Kallisto,10,100,0.77020,0.87216,False
True,0.87524,True,3118.00000,4,0.90416,-26.21714,0,False,Kallisto,10,100,0.73316,0.87377,False
True,0.93782,True,3474.00000,0,0.90685,-31.67133,10,False,Kallisto,10,100,0.85492,0.68253,False
True,0.93522,True,5526.00000,1,0.88757,-34.47393,10,False,Kallisto,10,100,0.82030,0.65439,False
True,0.93563,True,4334.00000,2,0.87734,-34.86218,10,False,Kallisto,10,100,0.80503,0.64247,False
True,0.93665,True,2652.00000,3,0.84992,-34.58032,10,False,Kallisto,10,100,0.79148,0.62861,False
True,0.94250,True,3165.00000,4,0.83633,-35.12628,10,False,Kallisto,10,100,0.78641,0.61312,False
True,0.88773,True,3358.00000,0,0.95387,-32.94735,0,False,Express,10,50,0.84247,0.93302,False
True,0.89781,True,5441.00000,1,0.94019,-32.47096,0,False,Express,10,50,0.80996,0.90985,False
True,0.90649,True,4331.00000,2,0.92246,-35.79714,0,False,Express,10,50,0.78411,0.89984,False
True,0.90839,True,2478.00000,3,0.92436,-36.88909,0,False,Express,10,50,0.77522,0.88848,False
True,0.91081,True,3117.00000,4,0.90221,-38.02166,0,False,Express,10,50,0.76323,0.87245,False
True,0.94297,True,3472.00000,0,0.89120,-41.39805,10,False,Express,10,50,0.86002,0.62217,False
True,0.93234,True,5439.00000,1,0.88641,-42.46815,10,False,Express,10,50,0.82497,0.63173,False
True,0.94120,True,4388.00000,2,0.86876,-44.25358,10,False,Express,10,50,0.81996,0.62024,False
True,0.94571,True,2634.00000,3,0.85316,-46.96715,10,False,Express,10,50,0.80296,0.61505,False
True,0.95050,True,3131.00000,4,0.80624,-46.59756,10,False,Express,10,50,0.79208,0.58890,False
True,0.86100,True,3374.00000,0,0.95076,-25.19564,0,False,Express,10,75,0.82573,0.93550,False
True,0.87560,True,5434.00000,1,0.93700,-27.84721,0,False,Express,10,75,0.78138,0.91371,False
True,0.88158,True,4273.00000,2,0.93189,-29.60899,0,False,Express,10,75,0.77416,0.90604,False
True,0.89470,True,2564.00000,3,0.92161,-31.14657,0,False,Express,10,75,0.75546,0.89389,False
True,0.89083,True,3087.00000,4,0.90106,-34.64406,0,False,Express,10,75,0.72951,0.87576,False
True,0.94425,True,3372.00000,0,0.88124,-40.77827,10,False,Express,10,75,0.84431,0.64738,False
True,0.93443,True,5399.00000,1,0.87191,-43.06054,10,False,Express,10,75,0.79978,0.65419,False
True,0.93428,True,4230.00000,2,0.85983,-42.40618,10,False,Express,10,75,0.79291,0.64963,False
True,0.94261,True,2544.00000,3,0.86506,-45.83092,10,False,Express,10,75,0.78105,0.65368,False
True,0.93398,True,3181.00000,4,0.84213,-44.99881,10,False,Express,10,75,0.78152,0.63214,False
True,0.86841,True,3435.00000,0,0.95177,-25.06321,0,False,Express,10,100,0.82445,0.93550,False
True,0.86852,True,5499.00000,1,0.93528,-27.21229,0,False,Express,10,100,0.78123,0.91565,False
True,0.88696,True,4317.00000,2,0.93005,-30.12121,0,False,Express,10,100,0.75747,0.90806,False
True,0.89059,True,2550.00000,3,0.92207,-28.12822,0,False,Express,10,100,0.75647,0.89806,False
True,0.90378,True,3118.00000,4,0.91511,-33.78380,0,False,Express,10,100,0.73124,0.88056,False
True,0.93523,True,3474.00000,0,0.88019,-41.23388,10,False,Express,10,100,0.83103,0.64463,False
True,0.94227,True,5526.00000,1,0.86479,-42.75225,10,False,Express,10,100,0.79461,0.65433,False
True,0.93909,True,4334.00000,2,0.87087,-43.55945,10,False,Express,10,100,0.77688,0.65615,False
True,0.94608,True,2652.00000,3,0.83239,-45.25779,10,False,Express,10,100,0.76810,0.63766,False
True,0.94945,True,3165.00000,4,0.83001,-46.36547,10,False,Express,10,100,0.77188,0.62439,False
True,0.89309,True,3358.00000,0,0.95942,-29.82462,0,False,Sailfish,10,50,0.86957,0.93139,False
True,0.89156,True,5441.00000,1,0.94178,-30.46007,0,False,Sailfish,10,50,0.83955,0.89896,False
True,0.88848,True,4331.00000,2,0.92328,-31.36135,0,False,Sailfish,10,50,0.81505,0.88421,False
True,0.87732,True,2478.00000,3,0.92229,-30.87641,0,False,Sailfish,10,50,0.81396,0.87724,False
True,0.89798,True,3117.00000,4,0.89795,-31.76903,0,False,Sailfish,10,50,0.77895,0.86697,False
True,0.94096,True,3472.00000,0,0.91118,-40.57668,10,False,Sailfish,10,50,0.88076,0.68891,False
True,0.94227,True,5439.00000,1,0.89636,-39.65377,10,False,Sailfish,10,50,0.85861,0.65304,False
True,0.92935,True,4388.00000,2,0.88277,-40.37766,10,False,Sailfish,10,50,0.84640,0.62028,False
True,0.94381,True,2634.00000,3,0.84925,-40.96767,10,False,Sailfish,10,50,0.82840,0.60928,False
True,0.94379,True,3131.00000,4,0.80349,-39.27751,10,False,Sailfish,10,50,0.81699,0.58851,False
True,0.88945,True,3374.00000,0,0.95615,-26.55447,0,False,Sailfish,10,75,0.85062,0.93996,False
True,0.87302,True,5434.00000,1,0.94922,-27.50004,0,False,Sailfish,10,75,0.81432,0.91085,False
True,0.87971,True,4273.00000,2,0.94198,-27.07747,0,False,Sailfish,10,75,0.79289,0.90001,False
True,0.89158,True,2564.00000,3,0.92810,-27.89293,0,False,Sailfish,10,75,0.78588,0.88916,False
True,0.87755,True,3087.00000,4,0.89929,-29.02145,0,False,Sailfish,10,75,0.75672,0.88602,False
True,0.94484,True,3372.00000,0,0.90960,-38.00204,10,False,Sailfish,10,75,0.87159,0.70259,False
True,0.92739,True,5399.00000,1,0.89293,-38.02239,10,False,Sailfish,10,75,0.84108,0.66602,False
True,0.93333,True,4230.00000,2,0.87354,-37.85420,10,False,Sailfish,10,75,0.82270,0.64382,False
True,0.92138,True,2544.00000,3,0.87791,-37.51320,10,False,Sailfish,10,75,0.81093,0.63879,False
True,0.92329,True,3181.00000,4,0.83836,-37.43937,10,False,Sailfish,10,75,0.80163,0.62120,False
True,0.87424,True,3435.00000,0,0.96182,-24.76851,0,False,Sailfish,10,100,0.84134,0.94300,False
True,0.87798,True,5499.00000,1,0.95025,-24.67947,0,False,Sailfish,10,100,0.80797,0.92261,False
True,0.87931,True,4317.00000,2,0.94131,-25.69570,0,False,Sailfish,10,100,0.77924,0.91019,False
True,0.86000,True,2550.00000,3,0.93887,-22.48118,0,False,Sailfish,10,100,0.79216,0.90752,False
True,0.87556,True,3118.00000,4,0.92104,-27.01745,0,False,Sailfish,10,100,0.74567,0.90306,False
True,0.93063,True,3474.00000,0,0.91230,-37.73303,10,False,Sailfish,10,100,0.86269,0.69782,False
True,0.93449,True,5526.00000,1,0.89587,-38.80080,10,False,Sailfish,10,100,0.82990,0.66441,False
True,0.92455,True,4334.00000,2,0.88744,-37.52315,10,False,Sailfish,10,100,0.81818,0.64972,False
True,0.92836,True,2652.00000,3,0.85295,-37.42625,10,False,Sailfish,10,100,0.80128,0.62820,False
True,0.93049,True,3165.00000,4,0.83660,-36.66376,10,False,Sailfish,10,100,0.80063,0.61552,False
True,0.84574,True,3384.00000,0,0.92104,-21.25733,0,False,Cufflinks,10,50,0.86141,0.93985,True
True,0.85835,True,5422.00000,1,0.92440,-21.27271,0,False,Cufflinks,10,50,0.82755,0.90172,True
True,0.86925,True,4283.00000,2,0.91120,-22.58223,0,False,Cufflinks,10,50,0.80131,0.88469,True
True,0.87572,True,2607.00000,3,0.90993,-23.92679,0,False,Cufflinks,10,50,0.78481,0.87790,True
True,0.89673,True,3089.00000,4,0.87915,-26.44806,0,False,Cufflinks,10,50,0.76756,0.86515,True
True,0.89153,True,3448.00000,0,0.89952,-27.91307,10,False,Cufflinks,10,50,0.86775,0.79919,True
True,0.89717,True,5329.00000,1,0.91196,-26.70988,10,False,Cufflinks,10,50,0.86057,0.72688,True
True,0.90252,True,4319.00000,2,0.87529,-28.04602,10,False,Cufflinks,10,50,0.83214,0.69060,True
True,0.91029,True,2508.00000,3,0.86320,-28.71091,10,False,Cufflinks,10,50,0.81738,0.64994,True
True,0.92169,True,3052.00000,4,0.81140,-33.40099,10,False,Cufflinks,10,50,0.78145,0.65074,True
True,0.93365,True,3361.00000,0,0.86483,-51.08464,0,False,Cufflinks,10,75,0.80631,0.94725,True
True,0.92759,True,5455.00000,1,0.86969,-43.39467,0,False,Cufflinks,10,75,0.79010,0.91565,True
True,0.92953,True,4342.00000,2,0.87097,-45.54163,0,False,Cufflinks,10,75,0.78973,0.90183,True
True,0.92011,True,2541.00000,3,0.86783,-44.94704,0,False,Cufflinks,10,75,0.76938,0.89622,True
True,0.93730,True,3142.00000,4,0.86324,-52.28864,0,False,Cufflinks,10,75,0.73806,0.88488,True
True,0.88991,True,3470.00000,0,0.91472,-25.10314,10,False,Cufflinks,10,75,0.85447,0.81801,True
True,0.89359,True,5394.00000,1,0.89980,-25.72120,10,False,Cufflinks,10,75,0.82777,0.75660,True
True,0.89819,True,4371.00000,2,0.88286,-25.74013,10,False,Cufflinks,10,75,0.81881,0.72113,True
True,0.90408,True,2523.00000,3,0.86085,-28.25389,10,False,Cufflinks,10,75,0.79627,0.68859,True
True,0.91213,True,3107.00000,4,0.83929,-29.39481,10,False,Cufflinks,10,75,0.77438,0.67190,True
True,0.84412,True,3522.00000,0,0.93176,-19.46491,0,False,Cufflinks,10,100,0.81573,0.94456,True
True,0.84271,True,5493.00000,1,0.93112,-18.54634,0,False,Cufflinks,10,100,0.79192,0.91724,True
True,0.85180,True,4359.00000,2,0.92339,-19.51686,0,False,Cufflinks,10,100,0.76348,0.91034,True
True,0.86656,True,2593.00000,3,0.91703,-21.25392,0,False,Cufflinks,10,100,0.75897,0.89916,True
True,0.87079,True,3057.00000,4,0.89612,-23.50839,0,False,Cufflinks,10,100,0.74092,0.89218,True
True,0.88375,True,3484.00000,0,0.91649,-24.68572,10,False,Cufflinks,10,100,0.84357,0.82590,True
True,0.89431,True,5393.00000,1,0.91539,-25.24435,10,False,Cufflinks,10,100,0.81124,0.77572,True
True,0.89308,True,4349.00000,2,0.89742,-25.06997,10,False,Cufflinks,10,100,0.79742,0.74360,True
True,0.89495,True,2475.00000,3,0.89051,-25.05495,10,False,Cufflinks,10,100,0.79636,0.72349,True
True,0.89212,True,3161.00000,4,0.85572,-26.91278,10,False,Cufflinks,10,100,0.76115,0.71308,True
True,0.97370,True,3384.00000,0,0.93976,-58.09125,0,False,Salmon,10,50,0.84722,0.92750,True
True,0.96459,True,5422.00000,1,0.92449,-56.46455,0,False,Salmon,10,50,0.81667,0.88988,True
True,0.95447,True,4283.00000,2,0.90849,-56.50839,0,False,Salmon,10,50,0.80411,0.86696,True
True,0.96087,True,2607.00000,3,0.89430,-57.95815,0,False,Salmon,10,50,0.78213,0.85885,True
True,0.96180,True,3089.00000,4,0.85465,-59.79056,0,False,Salmon,10,50,0.76691,0.84581,True
True,0.97825,True,3448.00000,0,0.91017,-61.02119,10,False,Salmon,10,50,0.86920,0.68982,True
True,0.97523,True,5329.00000,1,0.89350,-60.58206,10,False,Salmon,10,50,0.85851,0.64595,True
True,0.97222,True,4319.00000,2,0.84636,-60.57702,10,False,Salmon,10,50,0.82612,0.61808,True
True,0.96890,True,2508.00000,3,0.82113,-59.43987,10,False,Salmon,10,50,0.81459,0.58370,True
True,0.97510,True,3052.00000,4,0.78116,-62.23266,10,False,Salmon,10,50,0.78408,0.59560,True
True,0.94972,True,3361.00000,0,0.94841,-50.94833,0,False,Salmon,10,75,0.83606,0.93138,True
True,0.93621,True,5455.00000,1,0.92211,-49.05860,0,False,Salmon,10,75,0.80697,0.90074,True
True,0.93851,True,4342.00000,2,0.92070,-50.51894,0,False,Salmon,10,75,0.79848,0.88150,True
True,0.94608,True,2541.00000,3,0.90177,-51.54243,0,False,Salmon,10,75,0.78473,0.87377,True
True,0.94971,True,3142.00000,4,0.88115,-52.88571,0,False,Salmon,10,75,0.74825,0.86999,True
True,0.96715,True,3470.00000,0,0.90970,-56.83672,10,False,Salmon,10,75,0.86196,0.69178,True
True,0.96644,True,5394.00000,1,0.88364,-56.08633,10,False,Salmon,10,75,0.83871,0.65737,True
True,0.96911,True,4371.00000,2,0.85568,-55.48004,10,False,Salmon,10,75,0.83688,0.62745,True
True,0.96631,True,2523.00000,3,0.83944,-55.82644,10,False,Salmon,10,75,0.82679,0.60535,True
True,0.96588,True,3107.00000,4,0.81211,-56.77910,10,False,Salmon,10,75,0.78565,0.59095,True
True,0.94208,True,3522.00000,0,0.94276,-48.14876,0,False,Salmon,10,100,0.81772,0.93890,True
True,0.92882,True,5493.00000,1,0.92735,-45.69368,0,False,Salmon,10,100,0.79574,0.90756,True
True,0.92842,True,4359.00000,2,0.91483,-46.77288,0,False,Salmon,10,100,0.76852,0.90223,True
True,0.93097,True,2593.00000,3,0.91353,-49.48794,0,False,Salmon,10,100,0.75357,0.88488,True
True,0.93588,True,3057.00000,4,0.88611,-49.09838,0,False,Salmon,10,100,0.74354,0.88272,True
True,0.96642,True,3484.00000,0,0.90920,-54.63237,10,False,Salmon,10,100,0.85993,0.69222,True
True,0.96644,True,5393.00000,1,0.89418,-55.29277,10,False,Salmon,10,100,0.82644,0.65864,True
True,0.96367,True,4349.00000,2,0.87061,-53.03752,10,False,Salmon,10,100,0.82939,0.63890,True
True,0.96687,True,2475.00000,3,0.86478,-53.13843,10,False,Salmon,10,100,0.81455,0.61524,True
True,0.96172,True,3161.00000,4,0.82477,-51.33494,10,False,Salmon,10,100,0.79152,0.61388,True
True,0.81619,True,3384.00000,0,0.96125,-13.62684,0,False,RSEM,10,50,0.87382,0.94653,True
True,0.84028,True,5422.00000,1,0.95237,-18.51868,0,False,RSEM,10,50,0.83198,0.92572,True
True,0.83353,True,4283.00000,2,0.94818,-18.73559,0,False,RSEM,10,50,0.80878,0.91892,True
True,0.84887,True,2607.00000,3,0.94202,-18.57285,0,False,RSEM,10,50,0.78980,0.91540,True
True,0.84849,True,3089.00000,4,0.91879,-19.38615,0,False,RSEM,10,50,0.78019,0.91287,True
True,0.86340,True,3448.00000,0,0.92956,-25.94119,10,False,RSEM,10,50,0.87674,0.70593,True
True,0.88009,True,5329.00000,1,0.91504,-27.50125,10,False,RSEM,10,50,0.85663,0.68204,True
True,0.88493,True,4319.00000,2,0.89168,-29.13623,10,False,RSEM,10,50,0.82866,0.66706,True
True,0.89354,True,2508.00000,3,0.87474,-28.83689,10,False,RSEM,10,50,0.82576,0.63997,True
True,0.90465,True,3052.00000,4,0.85649,-31.78764,10,False,RSEM,10,50,0.78866,0.64777,True
True,0.83368,True,3361.00000,0,0.96152,-15.85128,0,False,RSEM,10,75,0.84707,0.94990,True
True,0.85463,True,5455.00000,1,0.94520,-21.65920,0,False,RSEM,10,75,0.80605,0.93120,True
True,0.85007,True,4342.00000,2,0.94442,-21.23871,0,False,RSEM,10,75,0.79802,0.92337,True
True,0.85439,True,2541.00000,3,0.93129,-20.33700,0,False,RSEM,10,75,0.77804,0.92424,True
True,0.85105,True,3142.00000,4,0.93007,-22.16956,0,False,RSEM,10,75,0.74698,0.92116,True
True,0.87089,True,3470.00000,0,0.92961,-24.95386,10,False,RSEM,10,75,0.86513,0.73475,True
True,0.88784,True,5394.00000,1,0.91003,-29.31033,10,False,RSEM,10,75,0.82425,0.71441,True
True,0.89659,True,4371.00000,2,0.89327,-29.68808,10,False,RSEM,10,75,0.81949,0.69764,True
