bias,error-frac,errors,expressed-tpms,log-tpm-rho,log10 real TPM,median-percent-error,noise_perc,paired_end,quant_method,read_depth,read_length,sensitivity,specificity,stranded
True,0.73201,True,5560.00000,0.91805,4,-8.94371,0,False,RSEM,10,50,0.99766,1.00000,False
True,0.96981,True,4736.00000,0.18249,0,-58.00065,10,False,RSEM,10,50,0.52407,0.66761,False
True,0.92016,True,2555.00000,0.24114,1,-29.37609,10,False,RSEM,10,50,0.81487,1.00000,False
True,0.87547,True,2907.00000,0.39178,2,-28.89533,10,False,RSEM,10,50,0.93739,1.00000,False
True,0.85944,True,3166.00000,0.62434,3,-28.75443,10,False,RSEM,10,50,0.98200,1.00000,False
True,0.84140,True,5700.00000,0.92044,4,-28.04615,10,False,RSEM,10,50,0.99614,1.00000,False
True,0.97206,True,4688.00000,0.31542,0,-100.00000,0,False,RSEM,10,75,0.35751,0.93252,False
True,0.89765,True,2511.00000,0.37171,1,-27.83899,0,False,RSEM,10,75,0.75787,1.00000,False
True,0.83945,True,2834.00000,0.52086,2,-16.19895,0,False,RSEM,10,75,0.94213,1.00000,False
True,0.79644,True,3198.00000,0.64850,3,-13.85229,0,False,RSEM,10,75,0.98843,1.00000,False
True,0.74986,True,5501.00000,0.91210,4,-9.71508,0,False,RSEM,10,75,0.99800,1.00000,False
True,0.97569,True,4649.00000,0.18824,0,-100.00000,10,False,RSEM,10,75,0.47924,0.70472,False
True,0.92692,True,2600.00000,0.26478,1,-32.38881,10,False,RSEM,10,75,0.75192,1.00000,False
True,0.87647,True,2890.00000,0.38703,2,-27.59753,10,False,RSEM,10,75,0.92491,1.00000,False
True,0.83904,True,3212.00000,0.64812,3,-26.13418,10,False,RSEM,10,75,0.98288,1.00000,False
True,0.81935,True,5375.00000,0.92035,4,-26.22686,10,False,RSEM,10,75,0.99702,1.00000,False
True,0.96723,True,4700.00000,0.27648,0,-100.00000,0,False,RSEM,10,100,0.32319,0.93740,False
True,0.91220,True,2483.00000,0.33317,1,-36.00105,0,False,RSEM,10,100,0.74708,1.00000,False
True,0.85709,True,2925.00000,0.52181,2,-27.64825,0,False,RSEM,10,100,0.94085,1.00000,False
True,0.82197,True,3241.00000,0.64329,3,-24.63299,0,False,RSEM,10,100,0.98766,1.00000,False
True,0.77522,True,5570.00000,0.91376,4,-20.90264,0,False,RSEM,10,100,0.99838,1.00000,False
True,0.98174,True,4875.00000,0.14016,0,-100.00000,10,False,RSEM,10,100,0.46318,0.71304,False
True,0.93005,True,2559.00000,0.20980,1,-34.75115,10,False,RSEM,10,100,0.74091,1.00000,False
True,0.89483,True,2919.00000,0.43286,2,-33.18300,10,False,RSEM,10,100,0.92052,1.00000,False
True,0.87612,True,3237.00000,0.63020,3,-31.67034,10,False,RSEM,10,100,0.98610,1.00000,False
True,0.88132,True,5561.00000,0.91965,4,-30.58080,10,False,RSEM,10,100,0.99766,1.00000,False
True,0.96120,True,4665.00000,0.29409,0,-100.00000,0,False,Kallisto,10,50,0.44159,0.86965,False
True,0.88689,True,2555.00000,0.37374,1,-26.14241,0,False,Kallisto,10,50,0.79139,1.00000,False
True,0.86119,True,2824.00000,0.51590,2,-22.13092,0,False,Kallisto,10,50,0.92245,1.00000,False
True,0.82634,True,3121.00000,0.65837,3,-20.12180,0,False,Kallisto,10,50,0.97757,1.00000,False
True,0.80234,True,5560.00000,0.92690,4,-19.17673,0,False,Kallisto,10,50,0.99622,1.00000,False
True,0.97445,True,4736.00000,0.16204,0,-51.11685,10,False,Kallisto,10,50,0.53294,0.62941,False
True,0.93386,True,2555.00000,0.21757,1,-30.94884,10,False,Kallisto,10,50,0.79961,1.00000,False
True,0.92019,True,2907.00000,0.34117,2,-32.16752,10,False,Kallisto,10,50,0.91710,1.00000,False
True,0.89987,True,3166.00000,0.59267,3,-33.13420,10,False,Kallisto,10,50,0.97252,1.00000,False
True,0.93947,True,5700.00000,0.91527,4,-33.83306,10,False,Kallisto,10,50,0.99316,1.00000,False
True,0.96843,True,4688.00000,0.25466,0,-100.00000,0,False,Kallisto,10,75,0.37479,0.87903,False
True,0.90163,True,2511.00000,0.32550,1,-27.03572,0,False,Kallisto,10,75,0.73556,1.00000,False
True,0.84792,True,2834.00000,0.49565,2,-19.50820,0,False,Kallisto,10,75,0.92096,1.00000,False
True,0.80644,True,3198.00000,0.66037,3,-18.17178,0,False,Kallisto,10,75,0.98218,1.00000,False
True,0.77222,True,5501.00000,0.92511,4,-17.05372,0,False,Kallisto,10,75,0.99636,1.00000,False
True,0.97978,True,4649.00000,0.16388,0,-63.92885,10,False,Kallisto,10,75,0.51065,0.65059,False
True,0.92154,True,2600.00000,0.21026,1,-29.10495,10,False,Kallisto,10,75,0.74154,1.00000,False
True,0.91246,True,2890.00000,0.34587,2,-30.31882,10,False,Kallisto,10,75,0.91246,1.00000,False
True,0.89508,True,3212.00000,0.60128,3,-30.61184,10,False,Kallisto,10,75,0.97727,1.00000,False
True,0.92223,True,5375.00000,0.91679,4,-31.63461,10,False,Kallisto,10,75,0.99423,1.00000,False
True,0.97574,True,4700.00000,0.22198,0,-100.00000,0,False,Kallisto,10,100,0.34191,0.88790,False
True,0.91099,True,2483.00000,0.29493,1,-28.45932,0,False,Kallisto,10,100,0.72493,1.00000,False
True,0.83932,True,2925.00000,0.48334,2,-19.49816,0,False,Kallisto,10,100,0.91248,1.00000,False
True,0.79543,True,3241.00000,0.64930,3,-17.56641,0,False,Kallisto,10,100,0.98241,1.00000,False
True,0.77738,True,5570.00000,0.92938,4,-17.00352,0,False,Kallisto,10,100,0.99497,1.00000,False
True,0.98174,True,4875.00000,0.10884,0,-100.00000,10,False,Kallisto,10,100,0.48615,0.64647,False
True,0.93396,True,2559.00000,0.17708,1,-28.41805,10,False,Kallisto,10,100,0.72724,1.00000,False
True,0.91538,True,2919.00000,0.37361,2,-31.54921,10,False,Kallisto,10,100,0.90682,1.00000,False
True,0.89960,True,3237.00000,0.56923,3,-32.68746,10,False,Kallisto,10,100,0.97590,1.00000,False
True,0.93293,True,5561.00000,0.91839,4,-33.85209,10,False,Kallisto,10,100,0.99676,1.00000,False
True,0.97663,True,4665.00000,0.28886,0,-100.00000,0,False,Express,10,50,0.35756,0.90271,False
True,0.93738,True,2555.00000,0.28014,1,-51.84825,0,False,Express,10,50,0.77495,1.00000,False
True,0.90475,True,2824.00000,0.45721,2,-33.88910,0,False,Express,10,50,0.93237,1.00000,False
True,0.86831,True,3121.00000,0.53735,3,-25.00732,0,False,Express,10,50,0.99135,1.00000,False
True,0.83921,True,5560.00000,0.85920,4,-22.02762,0,False,Express,10,50,0.99946,1.00000,False
True,0.98057,True,4736.00000,0.12710,0,-100.00000,10,False,Express,10,50,0.49768,0.61802,False
True,0.95616,True,2555.00000,0.16939,1,-53.96567,10,False,Express,10,50,0.73503,1.00000,False
True,0.93361,True,2907.00000,0.29671,2,-45.82270,10,False,Express,10,50,0.90402,1.00000,False
True,0.91567,True,3166.00000,0.49680,3,-41.47584,10,False,Express,10,50,0.98263,1.00000,False
True,0.91965,True,5700.00000,0.85535,4,-39.90981,10,False,Express,10,50,0.99860,1.00000,False
True,0.97696,True,4688.00000,0.26028,0,-100.00000,0,False,Express,10,75,0.32359,0.90696,False
True,0.93110,True,2511.00000,0.28299,1,-56.21369,0,False,Express,10,75,0.70490,1.00000,False
True,0.88956,True,2834.00000,0.44716,2,-29.33313,0,False,Express,10,75,0.91108,1.00000,False
True,0.84991,True,3198.00000,0.60033,3,-21.98445,0,False,Express,10,75,0.98937,1.00000,False
True,0.78477,True,5501.00000,0.90809,4,-15.63633,0,False,Express,10,75,0.99909,1.00000,False
True,0.98107,True,4649.00000,0.13257,0,-100.00000,10,False,Express,10,75,0.46290,0.64821,False
True,0.95692,True,2600.00000,0.16556,1,-59.05078,10,False,Express,10,75,0.67154,1.00000,False
True,0.92457,True,2890.00000,0.28248,2,-44.69598,10,False,Express,10,75,0.88997,1.00000,False
True,0.91345,True,3212.00000,0.47044,3,-41.24506,10,False,Express,10,75,0.98163,1.00000,False
True,0.91070,True,5375.00000,0.87334,4,-37.68148,10,False,Express,10,75,0.99888,1.00000,False
True,0.97936,True,4700.00000,0.23050,0,-100.00000,0,False,Express,10,100,0.30702,0.90934,False
True,0.93999,True,2483.00000,0.26356,1,-55.77751,0,False,Express,10,100,0.70238,1.00000,False
True,0.89436,True,2925.00000,0.41267,2,-31.39792,0,False,Express,10,100,0.90838,1.00000,False
True,0.84357,True,3241.00000,0.57984,3,-19.78172,0,False,Express,10,100,0.98704,1.00000,False
True,0.78815,True,5570.00000,0.90493,4,-14.96674,0,False,Express,10,100,0.99892,1.00000,False
True,0.98441,True,4875.00000,0.07230,0,-100.00000,10,False,Express,10,100,0.44554,0.64576,False
True,0.96288,True,2559.00000,0.12434,1,-59.61222,10,False,Express,10,100,0.66628,1.00000,False
True,0.93799,True,2919.00000,0.30833,2,-46.78097,10,False,Express,10,100,0.87427,1.00000,False
True,0.91196,True,3237.00000,0.45348,3,-40.83287,10,False,Express,10,100,0.97251,1.00000,False
True,0.91476,True,5561.00000,0.87273,4,-37.34230,10,False,Express,10,100,0.99766,1.00000,False
True,0.96356,True,4665.00000,0.32835,0,-100.00000,0,False,Sailfish,10,50,0.43880,0.89327,False
True,0.91859,True,2555.00000,0.39353,1,-34.65236,0,False,Sailfish,10,50,0.83053,1.00000,False
True,0.88669,True,2824.00000,0.52720,2,-30.10507,0,False,Sailfish,10,50,0.94936,1.00000,False
True,0.86415,True,3121.00000,0.62694,3,-26.74763,0,False,Sailfish,10,50,0.98526,1.00000,False
True,0.83237,True,5560.00000,0.90513,4,-25.43253,0,False,Sailfish,10,50,0.99604,1.00000,False
True,0.97149,True,4736.00000,0.17430,0,-54.73274,10,False,Sailfish,10,50,0.54455,0.63550,False
True,0.94247,True,2555.00000,0.22533,1,-37.17755,10,False,Sailfish,10,50,0.83288,1.00000,False
True,0.91950,True,2907.00000,0.33802,2,-39.38939,10,False,Sailfish,10,50,0.93498,1.00000,False
True,0.91567,True,3166.00000,0.55811,3,-39.56870,10,False,Sailfish,10,50,0.97663,1.00000,False
True,0.93509,True,5700.00000,0.88846,4,-40.14474,10,False,Sailfish,10,50,0.99386,1.00000,False
True,0.96928,True,4688.00000,0.30183,0,-100.00000,0,False,Sailfish,10,75,0.37543,0.90663,False
True,0.91597,True,2511.00000,0.35556,1,-33.33322,0,False,Sailfish,10,75,0.77539,1.00000,False
True,0.86768,True,2834.00000,0.51035,2,-24.83586,0,False,Sailfish,10,75,0.94425,1.00000,False
True,0.84584,True,3198.00000,0.66621,3,-23.03604,0,False,Sailfish,10,75,0.98906,1.00000,False
True,0.81640,True,5501.00000,0.91447,4,-20.95906,0,False,Sailfish,10,75,0.99764,1.00000,False
True,0.97720,True,4649.00000,0.17273,0,-65.57739,10,False,Sailfish,10,75,0.51409,0.65654,False
True,0.93423,True,2600.00000,0.24187,1,-36.52602,10,False,Sailfish,10,75,0.76500,1.00000,False
True,0.91661,True,2890.00000,0.37470,2,-36.56798,10,False,Sailfish,10,75,0.93218,1.00000,False
True,0.90162,True,3212.00000,0.58905,3,-36.49493,10,False,Sailfish,10,75,0.98101,1.00000,False
True,0.91256,True,5375.00000,0.90505,4,-37.55340,10,False,Sailfish,10,75,0.99516,1.00000,False
True,0.96936,True,4700.00000,0.25731,0,-100.00000,0,False,Sailfish,10,100,0.34277,0.91820,False
True,0.91301,True,2483.00000,0.34298,1,-30.91842,0,False,Sailfish,10,100,0.76238,1.00000,False
True,0.87385,True,2925.00000,0.53829,2,-22.43373,0,False,Sailfish,10,100,0.94872,1.00000,False
True,0.82814,True,3241.00000,0.65811,3,-19.72132,0,False,Sailfish,10,100,0.98982,1.00000,False
True,0.80557,True,5570.00000,0.92171,4,-18.34215,0,False,Sailfish,10,100,0.99731,1.00000,False
True,0.97969,True,4875.00000,0.12808,0,-100.00000,10,False,Sailfish,10,100,0.49744,0.65414,False
True,0.94021,True,2559.00000,0.18381,1,-33.44403,10,False,Sailfish,10,100,0.75576,1.00000,False
True,0.91812,True,2919.00000,0.38865,2,-36.24037,10,False,Sailfish,10,100,0.92600,1.00000,False
True,0.89805,True,3237.00000,0.56706,3,-36.60238,10,False,Sailfish,10,100,0.98301,1.00000,False
True,0.90667,True,5561.00000,0.90481,4,-37.44612,10,False,Sailfish,10,100,0.99694,1.00000,False
True,0.95908,True,4692.00000,0.30087,0,-100.00000,0,False,Cufflinks,10,50,0.42327,0.89551,True
True,0.89657,True,2562.00000,0.39144,1,-25.80190,0,False,Cufflinks,10,50,0.80484,1.00000,True
True,0.85000,True,2820.00000,0.52952,2,-20.93621,0,False,Cufflinks,10,50,0.93475,1.00000,True
True,0.82614,True,3244.00000,0.63295,3,-18.65374,0,False,Cufflinks,10,50,0.97965,1.00000,True
True,0.80812,True,5467.00000,0.87434,4,-17.96981,0,False,Cufflinks,10,50,0.98573,1.00000,True
True,0.96846,True,4598.00000,0.22034,0,-54.62391,10,False,Cufflinks,10,50,0.53197,0.70866,True
True,0.91584,True,2519.00000,0.26105,1,-27.04058,10,False,Cufflinks,10,50,0.81024,1.00000,True
True,0.89326,True,2745.00000,0.40663,2,-27.77937,10,False,Cufflinks,10,50,0.91876,1.00000,True
True,0.88063,True,3242.00000,0.55101,3,-27.56277,10,False,Cufflinks,10,50,0.96638,1.00000,True
True,0.86131,True,5552.00000,0.86770,4,-26.81469,10,False,Cufflinks,10,50,0.98433,1.00000,True
True,0.97945,True,4720.00000,0.25966,0,-100.00000,0,False,Cufflinks,10,75,0.34894,0.91055,True
True,0.94892,True,2584.00000,0.24103,1,-56.19069,0,False,Cufflinks,10,75,0.72407,1.00000,True
True,0.92313,True,2927.00000,0.30080,2,-37.98958,0,False,Cufflinks,10,75,0.92825,1.00000,True
True,0.91018,True,3251.00000,0.31295,3,-30.74704,0,False,Cufflinks,10,75,0.97662,1.00000,True
True,0.89214,True,5359.00000,0.61246,4,-26.03218,0,False,Cufflinks,10,75,0.99142,1.00000,True
True,0.97343,True,4818.00000,0.20812,0,-100.00000,10,False,Cufflinks,10,75,0.47841,0.73640,True
True,0.91683,True,2561.00000,0.28324,1,-27.41190,10,False,Cufflinks,10,75,0.78055,1.00000,True
True,0.89544,True,2831.00000,0.42001,2,-24.57682,10,False,Cufflinks,10,75,0.91911,1.00000,True
True,0.86691,True,3231.00000,0.58608,3,-24.03530,10,False,Cufflinks,10,75,0.97400,1.00000,True
True,0.84347,True,5424.00000,0.88610,4,-24.50172,10,False,Cufflinks,10,75,0.99023,1.00000,True
True,0.97900,True,4667.00000,0.24898,0,-100.00000,0,False,Cufflinks,10,100,0.33640,0.91401,True
True,0.91373,True,2608.00000,0.32027,1,-29.38386,0,False,Cufflinks,10,100,0.71051,1.00000,True
True,0.85003,True,2934.00000,0.48565,2,-17.48612,0,False,Cufflinks,10,100,0.90866,1.00000,True
True,0.79339,True,3267.00000,0.63790,3,-14.44786,0,False,Cufflinks,10,100,0.97735,1.00000,True
True,0.75451,True,5548.00000,0.90471,4,-12.81893,0,False,Cufflinks,10,100,0.99171,1.00000,True
True,0.97990,True,4726.00000,0.22084,0,-100.00000,10,False,Cufflinks,10,100,0.43483,0.76004,True
True,0.93056,True,2549.00000,0.26775,1,-27.64503,10,False,Cufflinks,10,100,0.73990,1.00000,True
True,0.87862,True,2760.00000,0.42292,2,-22.72319,10,False,Cufflinks,10,100,0.91594,1.00000,True
True,0.85305,True,3212.00000,0.57739,3,-22.76811,10,False,Cufflinks,10,100,0.97385,1.00000,True
True,0.82867,True,5615.00000,0.89941,4,-22.14431,10,False,Cufflinks,10,100,0.99056,1.00000,True
True,0.97677,True,4692.00000,0.28591,0,-100.00000,0,False,Salmon,10,50,0.39003,0.88002,True
True,0.94809,True,2562.00000,0.35391,1,-60.58620,0,False,Salmon,10,50,0.80913,1.00000,True
True,0.94823,True,2820.00000,0.44788,2,-56.09891,0,False,Salmon,10,50,0.93972,1.00000,True
True,0.95838,True,3244.00000,0.54898,3,-53.47672,0,False,Salmon,10,50,0.97873,1.00000,True
True,0.96836,True,5467.00000,0.84669,4,-52.58473,0,False,Salmon,10,50,0.99122,1.00000,True
True,0.97499,True,4598.00000,0.15409,0,-72.95539,10,False,Salmon,10,50,0.52044,0.63075,True
True,0.96110,True,2519.00000,0.19336,1,-58.03250,10,False,Salmon,10,50,0.80270,1.00000,True
True,0.95956,True,2745.00000,0.33773,2,-60.58206,10,False,Salmon,10,50,0.91002,1.00000,True
True,0.97625,True,3242.00000,0.49300,3,-60.86947,10,False,Salmon,10,50,0.97378,1.00000,True
True,0.98559,True,5552.00000,0.85807,4,-60.21676,10,False,Salmon,10,50,0.99171,1.00000,True
True,0.96801,True,4720.00000,0.29505,0,-100.00000,0,False,Salmon,10,75,0.38136,0.89320,True
True,0.95124,True,2584.00000,0.31369,1,-56.90482,0,False,Salmon,10,75,0.75735,1.00000,True
True,0.93475,True,2927.00000,0.46696,2,-48.62976,0,False,Salmon,10,75,0.93987,1.00000,True
True,0.93110,True,3251.00000,0.53652,3,-45.12533,0,False,Salmon,10,75,0.98001,1.00000,True
True,0.92779,True,5359.00000,0.85068,4,-42.53751,0,False,Salmon,10,75,0.99459,1.00000,True
True,0.97779,True,4818.00000,0.15102,0,-73.05873,10,False,Salmon,10,75,0.51266,0.63873,True
True,0.94494,True,2561.00000,0.19530,1,-52.71717,10,False,Salmon,10,75,0.79071,1.00000,True
True,0.95549,True,2831.00000,0.35810,2,-54.55004,10,False,Salmon,10,75,0.93077,1.00000,True
True,0.96007,True,3231.00000,0.51954,3,-55.90954,10,False,Salmon,10,75,0.98112,1.00000,True
True,0.97824,True,5424.00000,0.87043,4,-56.12358,10,False,Salmon,10,75,0.99558,1.00000,True
True,0.97622,True,4667.00000,0.25520,0,-100.00000,0,False,Salmon,10,100,0.33105,0.90483,True
True,0.94594,True,2608.00000,0.30687,1,-55.66979,0,False,Salmon,10,100,0.71626,1.00000,True
True,0.92706,True,2934.00000,0.44476,2,-45.40738,0,False,Salmon,10,100,0.91684,1.00000,True
True,0.91705,True,3267.00000,0.57142,3,-41.51577,0,False,Salmon,10,100,0.98010,1.00000,True
True,0.90177,True,5548.00000,0.86708,4,-38.57478,0,False,Salmon,10,100,0.99549,1.00000,True
True,0.97757,True,4726.00000,0.15152,0,-100.00000,10,False,Salmon,10,100,0.49810,0.64692,True
True,0.95685,True,2549.00000,0.20502,1,-52.96157,10,False,Salmon,10,100,0.75638,1.00000,True
True,0.94384,True,2760.00000,0.36950,2,-51.97053,10,False,Salmon,10,100,0.92790,1.00000,True
True,0.95610,True,3212.00000,0.49551,3,-53.89338,10,False,Salmon,10,100,0.98194,1.00000,True
True,0.97382,True,5615.00000,0.88814,4,-53.01097,10,False,Salmon,10,100,0.99394,1.00000,True
True,0.95993,True,4692.00000,0.33874,0,-100.00000,0,False,RSEM,10,50,0.41731,0.92444,True
True,0.88603,True,2562.00000,0.42903,1,-19.89936,0,False,RSEM,10,50,0.82123,1.00000,True
True,0.82837,True,2820.00000,0.55455,2,-14.49299,0,False,RSEM,10,50,0.94894,1.00000,True
True,0.78360,True,3244.00000,0.66230,3,-11.72574,0,False,RSEM,10,50,0.98829,1.00000,True
True,0.74447,True,5467.00000,0.91399,4,-9.31358,0,False,RSEM,10,50,0.99817,1.00000,True
True,0.96955,True,4598.00000,0.16813,0,-58.51720,10,False,RSEM,10,50,0.52218,0.67155,True
True,0.91862,True,2519.00000,0.25011,1,-26.87626,10,False,RSEM,10,50,0.79952,1.00000,True
True,0.87723,True,2745.00000,0.41876,2,-29.60517,10,False,RSEM,10,50,0.91220,1.00000,True
True,0.84053,True,3242.00000,0.59927,3,-27.15125,10,False,RSEM,10,50,0.98304,1.00000,True
True,0.82601,True,5552.00000,0.92218,4,-26.29479,10,False,RSEM,10,50,0.99766,1.00000,True
True,0.97203,True,4720.00000,0.31360,0,-100.00000,0,False,RSEM,10,75,0.37564,0.93023,True
True,0.89590,True,2584.00000,0.37513,1,-27.68846,0,False,RSEM,10,75,0.75232,1.00000,True
True,0.83601,True,2927.00000,0.51899,2,-15.69495,0,False,RSEM,10,75,0.93987,1.00000,True
True,0.79852,True,3251.00000,0.64809,3,-12.88082,0,False,RSEM,10,75,0.98893,1.00000,True
True,0.75648,True,5359.00000,0.91665,4,-10.71047,0,False,RSEM,10,75,0.99832,1.00000,True
True,0.97675,True,4818.00000,0.18596,0,-100.00000,10,False,RSEM,10,75,0.47924,0.70209,True
True,0.92503,True,2561.00000,0.22921,1,-29.70284,10,False,RSEM,10,75,0.76415,1.00000,True
True,0.88449,True,2831.00000,0.42121,2,-29.45447,10,False,RSEM,10,75,0.91805,1.00000,True
