bias,error-frac,errors,expressed-tpms,log-tpm-rho,median-percent-error,noise_perc,paired_end,quant_method,read_depth,read_length,sensitivity,specificity,stranded,unique sequence percentage
True,0.92022,True,1078.00000,0.89767,-17.74245,10,False,RSEM,10,50,0.91651,0.55799,False,3
True,0.91769,True,1142.00000,0.91604,-18.24667,10,False,RSEM,10,50,0.94046,0.60316,False,4
True,0.69400,True,13157.00000,0.90324,-14.44600,0,False,RSEM,10,75,0.76537,0.93588,False,0
True,0.60581,True,2169.00000,0.96398,-8.98925,0,False,RSEM,10,75,0.81097,0.96200,False,1
True,0.57923,True,1464.00000,0.97368,-6.95758,0,False,RSEM,10,75,0.83811,0.97622,False,2
True,0.55696,True,1106.00000,0.98420,-6.49170,0,False,RSEM,10,75,0.86799,0.98316,False,3
True,0.50272,True,1102.00000,0.98304,-7.59298,0,False,RSEM,10,75,0.89837,0.98637,False,4
True,0.93982,True,13409.00000,0.86413,-30.03257,10,False,RSEM,10,75,0.75576,0.80048,False,0
True,0.90524,True,2174.00000,0.92886,-21.35572,10,False,RSEM,10,75,0.84361,0.71570,False,1
True,0.88223,True,1486.00000,0.91964,-16.70373,10,False,RSEM,10,75,0.90848,0.64336,False,2
True,0.85269,True,1059.00000,0.92655,-14.24019,10,False,RSEM,10,75,0.92823,0.58838,False,3
True,0.88655,True,1093.00000,0.92561,-16.11240,10,False,RSEM,10,75,0.93504,0.62536,False,4
True,0.78911,True,13149.00000,0.90526,-20.11167,0,False,RSEM,10,100,0.74888,0.94142,False,0
True,0.69273,True,2161.00000,0.95745,-14.10990,0,False,RSEM,10,100,0.78991,0.96181,False,1
True,0.64080,True,1456.00000,0.97710,-11.64552,0,False,RSEM,10,100,0.84272,0.97602,False,2
True,0.66543,True,1076.00000,0.98421,-13.11504,0,False,RSEM,10,100,0.85316,0.98579,False,3
True,0.70647,True,1097.00000,0.98352,-13.19981,0,False,RSEM,10,100,0.88696,0.98872,False,4
True,0.97060,True,13162.00000,0.87654,-39.26294,10,False,RSEM,10,100,0.75315,0.81894,False,0
True,0.96007,True,2154.00000,0.92132,-32.17541,10,False,RSEM,10,100,0.82544,0.75428,False,1
True,0.94483,True,1432.00000,0.92194,-28.18881,10,False,RSEM,10,100,0.87291,0.68542,False,2
True,0.94016,True,1103.00000,0.91194,-25.92555,10,False,RSEM,10,100,0.91115,0.62958,False,3
True,0.95652,True,1127.00000,0.92014,-26.41613,10,False,RSEM,10,100,0.91748,0.65593,False,4
True,0.83084,True,13183.00000,0.90967,-24.23782,0,False,Kallisto,10,50,0.79246,0.92581,False,0
True,0.75918,True,2097.00000,0.97156,-12.05890,0,False,Kallisto,10,50,0.84359,0.95121,False,1
True,0.75913,True,1424.00000,0.97906,-7.89911,0,False,Kallisto,10,50,0.87781,0.96947,False,2
True,0.74432,True,1056.00000,0.97951,-6.16240,0,False,Kallisto,10,50,0.89773,0.97875,False,3
True,0.77991,True,1095.00000,0.98882,-11.13127,0,False,Kallisto,10,50,0.92603,0.98404,False,4
True,0.91745,True,13422.00000,0.86235,-37.81886,10,False,Kallisto,10,50,0.78021,0.77177,False,0
True,0.86053,True,2108.00000,0.91403,-22.62551,10,False,Kallisto,10,50,0.87002,0.69027,False,1
True,0.82433,True,1463.00000,0.92970,-16.37451,10,False,Kallisto,10,50,0.90499,0.63323,False,2
True,0.82560,True,1078.00000,0.91955,-12.16159,10,False,Kallisto,10,50,0.92022,0.59210,False,3
True,0.81611,True,1142.00000,0.92827,-15.74576,10,False,Kallisto,10,50,0.94046,0.63140,False,4
True,0.83735,True,13157.00000,0.91220,-24.32458,0,False,Kallisto,10,75,0.77768,0.93335,False,0
True,0.77363,True,2169.00000,0.96778,-12.24006,0,False,Kallisto,10,75,0.82480,0.95634,False,1
True,0.76639,True,1464.00000,0.97351,-9.57632,0,False,Kallisto,10,75,0.84016,0.97389,False,2
True,0.76311,True,1106.00000,0.98154,-9.23313,0,False,Kallisto,10,75,0.87251,0.98102,False,3
True,0.78312,True,1102.00000,0.98224,-13.51914,0,False,Kallisto,10,75,0.90109,0.98637,False,4
True,0.89940,True,13409.00000,0.86839,-34.90786,10,False,Kallisto,10,75,0.77030,0.77677,False,0
True,0.82935,True,2174.00000,0.93084,-19.00671,10,False,Kallisto,10,75,0.85511,0.69655,False,1
True,0.78802,True,1486.00000,0.92570,-12.26229,10,False,Kallisto,10,75,0.90579,0.64420,False,2
True,0.79226,True,1059.00000,0.92465,-6.87567,10,False,Kallisto,10,75,0.92729,0.59036,False,3
True,0.82068,True,1093.00000,0.93595,-14.56049,10,False,Kallisto,10,75,0.93230,0.63829,False,4
True,0.84052,True,13149.00000,0.91169,-23.35527,0,False,Kallisto,10,100,0.76036,0.93652,False,0
True,0.77834,True,2161.00000,0.96010,-10.56225,0,False,Kallisto,10,100,0.80379,0.95686,False,1
True,0.76168,True,1456.00000,0.97482,-6.60154,0,False,Kallisto,10,100,0.85371,0.97085,False,2
True,0.75186,True,1076.00000,0.98427,-7.09361,0,False,Kallisto,10,100,0.86524,0.98295,False,3
True,0.82680,True,1097.00000,0.98211,-13.34015,0,False,Kallisto,10,100,0.88879,0.98514,False,4
True,0.89994,True,13162.00000,0.86926,-35.13190,10,False,Kallisto,10,100,0.76820,0.78103,False,0
True,0.83333,True,2154.00000,0.91494,-20.14294,10,False,Kallisto,10,100,0.83937,0.70823,False,1
True,0.80726,True,1432.00000,0.92098,-13.20138,10,False,Kallisto,10,100,0.88827,0.65276,False,2
True,0.80961,True,1103.00000,0.90002,-9.64420,10,False,Kallisto,10,100,0.91387,0.60790,False,3
True,0.79503,True,1127.00000,0.91644,-12.31872,10,False,Kallisto,10,100,0.92369,0.64087,False,4
True,0.90154,True,13183.00000,0.90934,-41.10431,0,False,Express,10,50,0.78101,0.88859,False,0
True,0.84597,True,2097.00000,0.94720,-29.13322,0,False,Express,10,50,0.78875,0.96562,False,1
True,0.83497,True,1424.00000,0.96204,-24.48998,0,False,Express,10,50,0.83638,0.98168,False,2
True,0.84564,True,1056.00000,0.96482,-23.79130,0,False,Express,10,50,0.85701,0.99022,False,3
True,0.82100,True,1095.00000,0.97723,-20.16278,0,False,Express,10,50,0.90502,0.99051,False,4
True,0.95060,True,13422.00000,0.84747,-54.18831,10,False,Express,10,50,0.76129,0.72326,False,0
True,0.93359,True,2108.00000,0.87303,-35.53362,10,False,Express,10,50,0.82495,0.65458,False,1
True,0.90977,True,1463.00000,0.89664,-27.80200,10,False,Express,10,50,0.89200,0.55713,False,2
True,0.91558,True,1078.00000,0.86060,-22.85246,10,False,Express,10,50,0.91837,0.48167,False,3
True,0.90193,True,1142.00000,0.88651,-26.04753,10,False,Express,10,50,0.93170,0.51038,False,4
True,0.88379,True,13157.00000,0.91280,-37.05731,0,False,Express,10,75,0.77844,0.88735,False,0
True,0.83449,True,2169.00000,0.94961,-25.68719,0,False,Express,10,75,0.77778,0.96566,False,1
True,0.83128,True,1464.00000,0.95696,-19.61963,0,False,Express,10,75,0.79850,0.98340,False,2
True,0.82007,True,1106.00000,0.96309,-19.98282,0,False,Express,10,75,0.83816,0.99101,False,3
True,0.80218,True,1102.00000,0.97072,-16.94366,0,False,Express,10,75,0.88566,0.99022,False,4
True,0.93691,True,13409.00000,0.85528,-49.74888,10,False,Express,10,75,0.75807,0.73002,False,0
True,0.90386,True,2174.00000,0.90083,-34.40361,10,False,Express,10,75,0.79991,0.67037,False,1
True,0.89637,True,1486.00000,0.87530,-24.61074,10,False,Express,10,75,0.88964,0.57904,False,2
True,0.89802,True,1059.00000,0.88792,-18.76360,10,False,Express,10,75,0.90746,0.50489,False,3
True,0.89387,True,1093.00000,0.89330,-21.63711,10,False,Express,10,75,0.92498,0.52207,False,4
True,0.88273,True,13149.00000,0.91049,-36.76290,0,False,Express,10,100,0.75876,0.89615,False,0
True,0.84590,True,2161.00000,0.94166,-24.72794,0,False,Express,10,100,0.74826,0.97055,False,1
True,0.82898,True,1456.00000,0.96129,-19.87661,0,False,Express,10,100,0.80907,0.98257,False,2
True,0.83086,True,1076.00000,0.96997,-18.30591,0,False,Express,10,100,0.82528,0.99076,False,3
True,0.82315,True,1097.00000,0.97427,-16.63889,0,False,Express,10,100,0.86326,0.99188,False,4
True,0.93322,True,13162.00000,0.86018,-47.80357,10,False,Express,10,100,0.75604,0.73894,False,0
True,0.89926,True,2154.00000,0.88973,-30.21177,10,False,Express,10,100,0.78737,0.69963,False,1
True,0.89176,True,1432.00000,0.88615,-22.88835,10,False,Express,10,100,0.85824,0.60756,False,2
True,0.88033,True,1103.00000,0.86008,-18.21883,10,False,Express,10,100,0.88758,0.52974,False,3
True,0.86690,True,1127.00000,0.87226,-15.16309,10,False,Express,10,100,0.92192,0.54000,False,4
True,0.88288,True,13183.00000,0.87098,-36.55460,0,False,Sailfish,10,50,0.77774,0.90344,False,0
True,0.80019,True,2097.00000,0.94851,-22.72774,0,False,Sailfish,10,50,0.84740,0.91548,False,1
True,0.79213,True,1424.00000,0.96443,-18.93195,0,False,Sailfish,10,50,0.88132,0.94558,False,2
True,0.77746,True,1056.00000,0.96949,-16.46546,0,False,Sailfish,10,50,0.89583,0.95891,False,3
True,0.78721,True,1095.00000,0.97831,-21.91702,0,False,Sailfish,10,50,0.92511,0.97125,False,4
True,0.96014,True,13422.00000,0.81553,-49.81929,10,False,Sailfish,10,50,0.76941,0.75118,False,0
True,0.92979,True,2108.00000,0.87686,-32.88429,10,False,Sailfish,10,50,0.87713,0.64202,False,1
True,0.90977,True,1463.00000,0.90520,-26.18405,10,False,Sailfish,10,50,0.91114,0.58958,False,2
True,0.90167,True,1078.00000,0.89241,-23.03209,10,False,Sailfish,10,50,0.92579,0.55344,False,3
True,0.89405,True,1142.00000,0.91176,-27.17989,10,False,Sailfish,10,50,0.93783,0.60510,False,4
True,0.87026,True,13157.00000,0.88489,-32.75578,0,False,Sailfish,10,75,0.76986,0.91497,False,0
True,0.78331,True,2169.00000,0.94624,-20.69224,0,False,Sailfish,10,75,0.82158,0.92902,False,1
True,0.78074,True,1464.00000,0.95967,-16.70923,0,False,Sailfish,10,75,0.84358,0.95603,False,2
True,0.75949,True,1106.00000,0.96838,-15.67253,0,False,Sailfish,10,75,0.87342,0.96618,False,3
True,0.77949,True,1102.00000,0.98116,-21.29203,0,False,Sailfish,10,75,0.90018,0.97466,False,4
True,0.94727,True,13409.00000,0.83275,-44.54014,10,False,Sailfish,10,75,0.76270,0.75850,False,0
True,0.90294,True,2174.00000,0.90357,-27.81777,10,False,Sailfish,10,75,0.85971,0.65187,False,1
True,0.89973,True,1486.00000,0.89408,-21.28989,10,False,Sailfish,10,75,0.91117,0.60193,False,2
True,0.86969,True,1059.00000,0.89918,-16.52069,10,False,Sailfish,10,75,0.93012,0.55904,False,3
True,0.88106,True,1093.00000,0.91331,-23.22956,10,False,Sailfish,10,75,0.93779,0.61037,False,4
True,0.85634,True,13149.00000,0.89251,-30.19189,0,False,Sailfish,10,100,0.75458,0.92316,False,0
True,0.77048,True,2161.00000,0.94319,-16.37199,0,False,Sailfish,10,100,0.80379,0.93408,False,1
True,0.76717,True,1456.00000,0.96750,-12.71934,0,False,Sailfish,10,100,0.85234,0.95553,False,2
True,0.77509,True,1076.00000,0.97842,-13.28657,0,False,Sailfish,10,100,0.86803,0.97471,False,3
True,0.80401,True,1097.00000,0.97661,-19.13392,0,False,Sailfish,10,100,0.88879,0.98032,False,4
True,0.94226,True,13162.00000,0.84014,-42.98323,10,False,Sailfish,10,100,0.76113,0.76451,False,0
True,0.91597,True,2154.00000,0.88774,-26.28954,10,False,Sailfish,10,100,0.84726,0.66390,False,1
True,0.88408,True,1432.00000,0.89791,-19.89686,10,False,Sailfish,10,100,0.88827,0.61167,False,2
True,0.87761,True,1103.00000,0.88117,-16.58142,10,False,Sailfish,10,100,0.91931,0.56825,False,3
True,0.87223,True,1127.00000,0.89563,-19.22224,10,False,Sailfish,10,100,0.92813,0.60909,False,4
True,0.89853,True,13009.00000,0.82221,-37.79769,0,False,Cufflinks,10,50,0.76939,0.91509,True,0
True,0.85091,True,2133.00000,0.91836,-16.78600,0,False,Cufflinks,10,50,0.84201,0.92963,True,1
True,0.83624,True,1435.00000,0.93283,-14.34281,0,False,Cufflinks,10,50,0.88014,0.95521,True,2
True,0.83996,True,1056.00000,0.94877,-11.75783,0,False,Cufflinks,10,50,0.89773,0.97308,True,3
True,0.85372,True,1128.00000,0.95613,-12.35492,0,False,Cufflinks,10,50,0.91312,0.97844,True,4
True,0.89952,True,13236.00000,0.79647,-38.94047,10,False,Cufflinks,10,50,0.76571,0.81167,True,0
True,0.81616,True,2116.00000,0.88914,-17.50506,10,False,Cufflinks,10,50,0.85681,0.75952,True,1
True,0.82421,True,1462.00000,0.90541,-14.69526,10,False,Cufflinks,10,50,0.88782,0.74625,True,2
True,0.82973,True,1063.00000,0.92526,-13.86327,10,False,Cufflinks,10,50,0.91627,0.72940,True,3
True,0.82162,True,1138.00000,0.91368,-18.84973,10,False,Cufflinks,10,50,0.91564,0.78204,True,4
True,0.87989,True,13263.00000,0.86401,-33.40118,0,False,Cufflinks,10,75,0.75737,0.92135,True,0
True,0.82549,True,2126.00000,0.93144,-16.97675,0,False,Cufflinks,10,75,0.80950,0.94068,True,1
True,0.83229,True,1437.00000,0.93290,-16.36203,0,False,Cufflinks,10,75,0.84134,0.96068,True,2
True,0.81123,True,1086.00000,0.96030,-12.41223,0,False,Cufflinks,10,75,0.87477,0.97382,True,3
True,0.80462,True,1126.00000,0.94899,-10.48032,0,False,Cufflinks,10,75,0.88899,0.97997,True,4
True,0.89688,True,13285.00000,0.82953,-38.06076,10,False,Cufflinks,10,75,0.75386,0.82656,True,0
True,0.81822,True,2118.00000,0.91265,-16.14071,10,False,Cufflinks,10,75,0.83617,0.78041,True,1
True,0.81555,True,1415.00000,0.92342,-14.08332,10,False,Cufflinks,10,75,0.87420,0.76065,True,2
True,0.80867,True,1061.00000,0.90487,-12.73050,10,False,Cufflinks,10,75,0.89350,0.74238,True,3
True,0.84945,True,1096.00000,0.91816,-19.99732,10,False,Cufflinks,10,75,0.89872,0.79210,True,4
True,0.86827,True,13216.00000,0.87425,-26.83365,0,False,Cufflinks,10,100,0.74985,0.92769,True,0
True,0.82625,True,2095.00000,0.93464,-15.26043,0,False,Cufflinks,10,100,0.79045,0.94908,True,1
True,0.81116,True,1451.00000,0.94621,-9.45659,0,False,Cufflinks,10,100,0.83460,0.96379,True,2
True,0.80527,True,1063.00000,0.96136,-8.04390,0,False,Cufflinks,10,100,0.85325,0.97646,True,3
True,0.78102,True,1096.00000,0.95451,-10.39112,0,False,Cufflinks,10,100,0.87865,0.98679,True,4
True,0.88382,True,13143.00000,0.85141,-31.89780,10,False,Cufflinks,10,100,0.75074,0.84983,True,0
True,0.81608,True,2202.00000,0.91472,-14.51097,10,False,Cufflinks,10,100,0.82198,0.81912,True,1
True,0.81547,True,1474.00000,0.92198,-11.28520,10,False,Cufflinks,10,100,0.86364,0.78392,True,2
True,0.79580,True,1048.00000,0.93893,-7.61693,10,False,Cufflinks,10,100,0.87405,0.76889,True,3
True,0.83936,True,1133.00000,0.92484,-19.15967,10,False,Cufflinks,10,100,0.88350,0.82617,True,4
True,0.98001,True,13009.00000,0.79085,-69.72866,0,False,Salmon,10,50,0.73726,0.88571,True,0
True,0.96859,True,2133.00000,0.87121,-57.32338,0,False,Salmon,10,50,0.81528,0.89631,True,1
True,0.96237,True,1435.00000,0.89188,-55.15990,0,False,Salmon,10,50,0.84739,0.91906,True,2
True,0.96307,True,1056.00000,0.93068,-50.37942,0,False,Salmon,10,50,0.86458,0.93398,True,3
True,0.96809,True,1128.00000,0.96374,-53.15631,0,False,Salmon,10,50,0.89096,0.95039,True,4
True,0.98225,True,13236.00000,0.74835,-71.70820,10,False,Salmon,10,50,0.73837,0.74909,True,0
True,0.97070,True,2116.00000,0.83369,-55.12729,10,False,Salmon,10,50,0.84972,0.65367,True,1
True,0.95828,True,1462.00000,0.85511,-51.53126,10,False,Salmon,10,50,0.88030,0.60125,True,2
True,0.95579,True,1063.00000,0.85684,-48.03175,10,False,Salmon,10,50,0.91439,0.55552,True,3
True,0.95958,True,1138.00000,0.90562,-53.13810,10,False,Salmon,10,50,0.92707,0.61735,True,4
True,0.97075,True,13263.00000,0.82368,-62.58000,0,False,Salmon,10,75,0.73000,0.89249,True,0
True,0.95532,True,2126.00000,0.89916,-54.02261,0,False,Salmon,10,75,0.78363,0.90744,True,1
True,0.95685,True,1437.00000,0.91687,-50.53423,0,False,Salmon,10,75,0.82533,0.92948,True,2
True,0.94751,True,1086.00000,0.95504,-46.84204,0,False,Salmon,10,75,0.85359,0.94067,True,3
True,0.95293,True,1126.00000,0.96518,-49.74772,0,False,Salmon,10,75,0.87300,0.95841,True,4
True,0.97712,True,13285.00000,0.78908,-67.38228,10,False,Salmon,10,75,0.73948,0.75334,True,0
True,0.97450,True,2118.00000,0.85827,-51.12154,10,False,Salmon,10,75,0.83853,0.65783,True,1
True,0.96184,True,1415.00000,0.86133,-48.09647,10,False,Salmon,10,75,0.87491,0.61321,True,2
True,0.95664,True,1061.00000,0.86041,-45.16704,10,False,Salmon,10,75,0.90198,0.56132,True,3
True,0.96168,True,1096.00000,0.88176,-48.93580,10,False,Salmon,10,75,0.91058,0.62053,True,4
True,0.94567,True,13216.00000,0.84346,-55.88484,0,False,Salmon,10,100,0.73449,0.89830,True,0
True,0.90644,True,2095.00000,0.89218,-48.56078,0,False,Salmon,10,100,0.76993,0.91713,True,1
True,0.90696,True,1451.00000,0.92958,-44.88558,0,False,Salmon,10,100,0.81461,0.93993,True,2
True,0.92380,True,1063.00000,0.95541,-44.73290,0,False,Salmon,10,100,0.83913,0.94653,True,3
True,0.93248,True,1096.00000,0.96256,-45.39429,0,False,Salmon,10,100,0.86861,0.96381,True,4
True,0.96987,True,13143.00000,0.81020,-62.70064,10,False,Salmon,10,100,0.74359,0.76633,True,0
True,0.95232,True,2202.00000,0.86452,-45.82293,10,False,Salmon,10,100,0.83379,0.68940,True,1
True,0.96133,True,1474.00000,0.88304,-42.50679,10,False,Salmon,10,100,0.86771,0.64169,True,2
True,0.94943,True,1048.00000,0.89671,-42.02699,10,False,Salmon,10,100,0.87977,0.59496,True,3
True,0.96028,True,1133.00000,0.90404,-48.31603,10,False,Salmon,10,100,0.88879,0.66049,True,4
True,0.76178,True,13009.00000,0.85993,-19.25058,0,False,RSEM,10,50,0.77938,0.92237,True,0
True,0.63197,True,2133.00000,0.94076,-10.00135,0,False,RSEM,10,50,0.84482,0.94558,True,1
True,0.60767,True,1435.00000,0.96033,-8.98095,0,False,RSEM,10,50,0.88223,0.97123,True,2
True,0.56723,True,1056.00000,0.96902,-8.40728,0,False,RSEM,10,50,0.89205,0.98257,True,3
True,0.53635,True,1128.00000,0.98703,-9.04364,0,False,RSEM,10,50,0.92730,0.98507,True,4
True,0.95716,True,13236.00000,0.80732,-37.47607,10,False,RSEM,10,50,0.75302,0.78644,True,0
True,0.93289,True,2116.00000,0.87725,-22.88851,10,False,RSEM,10,50,0.85539,0.69831,True,1
True,0.90834,True,1462.00000,0.88878,-20.67058,10,False,RSEM,10,50,0.88919,0.63845,True,2
True,0.91533,True,1063.00000,0.87838,-18.35049,10,False,RSEM,10,50,0.92756,0.58006,True,3
True,0.91740,True,1138.00000,0.92116,-19.75356,10,False,RSEM,10,50,0.93058,0.62303,True,4
True,0.75413,True,13263.00000,0.89058,-18.11923,0,False,RSEM,10,75,0.75978,0.93082,True,0
True,0.65804,True,2126.00000,0.94964,-10.85773,0,False,RSEM,10,75,0.80668,0.95526,True,1
True,0.62770,True,1437.00000,0.94570,-9.27005,0,False,RSEM,10,75,0.84273,0.97365,True,2
True,0.58287,True,1086.00000,0.97429,-8.57367,0,False,RSEM,10,75,0.86924,0.98236,True,3
True,0.56394,True,1126.00000,0.98609,-8.06546,0,False,RSEM,10,75,0.90941,0.98342,True,4
True,0.94896,True,13285.00000,0.84534,-34.88265,10,False,RSEM,10,75,0.74437,0.80419,True,0
True,0.92068,True,2118.00000,0.90241,-22.46361,10,False,RSEM,10,75,0.83758,0.72727,True,1
True,0.91661,True,1415.00000,0.90226,-19.58340,10,False,RSEM,10,75,0.87491,0.67147,True,2
