bias,error-frac,errors,expressed-tpms,log-tpm-rho,log10 real TPM,median-percent-error,noise_perc,paired_end,quant_method,read_depth,read_length,sensitivity,specificity,stranded
True,0.83379,True,3291.00000,0.58882,3,-26.85703,10,False,Kallisto,10,100,0.95746,1.00000,False
True,0.80614,True,5540.00000,0.87098,4,-26.26332,10,False,Kallisto,10,100,0.98953,1.00000,False
True,0.96700,True,4758.00000,0.37350,0,-100.00000,0,False,Express,10,50,0.35813,0.91624,False
True,0.92136,True,2594.00000,0.33922,1,-48.54809,0,False,Express,10,50,0.78990,1.00000,False
True,0.88499,True,2878.00000,0.45632,2,-32.96279,0,False,Express,10,50,0.93468,1.00000,False
True,0.85142,True,3271.00000,0.57627,3,-26.74244,0,False,Express,10,50,0.99205,1.00000,False
True,0.80631,True,5354.00000,0.82765,4,-22.89279,0,False,Express,10,50,0.99907,1.00000,False
True,0.97758,True,4639.00000,0.13212,0,-100.00000,10,False,Express,10,50,0.45096,0.67650,False
True,0.95414,True,2704.00000,0.15199,1,-59.84717,10,False,Express,10,50,0.68713,1.00000,False
True,0.93394,True,2982.00000,0.31782,2,-49.92630,10,False,Express,10,50,0.85949,1.00000,False
True,0.92183,True,3275.00000,0.45829,3,-40.88028,10,False,Express,10,50,0.97740,1.00000,False
True,0.91858,True,5613.00000,0.80834,4,-39.59536,10,False,Express,10,50,0.99804,1.00000,False
True,0.97049,True,4711.00000,0.35580,0,-100.00000,0,False,Express,10,75,0.33432,0.91546,False
True,0.91825,True,2471.00000,0.33202,1,-50.29887,0,False,Express,10,75,0.75273,1.00000,False
True,0.86972,True,2886.00000,0.45093,2,-29.61368,0,False,Express,10,75,0.92931,1.00000,False
True,0.82159,True,3223.00000,0.56057,3,-20.95708,0,False,Express,10,75,0.98759,1.00000,False
True,0.77922,True,5707.00000,0.85014,4,-19.15646,0,False,Express,10,75,0.99895,1.00000,False
True,0.97828,True,4835.00000,0.17738,0,-100.00000,10,False,Express,10,75,0.43371,0.68661,False
True,0.95066,True,2594.00000,0.20231,1,-56.80848,10,False,Express,10,75,0.68774,1.00000,False
True,0.92228,True,2998.00000,0.31297,2,-42.52579,10,False,Express,10,75,0.88225,1.00000,False
True,0.89427,True,3348.00000,0.47453,3,-38.10017,10,False,Express,10,75,0.96804,1.00000,False
True,0.88744,True,5446.00000,0.82973,4,-34.52849,10,False,Express,10,75,0.99725,1.00000,False
True,0.96446,True,4811.00000,0.32113,0,-100.00000,0,False,Express,10,100,0.31553,0.92217,False
True,0.92257,True,2570.00000,0.31002,1,-54.30141,0,False,Express,10,100,0.72257,1.00000,False
True,0.87146,True,2894.00000,0.38370,2,-31.93688,0,False,Express,10,100,0.91189,1.00000,False
True,0.82844,True,3165.00000,0.59733,3,-20.89665,0,False,Express,10,100,0.97978,1.00000,False
True,0.77905,True,5499.00000,0.85919,4,-16.03808,0,False,Express,10,100,0.99873,1.00000,False
True,0.98057,True,4631.00000,0.12450,0,-100.00000,10,False,Express,10,100,0.42000,0.70091,False
True,0.94918,True,2637.00000,0.14834,1,-57.16486,10,False,Express,10,100,0.66894,1.00000,False
True,0.92115,True,2879.00000,0.29204,2,-44.83206,10,False,Express,10,100,0.85585,1.00000,False
True,0.89122,True,3291.00000,0.50129,3,-35.99354,10,False,Express,10,100,0.97113,1.00000,False
True,0.86931,True,5540.00000,0.84607,4,-32.66785,10,False,Express,10,100,0.99729,1.00000,False
True,0.95755,True,4758.00000,0.44091,0,-100.00000,0,False,Sailfish,10,50,0.44367,0.91518,False
True,0.87471,True,2594.00000,0.38176,1,-32.64740,0,False,Sailfish,10,50,0.79877,1.00000,False
True,0.84295,True,2878.00000,0.46924,2,-30.38561,0,False,Sailfish,10,50,0.90896,1.00000,False
True,0.81046,True,3271.00000,0.57178,3,-27.11303,0,False,Sailfish,10,50,0.96484,1.00000,False
True,0.78932,True,5354.00000,0.81345,4,-25.95106,0,False,Sailfish,10,50,0.98786,1.00000,False
True,0.97370,True,4639.00000,0.19323,0,-100.00000,10,False,Sailfish,10,50,0.49601,0.70658,False
True,0.94527,True,2704.00000,0.23995,1,-43.25327,10,False,Sailfish,10,50,0.76516,1.00000,False
True,0.93830,True,2982.00000,0.34988,2,-42.90765,10,False,Sailfish,10,50,0.86821,1.00000,False
True,0.92214,True,3275.00000,0.44825,3,-40.34716,10,False,Sailfish,10,50,0.94931,1.00000,False
True,0.94067,True,5613.00000,0.79377,4,-41.84085,10,False,Sailfish,10,50,0.98165,1.00000,False
True,0.96158,True,4711.00000,0.44594,0,-100.00000,0,False,Sailfish,10,75,0.38866,0.92610,False
True,0.87333,True,2471.00000,0.42063,1,-29.70461,0,False,Sailfish,10,75,0.77256,1.00000,False
True,0.82398,True,2886.00000,0.52171,2,-24.98269,0,False,Sailfish,10,75,0.91372,1.00000,False
True,0.79119,True,3223.00000,0.57740,3,-22.62091,0,False,Sailfish,10,75,0.95873,1.00000,False
True,0.76660,True,5707.00000,0.83577,4,-23.20805,0,False,Sailfish,10,75,0.98773,1.00000,False
True,0.97270,True,4835.00000,0.23087,0,-100.00000,10,False,Sailfish,10,75,0.47694,0.71434,False
True,0.93986,True,2594.00000,0.25795,1,-37.97915,10,False,Sailfish,10,75,0.75212,1.00000,False
True,0.91394,True,2998.00000,0.36281,2,-35.33380,10,False,Sailfish,10,75,0.88659,1.00000,False
True,0.90890,True,3348.00000,0.50016,3,-36.61557,10,False,Sailfish,10,75,0.95072,1.00000,False
True,0.91113,True,5446.00000,0.81430,4,-35.89439,10,False,Sailfish,10,75,0.98458,1.00000,False
True,0.95656,True,4811.00000,0.41837,0,-100.00000,0,False,Sailfish,10,100,0.36728,0.93317,False
True,0.87743,True,2570.00000,0.39644,1,-27.57409,0,False,Sailfish,10,100,0.75953,1.00000,False
True,0.81410,True,2894.00000,0.48783,2,-22.06102,0,False,Sailfish,10,100,0.89876,1.00000,False
True,0.76809,True,3165.00000,0.63950,3,-19.09468,0,False,Sailfish,10,100,0.96272,1.00000,False
True,0.74814,True,5499.00000,0.84967,4,-18.99610,0,False,Sailfish,10,100,0.98963,1.00000,False
True,0.97819,True,4631.00000,0.19769,0,-100.00000,10,False,Sailfish,10,100,0.45778,0.72119,False
True,0.93705,True,2637.00000,0.21181,1,-35.95326,10,False,Sailfish,10,100,0.74782,1.00000,False
True,0.90518,True,2879.00000,0.36525,2,-34.66333,10,False,Sailfish,10,100,0.87079,1.00000,False
True,0.90398,True,3291.00000,0.52545,3,-34.79748,10,False,Sailfish,10,100,0.94622,1.00000,False
True,0.90433,True,5540.00000,0.84011,4,-34.44115,10,False,Sailfish,10,100,0.98592,1.00000,False
True,0.94672,True,4636.00000,0.42786,0,-100.00000,0,False,Cufflinks,10,50,0.45406,0.92681,True
True,0.88699,True,2628.00000,0.33460,1,-29.49365,0,False,Cufflinks,10,50,0.80327,1.00000,True
True,0.87775,True,2912.00000,0.38217,2,-25.60417,0,False,Cufflinks,10,50,0.89938,1.00000,True
True,0.85025,True,3192.00000,0.45122,3,-24.63006,0,False,Cufflinks,10,50,0.93797,1.00000,True
True,0.84628,True,5393.00000,0.70752,4,-23.65129,0,False,Cufflinks,10,50,0.96737,1.00000,True
True,0.95961,True,4679.00000,0.29271,0,-100.00000,10,False,Cufflinks,10,50,0.49776,0.79433,True
True,0.90704,True,2657.00000,0.29846,1,-32.44011,10,False,Cufflinks,10,50,0.76891,1.00000,True
True,0.86869,True,2871.00000,0.35278,2,-30.16646,10,False,Cufflinks,10,50,0.87670,1.00000,True
True,0.85040,True,3262.00000,0.42400,3,-30.25451,10,False,Cufflinks,10,50,0.92949,1.00000,True
True,0.80905,True,5546.00000,0.74986,4,-28.29424,10,False,Cufflinks,10,50,0.96304,1.00000,True
True,0.95350,True,4753.00000,0.42155,0,-100.00000,0,False,Cufflinks,10,75,0.39365,0.93297,True
True,0.87586,True,2610.00000,0.35138,1,-27.78397,0,False,Cufflinks,10,75,0.76015,1.00000,True
True,0.85514,True,2782.00000,0.46397,2,-22.72063,0,False,Cufflinks,10,75,0.88893,1.00000,True
True,0.82800,True,3279.00000,0.48607,3,-18.03519,0,False,Cufflinks,10,75,0.95456,1.00000,True
True,0.80086,True,5614.00000,0.78713,4,-18.65135,0,False,Cufflinks,10,75,0.97399,1.00000,True
True,0.96852,True,4670.00000,0.28062,0,-100.00000,10,False,Cufflinks,10,75,0.42441,0.80944,True
True,0.90083,True,2642.00000,0.29463,1,-31.36537,10,False,Cufflinks,10,75,0.75965,1.00000,True
True,0.86994,True,2868.00000,0.39121,2,-27.83057,10,False,Cufflinks,10,75,0.88529,1.00000,True
True,0.84765,True,3144.00000,0.46983,3,-26.61129,10,False,Cufflinks,10,75,0.93702,1.00000,True
True,0.80127,True,5651.00000,0.76997,4,-26.40861,10,False,Cufflinks,10,75,0.97009,1.00000,True
True,0.95451,True,4616.00000,0.41931,0,-100.00000,0,False,Cufflinks,10,100,0.34467,0.93913,True
True,0.87690,True,2494.00000,0.33448,1,-21.51024,0,False,Cufflinks,10,100,0.74980,1.00000,True
True,0.83168,True,2929.00000,0.48645,2,-16.82530,0,False,Cufflinks,10,100,0.88767,1.00000,True
True,0.81790,True,3284.00000,0.55295,3,-15.35644,0,False,Cufflinks,10,100,0.95006,1.00000,True
True,0.78242,True,5598.00000,0.81484,4,-14.44426,0,False,Cufflinks,10,100,0.97642,1.00000,True
True,0.97038,True,4727.00000,0.31656,0,-100.00000,10,False,Cufflinks,10,100,0.40004,0.83532,True
True,0.89372,True,2597.00000,0.30333,1,-25.23781,10,False,Cufflinks,10,100,0.76203,1.00000,True
True,0.84991,True,2845.00000,0.43239,2,-24.13983,10,False,Cufflinks,10,100,0.87417,1.00000,True
True,0.81455,True,3230.00000,0.53559,3,-22.25491,10,False,Cufflinks,10,100,0.94211,1.00000,True
True,0.79325,True,5601.00000,0.80060,4,-22.85323,10,False,Cufflinks,10,100,0.97608,1.00000,True
True,0.97541,True,4636.00000,0.41625,0,-100.00000,0,False,Salmon,10,50,0.38611,0.89599,True
True,0.97260,True,2628.00000,0.28369,1,-63.27447,0,False,Salmon,10,50,0.76446,1.00000,True
True,0.97665,True,2912.00000,0.33394,2,-62.00429,0,False,Salmon,10,50,0.87706,1.00000,True
True,0.97212,True,3192.00000,0.40740,3,-60.68450,0,False,Salmon,10,50,0.92607,1.00000,True
True,0.97905,True,5393.00000,0.66179,4,-60.57670,0,False,Salmon,10,50,0.95587,1.00000,True
True,0.98119,True,4679.00000,0.19625,0,-100.00000,10,False,Salmon,10,50,0.46527,0.70822,True
True,0.96613,True,2657.00000,0.19622,1,-66.20747,10,False,Salmon,10,50,0.72789,1.00000,True
True,0.97144,True,2871.00000,0.25564,2,-65.11292,10,False,Salmon,10,50,0.85406,1.00000,True
True,0.96781,True,3262.00000,0.31730,3,-64.93752,10,False,Salmon,10,50,0.91876,1.00000,True
True,0.98449,True,5546.00000,0.68972,4,-64.73184,10,False,Salmon,10,50,0.96015,1.00000,True
True,0.97770,True,4753.00000,0.39565,0,-100.00000,0,False,Salmon,10,75,0.35157,0.90363,True
True,0.95556,True,2610.00000,0.28613,1,-58.93515,0,False,Salmon,10,75,0.72797,1.00000,True
True,0.96370,True,2782.00000,0.37183,2,-56.17087,0,False,Salmon,10,75,0.86341,1.00000,True
True,0.95913,True,3279.00000,0.40289,3,-54.88283,0,False,Salmon,10,75,0.93169,1.00000,True
True,0.96473,True,5614.00000,0.73676,4,-54.01171,0,False,Salmon,10,75,0.96473,1.00000,True
True,0.98116,True,4670.00000,0.19050,0,-100.00000,10,False,Salmon,10,75,0.42677,0.71299,True
True,0.96783,True,2642.00000,0.20239,1,-60.95767,10,False,Salmon,10,75,0.73808,1.00000,True
True,0.96374,True,2868.00000,0.32556,2,-59.42632,10,False,Salmon,10,75,0.86506,1.00000,True
True,0.96533,True,3144.00000,0.37098,3,-59.76386,10,False,Salmon,10,75,0.92557,1.00000,True
True,0.97983,True,5651.00000,0.71758,4,-60.19836,10,False,Salmon,10,75,0.96602,1.00000,True
True,0.97769,True,4616.00000,0.38884,0,-100.00000,0,False,Salmon,10,100,0.32019,0.91022,True
True,0.94026,True,2494.00000,0.28734,1,-52.76706,0,False,Salmon,10,100,0.72855,1.00000,True
True,0.93069,True,2929.00000,0.38983,2,-49.82479,0,False,Salmon,10,100,0.86309,1.00000,True
True,0.92144,True,3284.00000,0.46453,3,-47.82044,0,False,Salmon,10,100,0.94184,1.00000,True
True,0.91229,True,5598.00000,0.74724,4,-47.36274,0,False,Salmon,10,100,0.96999,1.00000,True
True,0.97588,True,4727.00000,0.21174,0,-100.00000,10,False,Salmon,10,100,0.41675,0.73216,True
True,0.95533,True,2597.00000,0.22698,1,-54.61604,10,False,Salmon,10,100,0.74355,1.00000,True
True,0.95747,True,2845.00000,0.35122,2,-54.37621,10,False,Salmon,10,100,0.86327,1.00000,True
True,0.95418,True,3230.00000,0.42056,3,-54.20663,10,False,Salmon,10,100,0.93560,1.00000,True
True,0.97197,True,5601.00000,0.75219,4,-55.48903,10,False,Salmon,10,100,0.97090,1.00000,True
True,0.91372,True,4636.00000,0.44093,0,-100.00000,0,False,RSEM,10,50,0.46419,0.93583,True
True,0.76636,True,2628.00000,0.40919,1,-13.53071,0,False,RSEM,10,50,0.80403,1.00000,True
True,0.67651,True,2912.00000,0.51110,2,-11.50132,0,False,RSEM,10,50,0.90282,1.00000,True
True,0.63910,True,3192.00000,0.61985,3,-10.98745,0,False,RSEM,10,50,0.95050,1.00000,True
True,0.57000,True,5393.00000,0.83003,4,-10.63292,0,False,RSEM,10,50,0.97664,1.00000,True
True,0.96538,True,4679.00000,0.22271,0,-100.00000,10,False,RSEM,10,50,0.48301,0.74380,True
True,0.93941,True,2657.00000,0.24135,1,-28.37626,10,False,RSEM,10,50,0.74294,1.00000,True
True,0.93069,True,2871.00000,0.34491,2,-28.10182,10,False,RSEM,10,50,0.86277,1.00000,True
True,0.92735,True,3262.00000,0.46405,3,-27.04733,10,False,RSEM,10,50,0.92796,1.00000,True
True,0.95168,True,5546.00000,0.82405,4,-25.24736,10,False,RSEM,10,50,0.97079,1.00000,True
True,0.93036,True,4753.00000,0.43983,0,-100.00000,0,False,RSEM,10,75,0.39323,0.94289,True
True,0.79387,True,2610.00000,0.42130,1,-15.29576,0,False,RSEM,10,75,0.75632,1.00000,True
True,0.68009,True,2782.00000,0.56407,2,-11.74056,0,False,RSEM,10,75,0.89468,1.00000,True
True,0.61635,True,3279.00000,0.62428,3,-10.51082,0,False,RSEM,10,75,0.95547,1.00000,True
True,0.56359,True,5614.00000,0.87020,4,-10.30913,0,False,RSEM,10,75,0.98076,1.00000,True
True,0.97066,True,4670.00000,0.20800,0,-100.00000,10,False,RSEM,10,75,0.42398,0.76468,True
True,0.93111,True,2642.00000,0.26300,1,-28.41011,10,False,RSEM,10,75,0.73316,1.00000,True
True,0.91632,True,2868.00000,0.39629,2,-25.75617,10,False,RSEM,10,75,0.86646,1.00000,True
