"","bias","errors","noise_perc","paired_end","read_depth","read_length","stranded","Cufflinks","Express","RSEM","Kallisto","Sailfish","Salmon"
"39","True","True",10,"False",10,50,"False",0.78023,0.6765,0.73225,0.73344,0.70658,0.70014
"40","True","True",10,"False",10,50,"True",0.79433,0.70011,0.7438,0.74712,0.71362,0.70822
"41","True","True",10,"False",10,75,"False",0.80095,0.68661,0.75644,0.73875,0.71434,0.70571
"42","True","True",10,"False",10,75,"True",0.80944,0.71088,0.76468,0.75098,0.71999,0.71299
"43","True","True",10,"False",30,100,"False",0.79713,0.66923,0.7498,0.71024,0.69022,0.68635
"44","True","True",10,"False",30,100,"True",0.80634,0.69905,0.76478,0.7235,0.69514,0.69345
"45","True","True",10,"False",30,50,"False",0.76108,0.65007,0.7094,0.70774,0.68397,0.68501
"46","True","True",10,"False",30,50,"True",0.78624,0.69253,0.73067,0.73276,0.69972,0.7008
"47","True","True",10,"False",30,75,"False",0.77468,0.65408,0.72514,0.70537,0.68298,0.682
"48","True","True",10,"False",30,75,"True",0.79405,0.69624,0.74785,0.73034,0.69923,0.69785
"49","True","True",10,"False",50,100,"False",0.79177,0.66381,0.74963,0.70482,0.68249,0.68522
"50","True","True",10,"False",50,100,"True",0.81223,0.69694,0.76178,0.71977,0.69356,0.69191
"51","True","True",10,"False",50,50,"False",0.75622,0.64006,0.70208,0.70126,0.67864,0.67883
"52","True","True",10,"False",50,50,"True",0.77226,0.67753,0.72047,0.72141,0.6885,0.6944
"53","True","True",10,"False",50,75,"False",0.76713,0.64702,0.71903,0.69603,0.67584,0.67532
"54","True","True",10,"False",50,75,"True",0.78759,0.68644,0.73791,0.72093,0.68997,0.6912
"55","True","True",10,"True",10,100,"False",0.89791,0.84436,0.88298,0.77289,0.77497,0.76788
"56","True","True",10,"True",10,100,"True",0.89932,0.84865,0.88684,0.77094,0.77246,0.76617
"57","True","True",10,"True",10,50,"False",0.88027,0.83358,0.85454,0.7477,0.74924,0.74395
"58","True","True",10,"True",10,50,"True",0.8855,0.84371,0.86458,0.75377,0.7558,0.74962
"59","True","True",10,"True",10,75,"False",0.89205,0.83916,0.87172,0.76362,0.76525,0.7591
"60","True","True",10,"True",10,75,"True",0.89396,0.84684,0.87795,0.76526,0.76691,0.76048
"61","True","True",10,"True",30,100,"False",0.88569,0.84639,0.87536,0.74589,0.75027,0.74309
"62","True","True",10,"True",30,100,"True",0.88265,0.84605,0.87083,0.73484,0.73735,0.73131
"63","True","True",10,"True",30,50,"False",0.86793,0.83109,0.84696,0.72554,0.73036,0.72448
"64","True","True",10,"True",30,50,"True",0.87018,0.83611,0.84734,0.72487,0.72691,0.72242
"65","True","True",10,"True",30,75,"False",0.87507,0.83361,0.8556,0.7283,0.73173,0.7256
"66","True","True",10,"True",30,75,"True",0.87656,0.83867,0.86012,0.73001,0.7331,0.72702
"67","True","True",10,"True",50,100,"False",0.87504,0.8383,0.86215,0.72199,0.7263,0.71988
"68","True","True",10,"True",50,100,"True",0.87786,0.84245,0.86995,0.72329,0.72943,0.72075
"69","True","True",10,"True",50,50,"False",0.86098,0.82617,0.83764,0.7134,0.71673,0.71327
"70","True","True",10,"True",50,50,"True",0.86516,0.83474,0.84717,0.7176,0.72246,0.71585
"71","True","True",10,"True",50,75,"False",0.86879,0.82832,0.84929,0.71577,0.71954,0.71407
"72","True","True",10,"True",50,75,"True",0.87557,0.84086,0.85902,0.72194,0.72533,0.71984
