absolute percent error,bias,errors,noise_perc,non-zero-perc,paired_end,quant_method,read_depth,read_length,stranded
63.15789,True,True,10,36.41585,False,Cufflinks,10,100,False
68.42105,True,True,10,34.81926,False,Cufflinks,10,100,False
73.68421,True,True,10,33.51776,False,Cufflinks,10,100,False
78.94737,True,True,10,32.34798,False,Cufflinks,10,100,False
84.21053,True,True,10,31.34155,False,Cufflinks,10,100,False
89.47368,True,True,10,30.50374,False,Cufflinks,10,100,False
94.73684,True,True,10,29.63958,False,Cufflinks,10,100,False
100.00000,True,True,10,8.42028,False,Cufflinks,10,100,False
0.00000,True,True,0,100.00000,False,Salmon,10,50,False
5.26316,True,True,0,98.37178,False,Salmon,10,50,False
10.52632,True,True,0,96.72766,False,Salmon,10,50,False
15.78947,True,True,0,94.81305,False,Salmon,10,50,False
21.05263,True,True,0,92.31504,False,Salmon,10,50,False
26.31579,True,True,0,88.73508,False,Salmon,10,50,False
31.57895,True,True,0,83.99364,False,Salmon,10,50,False
36.84211,True,True,0,79.85680,False,Salmon,10,50,False
42.10526,True,True,0,75.06762,False,Salmon,10,50,False
47.36842,True,True,0,70.38982,False,Salmon,10,50,False
52.63158,True,True,0,65.10209,False,Salmon,10,50,False
57.89474,True,True,0,55.87908,False,Salmon,10,50,False
63.15789,True,True,0,46.71440,False,Salmon,10,50,False
68.42105,True,True,0,41.31530,False,Salmon,10,50,False
73.68421,True,True,0,37.40652,False,Salmon,10,50,False
78.94737,True,True,0,34.18191,False,Salmon,10,50,False
84.21053,True,True,0,31.32856,False,Salmon,10,50,False
89.47368,True,True,0,29.11695,False,Salmon,10,50,False
94.73684,True,True,0,27.29250,False,Salmon,10,50,False
100.00000,True,True,0,4.79979,False,Salmon,10,50,False
0.00000,True,True,10,100.00000,False,Salmon,10,50,False
5.26316,True,True,10,98.68839,False,Salmon,10,50,False
10.52632,True,True,10,97.36116,False,Salmon,10,50,False
15.78947,True,True,10,96.05996,False,Salmon,10,50,False
21.05263,True,True,10,94.53495,False,Salmon,10,50,False
26.31579,True,True,10,92.73409,False,Salmon,10,50,False
31.57895,True,True,10,90.49602,False,Salmon,10,50,False
36.84211,True,True,10,87.41998,False,Salmon,10,50,False
42.10526,True,True,10,83.15724,False,Salmon,10,50,False
47.36842,True,True,10,77.94722,False,Salmon,10,50,False
52.63158,True,True,10,72.94020,False,Salmon,10,50,False
57.89474,True,True,10,67.13683,False,Salmon,10,50,False
63.15789,True,True,10,60.42263,False,Salmon,10,50,False
68.42105,True,True,10,50.24723,False,Salmon,10,50,False
73.68421,True,True,10,44.24608,False,Salmon,10,50,False
78.94737,True,True,10,39.55135,False,Salmon,10,50,False
84.21053,True,True,10,35.56446,False,Salmon,10,50,False
89.47368,True,True,10,32.68620,False,Salmon,10,50,False
94.73684,True,True,10,30.20871,False,Salmon,10,50,False
100.00000,True,True,10,8.89502,False,Salmon,10,50,False
0.00000,True,True,0,100.00000,False,Salmon,10,75,False
5.26316,True,True,0,97.98926,False,Salmon,10,75,False
10.52632,True,True,0,95.82061,False,Salmon,10,75,False
15.78947,True,True,0,93.15191,False,Salmon,10,75,False
21.05263,True,True,0,89.66733,False,Salmon,10,75,False
26.31579,True,True,0,84.91420,False,Salmon,10,75,False
31.57895,True,True,0,80.91904,False,Salmon,10,75,False
36.84211,True,True,0,76.73966,False,Salmon,10,75,False
42.10526,True,True,0,71.87072,False,Salmon,10,75,False
47.36842,True,True,0,67.22287,False,Salmon,10,75,False
52.63158,True,True,0,60.10633,False,Salmon,10,75,False
57.89474,True,True,0,49.09991,False,Salmon,10,75,False
63.15789,True,True,0,43.09401,False,Salmon,10,75,False
68.42105,True,True,0,38.76197,False,Salmon,10,75,False
73.68421,True,True,0,35.64586,False,Salmon,10,75,False
78.94737,True,True,0,33.06664,False,Salmon,10,75,False
84.21053,True,True,0,30.90325,False,Salmon,10,75,False
89.47368,True,True,0,29.21360,False,Salmon,10,75,False
94.73684,True,True,0,27.80293,False,Salmon,10,75,False
100.00000,True,True,0,4.70576,False,Salmon,10,75,False
0.00000,True,True,10,100.00000,False,Salmon,10,75,False
5.26316,True,True,10,98.36117,False,Salmon,10,75,False
10.52632,True,True,10,96.58707,False,Salmon,10,75,False
15.78947,True,True,10,94.79736,False,Salmon,10,75,False
21.05263,True,True,10,92.50819,False,Salmon,10,75,False
26.31579,True,True,10,89.54269,False,Salmon,10,75,False
31.57895,True,True,10,85.63550,False,Salmon,10,75,False
36.84211,True,True,10,80.64617,False,Salmon,10,75,False
42.10526,True,True,10,75.96379,False,Salmon,10,75,False
47.36842,True,True,10,70.84959,False,Salmon,10,75,False
52.63158,True,True,10,65.43884,False,Salmon,10,75,False
57.89474,True,True,10,58.25399,False,Salmon,10,75,False
63.15789,True,True,10,49.66443,False,Salmon,10,75,False
68.42105,True,True,10,43.99875,False,Salmon,10,75,False
73.68421,True,True,10,39.98231,False,Salmon,10,75,False
78.94737,True,True,10,36.72025,False,Salmon,10,75,False
84.21053,True,True,10,34.39988,False,Salmon,10,75,False
89.47368,True,True,10,32.18875,False,Salmon,10,75,False
94.73684,True,True,10,30.60195,False,Salmon,10,75,False
100.00000,True,True,10,11.81520,False,Salmon,10,75,False
0.00000,True,True,0,100.00000,False,Salmon,10,100,False
5.26316,True,True,0,96.99562,False,Salmon,10,100,False
10.52632,True,True,0,93.44738,False,Salmon,10,100,False
15.78947,True,True,0,88.77977,False,Salmon,10,100,False
21.05263,True,True,0,84.41312,False,Salmon,10,100,False
26.31579,True,True,0,80.62200,False,Salmon,10,100,False
31.57895,True,True,0,76.13918,False,Salmon,10,100,False
36.84211,True,True,0,71.25508,False,Salmon,10,100,False
42.10526,True,True,0,66.33930,False,Salmon,10,100,False
47.36842,True,True,0,59.21115,False,Salmon,10,100,False
52.63158,True,True,0,49.27398,False,Salmon,10,100,False
57.89474,True,True,0,43.27050,False,Salmon,10,100,False
63.15789,True,True,0,39.56386,False,Salmon,10,100,False
68.42105,True,True,0,36.53836,False,Salmon,10,100,False
73.68421,True,True,0,34.27847,False,Salmon,10,100,False
78.94737,True,True,0,32.34595,False,Salmon,10,100,False
84.21053,True,True,0,30.65104,False,Salmon,10,100,False
89.47368,True,True,0,29.36269,False,Salmon,10,100,False
94.73684,True,True,0,28.44923,False,Salmon,10,100,False
100.00000,True,True,0,4.27161,False,Salmon,10,100,False
0.00000,True,True,10,100.00000,False,Salmon,10,100,False
5.26316,True,True,10,98.32964,False,Salmon,10,100,False
10.52632,True,True,10,96.56971,False,Salmon,10,100,False
15.78947,True,True,10,94.52524,False,Salmon,10,100,False
21.05263,True,True,10,92.06976,False,Salmon,10,100,False
26.31579,True,True,10,89.27179,False,Salmon,10,100,False
31.57895,True,True,10,85.08273,False,Salmon,10,100,False
36.84211,True,True,10,79.97155,False,Salmon,10,100,False
42.10526,True,True,10,75.40837,False,Salmon,10,100,False
47.36842,True,True,10,70.29719,False,Salmon,10,100,False
52.63158,True,True,10,64.49046,False,Salmon,10,100,False
57.89474,True,True,10,57.32954,False,Salmon,10,100,False
63.15789,True,True,10,47.93445,False,Salmon,10,100,False
68.42105,True,True,10,42.58088,False,Salmon,10,100,False
73.68421,True,True,10,38.93983,False,Salmon,10,100,False
78.94737,True,True,10,36.03646,False,Salmon,10,100,False
84.21053,True,True,10,33.72853,False,Salmon,10,100,False
89.47368,True,True,10,32.00548,False,Salmon,10,100,False
94.73684,True,True,10,30.69343,False,Salmon,10,100,False
100.00000,True,True,10,9.44251,False,Salmon,10,100,False
0.00000,True,True,0,100.00000,False,RSEM,10,50,False
5.26316,True,True,0,76.49430,False,RSEM,10,50,False
10.52632,True,True,0,60.27579,False,RSEM,10,50,False
15.78947,True,True,0,52.77645,False,RSEM,10,50,False
21.05263,True,True,0,47.05914,False,RSEM,10,50,False
26.31579,True,True,0,42.67833,False,RSEM,10,50,False
31.57895,True,True,0,39.49085,False,RSEM,10,50,False
36.84211,True,True,0,36.79130,False,RSEM,10,50,False
42.10526,True,True,0,34.54256,False,RSEM,10,50,False
47.36842,True,True,0,32.53248,False,RSEM,10,50,False
52.63158,True,True,0,30.75577,False,RSEM,10,50,False
57.89474,True,True,0,29.05861,False,RSEM,10,50,False
63.15789,True,True,0,27.75391,False,RSEM,10,50,False
68.42105,True,True,0,26.51286,False,RSEM,10,50,False
73.68421,True,True,0,25.54760,False,RSEM,10,50,False
78.94737,True,True,0,24.75206,False,RSEM,10,50,False
84.21053,True,True,0,24.04667,False,RSEM,10,50,False
89.47368,True,True,0,23.31477,False,RSEM,10,50,False
94.73684,True,True,0,22.84275,False,RSEM,10,50,False
100.00000,True,True,0,4.02015,False,RSEM,10,50,False
0.00000,True,True,10,100.00000,False,RSEM,10,50,False
5.26316,True,True,10,97.30911,False,RSEM,10,50,False
10.52632,True,True,10,93.99885,False,RSEM,10,50,False
15.78947,True,True,10,88.56503,False,RSEM,10,50,False
21.05263,True,True,10,75.48535,False,RSEM,10,50,False
26.31579,True,True,10,62.49935,False,RSEM,10,50,False
31.57895,True,True,10,55.97252,False,RSEM,10,50,False
36.84211,True,True,10,51.18930,False,RSEM,10,50,False
42.10526,True,True,10,47.28049,False,RSEM,10,50,False
47.36842,True,True,10,44.12637,False,RSEM,10,50,False
52.63158,True,True,10,41.44069,False,RSEM,10,50,False
57.89474,True,True,10,39.06209,False,RSEM,10,50,False
63.15789,True,True,10,36.99578,False,RSEM,10,50,False
68.42105,True,True,10,35.12205,False,RSEM,10,50,False
73.68421,True,True,10,33.54500,False,RSEM,10,50,False
78.94737,True,True,10,32.17093,False,RSEM,10,50,False
84.21053,True,True,10,31.07271,False,RSEM,10,50,False
89.47368,True,True,10,29.99532,False,RSEM,10,50,False
94.73684,True,True,10,29.08447,False,RSEM,10,50,False
100.00000,True,True,10,9.67054,False,RSEM,10,50,False
0.00000,True,True,0,100.00000,False,RSEM,10,75,False
5.26316,True,True,0,79.38204,False,RSEM,10,75,False
10.52632,True,True,0,63.44352,False,RSEM,10,75,False
15.78947,True,True,0,53.36878,False,RSEM,10,75,False
21.05263,True,True,0,47.38920,False,RSEM,10,75,False
26.31579,True,True,0,43.17297,False,RSEM,10,75,False
31.57895,True,True,0,39.95157,False,RSEM,10,75,False
36.84211,True,True,0,37.23550,False,RSEM,10,75,False
42.10526,True,True,0,35.11422,False,RSEM,10,75,False
47.36842,True,True,0,33.39825,False,RSEM,10,75,False
52.63158,True,True,0,31.74018,False,RSEM,10,75,False
57.89474,True,True,0,30.22950,False,RSEM,10,75,False
63.15789,True,True,0,29.01884,False,RSEM,10,75,False
68.42105,True,True,0,27.92926,False,RSEM,10,75,False
73.68421,True,True,0,27.01863,False,RSEM,10,75,False
78.94737,True,True,0,26.23960,False,RSEM,10,75,False
84.21053,True,True,0,25.59217,False,RSEM,10,75,False
89.47368,True,True,0,25.05527,False,RSEM,10,75,False
94.73684,True,True,0,24.58153,False,RSEM,10,75,False
100.00000,True,True,0,3.99516,False,RSEM,10,75,False
0.00000,True,True,10,100.00000,False,RSEM,10,75,False
5.26316,True,True,10,96.40497,False,RSEM,10,75,False
10.52632,True,True,10,91.60293,False,RSEM,10,75,False
15.78947,True,True,10,82.38905,False,RSEM,10,75,False
21.05263,True,True,10,70.92243,False,RSEM,10,75,False
26.31579,True,True,10,59.40898,False,RSEM,10,75,False
31.57895,True,True,10,53.24385,False,RSEM,10,75,False
36.84211,True,True,10,48.94126,False,RSEM,10,75,False
42.10526,True,True,10,45.48150,False,RSEM,10,75,False
47.36842,True,True,10,42.52640,False,RSEM,10,75,False
52.63158,True,True,10,40.15400,False,RSEM,10,75,False
57.89474,True,True,10,38.04173,False,RSEM,10,75,False
63.15789,True,True,10,36.27803,False,RSEM,10,75,False
68.42105,True,True,10,34.69122,False,RSEM,10,75,False
73.68421,True,True,10,33.18246,False,RSEM,10,75,False
78.94737,True,True,10,31.96504,False,RSEM,10,75,False
84.21053,True,True,10,30.93491,False,RSEM,10,75,False
89.47368,True,True,10,30.23256,False,RSEM,10,75,False
94.73684,True,True,10,29.57703,False,RSEM,10,75,False
100.00000,True,True,10,11.65912,False,RSEM,10,75,False
0.00000,True,True,0,100.00000,False,RSEM,10,100,False
5.26316,True,True,0,86.33508,False,RSEM,10,100,False
10.52632,True,True,0,74.11690,False,RSEM,10,100,False
15.78947,True,True,0,62.83331,False,RSEM,10,100,False
21.05263,True,True,0,51.64475,False,RSEM,10,100,False
26.31579,True,True,0,46.07424,False,RSEM,10,100,False
31.57895,True,True,0,41.92407,False,RSEM,10,100,False
36.84211,True,True,0,38.93025,False,RSEM,10,100,False
42.10526,True,True,0,36.35884,False,RSEM,10,100,False
47.36842,True,True,0,34.31543,False,RSEM,10,100,False
52.63158,True,True,0,32.65220,False,RSEM,10,100,False
57.89474,True,True,0,31.12097,False,RSEM,10,100,False
63.15789,True,True,0,29.95406,False,RSEM,10,100,False
68.42105,True,True,0,28.94028,False,RSEM,10,100,False
73.68421,True,True,0,28.07434,False,RSEM,10,100,False
78.94737,True,True,0,27.31929,False,RSEM,10,100,False
84.21053,True,True,0,26.68568,False,RSEM,10,100,False
89.47368,True,True,0,26.22103,False,RSEM,10,100,False
94.73684,True,True,0,25.77222,False,RSEM,10,100,False
100.00000,True,True,0,3.23143,False,RSEM,10,100,False
0.00000,True,True,10,100.00000,False,RSEM,10,100,False
5.26316,True,True,10,98.22426,False,RSEM,10,100,False
10.52632,True,True,10,96.06386,False,RSEM,10,100,False
15.78947,True,True,10,93.06039,False,RSEM,10,100,False
21.05263,True,True,10,88.48667,False,RSEM,10,100,False
26.31579,True,True,10,79.81874,False,RSEM,10,100,False
31.57895,True,True,10,68.74802,False,RSEM,10,100,False
36.84211,True,True,10,56.51280,False,RSEM,10,100,False
42.10526,True,True,10,48.80915,False,RSEM,10,100,False
47.36842,True,True,10,44.15639,False,RSEM,10,100,False
52.63158,True,True,10,40.80514,False,RSEM,10,100,False
57.89474,True,True,10,38.05986,False,RSEM,10,100,False
63.15789,True,True,10,35.89419,False,RSEM,10,100,False
68.42105,True,True,10,34.17115,False,RSEM,10,100,False
73.68421,True,True,10,32.65887,False,RSEM,10,100,False
78.94737,True,True,10,31.39952,False,RSEM,10,100,False
84.21053,True,True,10,30.36674,False,RSEM,10,100,False
89.47368,True,True,10,29.57635,False,RSEM,10,100,False
94.73684,True,True,10,28.95985,False,RSEM,10,100,False
100.00000,True,True,10,7.83012,False,RSEM,10,100,False
0.00000,True,True,0,100.00000,False,Kallisto,10,50,False
5.26316,True,True,0,90.33678,False,Kallisto,10,50,False
10.52632,True,True,0,79.96287,False,Kallisto,10,50,False
15.78947,True,True,0,70.84063,False,Kallisto,10,50,False
21.05263,True,True,0,62.63060,False,Kallisto,10,50,False
26.31579,True,True,0,51.46645,False,Kallisto,10,50,False
31.57895,True,True,0,43.88226,False,Kallisto,10,50,False
36.84211,True,True,0,39.42190,False,Kallisto,10,50,False
42.10526,True,True,0,36.30337,False,Kallisto,10,50,False
47.36842,True,True,0,33.74171,False,Kallisto,10,50,False
52.63158,True,True,0,31.62026,False,Kallisto,10,50,False
57.89474,True,True,0,29.63670,False,Kallisto,10,50,False
63.15789,True,True,0,27.90772,False,Kallisto,10,50,False
68.42105,True,True,0,26.54468,False,Kallisto,10,50,False
73.68421,True,True,0,25.43622,False,Kallisto,10,50,False
78.94737,True,True,0,24.51870,False,Kallisto,10,50,False
84.21053,True,True,0,23.64360,False,Kallisto,10,50,False
89.47368,True,True,0,22.97534,False,Kallisto,10,50,False
94.73684,True,True,0,22.26465,False,Kallisto,10,50,False
100.00000,True,True,0,4.19517,False,Kallisto,10,50,False
0.00000,True,True,10,100.00000,False,Kallisto,10,50,False
5.26316,True,True,10,94.97736,False,Kallisto,10,50,False
10.52632,True,True,10,88.59106,False,Kallisto,10,50,False
15.78947,True,True,10,82.62114,False,Kallisto,10,50,False
21.05263,True,True,10,76.56274,False,Kallisto,10,50,False
26.31579,True,True,10,70.14521,False,Kallisto,10,50,False
31.57895,True,True,10,64.11805,False,Kallisto,10,50,False
36.84211,True,True,10,55.95170,False,Kallisto,10,50,False
42.10526,True,True,10,48.57648,False,Kallisto,10,50,False
47.36842,True,True,10,44.05871,False,Kallisto,10,50,False
52.63158,True,True,10,40.89939,False,Kallisto,10,50,False
57.89474,True,True,10,38.45834,False,Kallisto,10,50,False
63.15789,True,True,10,36.24629,False,Kallisto,10,50,False
68.42105,True,True,10,34.35695,False,Kallisto,10,50,False
73.68421,True,True,10,32.57690,False,Kallisto,10,50,False
78.94737,True,True,10,31.17160,False,Kallisto,10,50,False
84.21053,True,True,10,29.78712,False,Kallisto,10,50,False
89.47368,True,True,10,28.77219,False,Kallisto,10,50,False
94.73684,True,True,10,27.71040,False,Kallisto,10,50,False
100.00000,True,True,10,9.24374,False,Kallisto,10,50,False
0.00000,True,True,0,100.00000,False,Kallisto,10,75,False
5.26316,True,True,0,90.79377,False,Kallisto,10,75,False
10.52632,True,True,0,80.65059,False,Kallisto,10,75,False
15.78947,True,True,0,71.82335,False,Kallisto,10,75,False
21.05263,True,True,0,63.61722,False,Kallisto,10,75,False
26.31579,True,True,0,52.42657,False,Kallisto,10,75,False
31.57895,True,True,0,44.08885,False,Kallisto,10,75,False
36.84211,True,True,0,40.00421,False,Kallisto,10,75,False
42.10526,True,True,0,36.76703,False,Kallisto,10,75,False
47.36842,True,True,0,34.44573,False,Kallisto,10,75,False
52.63158,True,True,0,32.37709,False,Kallisto,10,75,False
57.89474,True,True,0,30.61375,False,Kallisto,10,75,False
63.15789,True,True,0,29.15570,False,Kallisto,10,75,False
68.42105,True,True,0,27.89241,False,Kallisto,10,75,False
73.68421,True,True,0,26.97126,False,Kallisto,10,75,False
78.94737,True,True,0,25.95010,False,Kallisto,10,75,False
84.21053,True,True,0,25.22371,False,Kallisto,10,75,False
89.47368,True,True,0,24.49732,False,Kallisto,10,75,False
94.73684,True,True,0,23.96568,False,Kallisto,10,75,False
100.00000,True,True,0,4.18465,False,Kallisto,10,75,False
0.00000,True,True,10,100.00000,False,Kallisto,10,75,False
5.26316,True,True,10,93.56433,False,Kallisto,10,75,False
10.52632,True,True,10,86.60840,False,Kallisto,10,75,False
15.78947,True,True,10,80.28198,False,Kallisto,10,75,False
21.05263,True,True,10,74.18449,False,Kallisto,10,75,False
26.31579,True,True,10,67.87888,False,Kallisto,10,75,False
31.57895,True,True,10,61.17788,False,Kallisto,10,75,False
36.84211,True,True,10,52.60913,False,Kallisto,10,75,False
42.10526,True,True,10,46.99547,False,Kallisto,10,75,False
47.36842,True,True,10,43.40045,False,Kallisto,10,75,False
52.63158,True,True,10,40.38291,False,Kallisto,10,75,False
57.89474,True,True,10,38.07814,False,Kallisto,10,75,False
63.15789,True,True,10,35.97107,False,Kallisto,10,75,False
68.42105,True,True,10,34.28021,False,Kallisto,10,75,False
73.68421,True,True,10,32.77145,False,Kallisto,10,75,False
78.94737,True,True,10,31.43957,False,Kallisto,10,75,False
84.21053,True,True,10,30.31580,False,Kallisto,10,75,False
89.47368,True,True,10,29.47817,False,Kallisto,10,75,False
94.73684,True,True,10,28.70818,False,Kallisto,10,75,False
100.00000,True,True,10,11.80480,False,Kallisto,10,75,False
0.00000,True,True,0,100.00000,False,Kallisto,10,100,False
5.26316,True,True,0,90.81261,False,Kallisto,10,100,False
10.52632,True,True,0,81.17641,False,Kallisto,10,100,False
15.78947,True,True,0,71.53493,False,Kallisto,10,100,False
21.05263,True,True,0,62.10993,False,Kallisto,10,100,False
26.31579,True,True,0,51.48635,False,Kallisto,10,100,False
31.57895,True,True,0,44.53773,False,Kallisto,10,100,False
36.84211,True,True,0,40.53012,False,Kallisto,10,100,False
42.10526,True,True,0,37.55742,False,Kallisto,10,100,False
47.36842,True,True,0,35.11801,False,Kallisto,10,100,False
52.63158,True,True,0,33.23301,False,Kallisto,10,100,False
57.89474,True,True,0,31.62258,False,Kallisto,10,100,False
63.15789,True,True,0,30.11775,False,Kallisto,10,100,False
68.42105,True,True,0,28.99836,False,Kallisto,10,100,False
73.68421,True,True,0,28.06906,False,Kallisto,10,100,False
78.94737,True,True,0,27.28761,False,Kallisto,10,100,False
84.21053,True,True,0,26.55895,False,Kallisto,10,100,False
89.47368,True,True,0,25.90422,False,Kallisto,10,100,False
94.73684,True,True,0,25.45013,False,Kallisto,10,100,False
100.00000,True,True,0,3.90728,False,Kallisto,10,100,False
0.00000,True,True,10,100.00000,False,Kallisto,10,100,False
5.26316,True,True,10,93.86131,False,Kallisto,10,100,False
10.52632,True,True,10,86.77943,False,Kallisto,10,100,False
15.78947,True,True,10,80.78828,False,Kallisto,10,100,False
21.05263,True,True,10,74.86563,False,Kallisto,10,100,False
26.31579,True,True,10,68.58468,False,Kallisto,10,100,False
31.57895,True,True,10,62.00337,False,Kallisto,10,100,False
