bias,error-frac,errors,expressed-tpms,log-tpm-rho,median-percent-error,noise_perc,paired_end,quant_method,read_depth,read_length,sensitivity,specificity,stranded
True,0.96731,True,18907,0.83792,-55.11870,10,False,Salmon,50,75,0.85476,0.67532,False
True,0.93095,True,18885,0.90572,-45.79447,0,False,Salmon,50,100,0.87032,0.90755,False
True,0.96602,True,19071,0.86059,-52.39140,10,False,Salmon,50,100,0.86356,0.68522,False
True,0.56423,True,18932,0.93846,-8.20095,0,False,RSEM,50,50,0.90149,0.94253,False
True,0.94868,True,18902,0.88051,-25.13972,10,False,RSEM,50,50,0.87086,0.70208,False
True,0.58168,True,18988,0.94396,-8.57282,0,False,RSEM,50,75,0.89667,0.94886,False
True,0.92701,True,18907,0.88781,-24.04400,10,False,RSEM,50,75,0.87005,0.71903,False
True,0.86709,True,18885,0.94583,-22.12225,0,False,RSEM,50,100,0.89293,0.95287,False
True,0.95926,True,19071,0.90731,-32.79643,10,False,RSEM,50,100,0.87242,0.74963,False
True,0.78428,True,18932,0.94246,-16.02583,0,False,Kallisto,50,50,0.90846,0.93852,False
True,0.86864,True,18902,0.88939,-27.78191,10,False,Kallisto,50,50,0.88081,0.70126,False
True,0.78992,True,18988,0.94634,-14.24577,0,False,Kallisto,50,75,0.90236,0.94289,False
True,0.86772,True,18907,0.88873,-27.06816,10,False,Kallisto,50,75,0.88121,0.69603,False
True,0.78883,True,18885,0.94805,-15.13810,0,False,Kallisto,50,100,0.90442,0.94071,False
True,0.85816,True,19071,0.90208,-25.52035,10,False,Kallisto,50,100,0.88454,0.70482,False
True,0.86922,True,18932,0.93415,-30.91111,0,False,Express,50,50,0.87365,0.92500,False
True,0.94154,True,18902,0.86391,-41.68741,10,False,Express,50,50,0.85457,0.64006,False
True,0.84569,True,18988,0.94045,-24.47881,0,False,Express,50,75,0.86865,0.93375,False
True,0.92802,True,18907,0.86430,-38.55203,10,False,Express,50,75,0.84984,0.64702,False
True,0.83993,True,18885,0.94695,-23.37387,0,False,Express,50,100,0.87090,0.93762,False
True,0.91500,True,19071,0.88381,-34.93091,10,False,Express,50,100,0.85355,0.66381,False
True,0.83303,True,18932,0.90885,-29.62495,0,False,Sailfish,50,50,0.88929,0.91156,False
True,0.94276,True,18902,0.84636,-41.06544,10,False,Sailfish,50,50,0.86684,0.67864,False
True,0.80709,True,18988,0.92264,-23.75661,0,False,Sailfish,50,75,0.89341,0.92093,False
True,0.92929,True,18907,0.85383,-37.07633,10,False,Sailfish,50,75,0.86989,0.67584,False
True,0.80090,True,18885,0.93088,-21.72593,0,False,Sailfish,50,100,0.89680,0.92445,False
True,0.91815,True,19071,0.87354,-33.95448,10,False,Sailfish,50,100,0.87547,0.68249,False
True,0.92404,True,18892,0.84503,-37.23031,0,False,Cufflinks,50,50,0.85714,0.92694,True
True,0.87896,True,19076,0.82997,-28.47985,10,False,Cufflinks,50,50,0.86009,0.77226,True
True,0.83631,True,18822,0.89763,-20.40863,0,False,Cufflinks,50,75,0.88163,0.92854,True
True,0.88191,True,18927,0.85970,-25.98651,10,False,Cufflinks,50,75,0.86744,0.78759,True
True,0.82634,True,18778,0.90606,-17.66208,0,False,Cufflinks,50,100,0.88146,0.93733,True
True,0.90655,True,19026,0.84626,-28.29792,10,False,Cufflinks,50,100,0.85578,0.81223,True
True,0.97110,True,18892,0.83362,-60.02299,0,False,Salmon,50,50,0.82876,0.89439,True
True,0.97903,True,19076,0.78542,-68.38337,10,False,Salmon,50,50,0.81789,0.69440,True
True,0.95117,True,18822,0.86746,-54.31475,0,False,Salmon,50,75,0.84332,0.90068,True
True,0.97089,True,18927,0.81972,-58.40188,10,False,Salmon,50,75,0.84134,0.69120,True
True,0.91778,True,18778,0.88582,-47.05366,0,False,Salmon,50,100,0.85691,0.90708,True
True,0.96111,True,19026,0.83973,-52.72931,10,False,Salmon,50,100,0.85635,0.69191,True
True,0.65806,True,18892,0.90201,-10.89416,0,False,RSEM,50,50,0.88461,0.93632,True
True,0.95057,True,19076,0.84390,-27.70243,10,False,RSEM,50,50,0.85055,0.72047,True
True,0.67915,True,18822,0.92439,-11.63020,0,False,RSEM,50,75,0.88774,0.94270,True
True,0.91832,True,18927,0.87615,-23.54518,10,False,RSEM,50,75,0.86532,0.73791,True
True,0.82149,True,18778,0.93475,-20.61851,0,False,RSEM,50,100,0.88588,0.95022,True
True,0.91927,True,19026,0.89207,-25.91147,10,False,RSEM,50,100,0.86781,0.76178,True
True,0.78763,True,18892,0.93722,-19.08498,0,False,Kallisto,50,50,0.90726,0.93857,True
True,0.88085,True,19076,0.88086,-29.83823,10,False,Kallisto,50,50,0.87109,0.72141,True
True,0.79083,True,18822,0.94408,-17.41601,0,False,Kallisto,50,75,0.90288,0.94186,True
True,0.86406,True,18927,0.89209,-27.84379,10,False,Kallisto,50,75,0.87991,0.72093,True
True,0.79098,True,18778,0.94760,-16.53674,0,False,Kallisto,50,100,0.89999,0.94279,True
True,0.86660,True,19026,0.89795,-26.84795,10,False,Kallisto,50,100,0.88011,0.71977,True
True,0.88355,True,18892,0.90098,-35.26660,0,False,Express,50,50,0.86566,0.92224,True
True,0.95093,True,19076,0.82664,-45.30240,10,False,Express,50,50,0.84148,0.67753,True
True,0.86558,True,18822,0.92330,-30.11571,0,False,Express,50,75,0.86202,0.92913,True
True,0.93433,True,18927,0.86094,-40.52510,10,False,Express,50,75,0.84535,0.68644,True
True,0.84327,True,18778,0.93497,-24.91959,0,False,Express,50,100,0.85968,0.93802,True
True,0.92121,True,19026,0.87197,-36.56111,10,False,Express,50,100,0.84279,0.69694,True
True,0.86142,True,18892,0.86799,-34.73868,0,False,Sailfish,50,50,0.87471,0.90698,True
True,0.94952,True,19076,0.80787,-44.84234,10,False,Sailfish,50,50,0.84766,0.68850,True
True,0.84385,True,18822,0.90073,-29.57619,0,False,Sailfish,50,75,0.88583,0.91542,True
True,0.93079,True,18927,0.84272,-39.19525,10,False,Sailfish,50,75,0.86263,0.68997,True
True,0.81777,True,18778,0.91848,-24.04257,0,False,Sailfish,50,100,0.89008,0.92338,True
True,0.92347,True,19026,0.86015,-35.20125,10,False,Sailfish,50,100,0.87049,0.69356,True
True,0.83404,True,18757,0.90154,-18.67826,0,False,Cufflinks,30,50,0.87397,0.92662,False
True,0.85289,True,18992,0.87316,-26.95961,10,False,Cufflinks,30,50,0.86905,0.76108,False
True,0.83359,True,18749,0.90951,-18.49876,0,False,Cufflinks,30,75,0.86421,0.93210,False
True,0.84744,True,18767,0.87179,-25.75783,10,False,Cufflinks,30,75,0.85762,0.77468,False
True,0.82596,True,19030,0.91631,-16.84197,0,False,Cufflinks,30,100,0.85696,0.93734,False
True,0.83990,True,18838,0.88542,-22.94624,10,False,Cufflinks,30,100,0.85450,0.79713,False
True,0.97398,True,18757,0.87693,-58.78225,0,False,Salmon,30,50,0.84251,0.89890,False
True,0.97341,True,18992,0.83205,-61.56398,10,False,Salmon,30,50,0.83772,0.68501,False
True,0.95386,True,18749,0.89495,-52.33044,0,False,Salmon,30,75,0.84143,0.90644,False
True,0.97250,True,18767,0.83303,-57.79328,10,False,Salmon,30,75,0.83626,0.68200,False
True,0.93200,True,19030,0.90537,-46.90330,0,False,Salmon,30,100,0.83815,0.91059,False
True,0.96332,True,18838,0.85118,-53.47960,10,False,Salmon,30,100,0.84871,0.68635,False
True,0.56800,True,18757,0.93918,-8.24848,0,False,RSEM,30,50,0.88298,0.94263,False
True,0.94182,True,18992,0.88477,-23.83155,10,False,RSEM,30,50,0.86484,0.70940,False
True,0.61689,True,18749,0.93941,-9.76725,0,False,RSEM,30,75,0.87151,0.94778,False
True,0.92641,True,18767,0.88364,-23.92175,10,False,RSEM,30,75,0.85219,0.72514,False
True,0.72648,True,19030,0.94365,-15.77487,0,False,RSEM,30,100,0.86306,0.95153,False
True,0.93147,True,18838,0.89717,-27.37745,10,False,RSEM,30,100,0.85221,0.74980,False
True,0.78771,True,18757,0.94259,-17.56685,0,False,Kallisto,30,50,0.89167,0.93882,False
True,0.87126,True,18992,0.89399,-28.64624,10,False,Kallisto,30,50,0.87237,0.70774,False
True,0.79252,True,18749,0.94267,-17.30988,0,False,Kallisto,30,75,0.87967,0.94283,False
True,0.86775,True,18767,0.88411,-27.57214,10,False,Kallisto,30,75,0.85890,0.70537,False
True,0.79947,True,19030,0.94504,-16.96526,0,False,Kallisto,30,100,0.87047,0.94377,False
True,0.87759,True,18838,0.89436,-28.48056,10,False,Kallisto,30,100,0.86347,0.71024,False
True,0.87013,True,18757,0.93243,-31.36692,0,False,Express,30,50,0.86192,0.92429,False
True,0.93950,True,18992,0.86568,-41.71119,10,False,Express,30,50,0.84651,0.65007,False
True,0.85498,True,18749,0.93925,-27.58558,0,False,Express,30,75,0.84618,0.93081,False
True,0.93275,True,18767,0.86312,-40.43664,10,False,Express,30,75,0.82640,0.65408,False
True,0.84724,True,19030,0.94226,-24.48864,0,False,Express,30,100,0.84036,0.93329,False
True,0.92260,True,18838,0.87270,-37.52955,10,False,Express,30,100,0.83379,0.66923,False
True,0.83835,True,18757,0.90576,-29.84383,0,False,Sailfish,30,50,0.88036,0.91348,False
True,0.93882,True,18992,0.85239,-40.48998,10,False,Sailfish,30,50,0.86110,0.68397,False
True,0.82399,True,18749,0.92049,-26.63018,0,False,Sailfish,30,75,0.87109,0.92321,False
True,0.93430,True,18767,0.84976,-37.75579,10,False,Sailfish,30,75,0.85203,0.68298,False
True,0.80778,True,19030,0.92769,-22.27519,0,False,Sailfish,30,100,0.86469,0.92796,False
True,0.92377,True,18838,0.86553,-35.73873,10,False,Sailfish,30,100,0.85758,0.69022,False
True,0.85066,True,18849,0.86633,-23.21073,0,False,Cufflinks,30,50,0.85973,0.92364,True
True,0.90230,True,19058,0.81185,-32.43865,10,False,Cufflinks,30,50,0.84280,0.78624,True
True,0.86140,True,19012,0.88635,-22.09983,0,False,Cufflinks,30,75,0.85819,0.92940,True
True,0.86199,True,19230,0.85958,-25.88631,10,False,Cufflinks,30,75,0.85757,0.79405,True
True,0.83219,True,18670,0.89950,-18.09576,0,False,Cufflinks,30,100,0.85420,0.93759,True
True,0.86136,True,19114,0.87429,-23.12506,10,False,Cufflinks,30,100,0.84409,0.80634,True
True,0.97029,True,18849,0.83228,-59.99354,0,False,Salmon,30,50,0.81957,0.89291,True
True,0.97466,True,19058,0.78466,-63.38373,10,False,Salmon,30,50,0.81981,0.70080,True
True,0.96208,True,19012,0.85872,-58.01902,0,False,Salmon,30,75,0.82264,0.89962,True
True,0.96958,True,19230,0.81747,-58.84053,10,False,Salmon,30,75,0.83718,0.69785,True
True,0.94960,True,18670,0.87493,-52.12178,0,False,Salmon,30,100,0.82871,0.90749,True
True,0.96610,True,19114,0.83237,-55.19667,10,False,Salmon,30,100,0.83975,0.69345,True
True,0.68455,True,18849,0.89461,-12.00178,0,False,RSEM,30,50,0.86461,0.93455,True
True,0.94281,True,19058,0.84763,-25.52520,10,False,RSEM,30,50,0.84489,0.73067,True
True,0.70766,True,19012,0.91583,-13.15783,0,False,RSEM,30,75,0.86640,0.94173,True
True,0.92793,True,19230,0.87009,-24.48664,10,False,RSEM,30,75,0.85117,0.74785,True
True,0.80766,True,18670,0.92588,-20.14774,0,False,RSEM,30,100,0.85795,0.94962,True
True,0.96301,True,19114,0.88567,-35.56473,10,False,RSEM,30,100,0.84279,0.76478,True
True,0.80275,True,18849,0.92802,-18.97868,0,False,Kallisto,30,50,0.88843,0.93712,True
True,0.87103,True,19058,0.88268,-29.17281,10,False,Kallisto,30,50,0.86263,0.73276,True
True,0.79976,True,19012,0.93677,-18.37151,0,False,Kallisto,30,75,0.88165,0.94241,True
True,0.86625,True,19230,0.89068,-27.64978,10,False,Kallisto,30,75,0.86719,0.73034,True
True,0.78956,True,18670,0.94052,-19.54113,0,False,Kallisto,30,100,0.87402,0.94611,True
True,0.87820,True,19114,0.88708,-28.76155,10,False,Kallisto,30,100,0.85607,0.72350,True
True,0.88344,True,18849,0.90235,-35.35953,0,False,Express,30,50,0.84482,0.91950,True
True,0.94622,True,19058,0.83451,-44.71358,10,False,Express,30,50,0.83073,0.69253,True
True,0.87161,True,19012,0.91941,-31.92361,0,False,Express,30,75,0.84510,0.92624,True
True,0.93640,True,19230,0.85484,-41.40343,10,False,Express,30,75,0.83255,0.69624,True
True,0.85303,True,18670,0.93082,-28.55742,0,False,Express,30,100,0.83433,0.93383,True
True,0.92498,True,19114,0.86055,-37.74384,10,False,Express,30,100,0.82249,0.69905,True
True,0.87044,True,18849,0.86433,-35.20872,0,False,Sailfish,30,50,0.86143,0.90544,True
True,0.94412,True,19058,0.81046,-43.28326,10,False,Sailfish,30,50,0.84217,0.69972,True
True,0.85073,True,19012,0.89558,-30.72916,0,False,Sailfish,30,75,0.86335,0.91586,True
True,0.93333,True,19230,0.83922,-39.36810,10,False,Sailfish,30,75,0.85268,0.69923,True
True,0.82844,True,18670,0.91185,-26.63430,0,False,Sailfish,30,100,0.86090,0.92615,True
True,0.92806,True,19114,0.85107,-37.43429,10,False,Sailfish,30,100,0.85016,0.69514,True
True,0.86408,True,18923,0.93285,-22.24297,0,True,Cufflinks,10,50,0.80373,0.96211,False
True,0.86011,True,18808,0.92149,-20.94868,10,True,Cufflinks,10,50,0.80918,0.88027,False
True,0.86377,True,18917,0.93210,-20.36930,0,True,Cufflinks,10,75,0.77623,0.96309,False
True,0.86669,True,18994,0.92063,-23.90958,10,True,Cufflinks,10,75,0.78341,0.89205,False
True,0.87056,True,18696,0.92209,-22.97671,0,True,Cufflinks,10,100,0.74454,0.96678,False
True,0.86997,True,18780,0.91305,-23.23407,10,True,Cufflinks,10,100,0.75197,0.89791,False
True,0.85753,True,18923,0.93541,-32.79815,0,True,Salmon,10,50,0.79147,0.95694,False
True,0.93917,True,18808,0.87540,-42.81352,10,True,Salmon,10,50,0.81359,0.74395,False
True,0.86361,True,18917,0.93190,-33.43139,0,True,Salmon,10,75,0.76455,0.95614,False
True,0.93040,True,18994,0.88852,-40.98725,10,True,Salmon,10,75,0.79399,0.75910,False
True,0.86858,True,18696,0.92411,-31.87213,0,True,Salmon,10,100,0.73674,0.95810,False
True,0.93440,True,18780,0.87821,-43.58551,10,True,Salmon,10,100,0.76832,0.76788,False
True,0.84447,True,18923,0.94655,-32.81784,0,True,RSEM,10,50,0.80870,0.96447,False
True,0.87293,True,18808,0.92844,-34.53500,10,True,RSEM,10,50,0.81199,0.85454,False
True,0.84855,True,18917,0.94497,-33.35156,0,True,RSEM,10,75,0.77977,0.96458,False
True,0.86311,True,18994,0.93039,-34.24290,10,True,RSEM,10,75,0.78904,0.87172,False
True,0.85558,True,18696,0.93745,-33.64438,0,True,RSEM,10,100,0.75075,0.96834,False
True,0.86720,True,18780,0.92310,-34.32758,10,True,RSEM,10,100,0.75698,0.88298,False
True,0.84479,True,18923,0.94228,-28.87213,0,True,Kallisto,10,50,0.80104,0.96434,False
True,0.93912,True,18808,0.87462,-42.37831,10,True,Kallisto,10,50,0.81125,0.74770,False
True,0.84797,True,18917,0.94406,-28.71744,0,True,Kallisto,10,75,0.77703,0.96630,False
True,0.92856,True,18994,0.89038,-40.13333,10,True,Kallisto,10,75,0.79657,0.76362,False
True,0.86473,True,18696,0.93681,-27.52640,0,True,Kallisto,10,100,0.74973,0.96834,False
True,0.93072,True,18780,0.88208,-41.80956,10,True,Kallisto,10,100,0.77215,0.77289,False
True,0.86841,True,18923,0.94783,-27.03645,0,True,Express,10,50,0.80690,0.94456,False
True,0.87872,True,18808,0.91949,-30.08127,10,True,Express,10,50,0.79684,0.83358,False
True,0.87408,True,18917,0.94468,-27.36078,0,True,Express,10,75,0.78554,0.93870,False
True,0.88117,True,18994,0.92186,-30.05592,10,True,Express,10,75,0.78456,0.83916,False
True,0.87746,True,18696,0.93997,-28.05178,0,True,Express,10,100,0.76364,0.93784,False
True,0.88578,True,18780,0.91771,-32.40251,10,True,Express,10,100,0.76368,0.84436,False
True,0.85314,True,18923,0.94199,-34.46243,0,True,Sailfish,10,50,0.80003,0.96402,False
True,0.95661,True,18808,0.87536,-48.26834,10,True,Sailfish,10,50,0.81072,0.74924,False
True,0.85812,True,18917,0.94369,-35.56181,0,True,Sailfish,10,75,0.77634,0.96612,False
True,0.95304,True,18994,0.89110,-47.46635,10,True,Sailfish,10,75,0.79704,0.76525,False
True,0.85986,True,18696,0.93627,-34.37207,0,True,Sailfish,10,100,0.74957,0.96787,False
True,0.95069,True,18780,0.88258,-47.73208,10,True,Sailfish,10,100,0.77263,0.77497,False
True,0.86054,True,19030,0.93467,-18.30187,0,True,Cufflinks,10,50,0.81067,0.96157,True
True,0.86001,True,18716,0.91988,-21.41277,10,True,Cufflinks,10,50,0.80963,0.88550,True
True,0.86125,True,18825,0.93241,-19.74183,0,True,Cufflinks,10,75,0.77790,0.96491,True
True,0.86109,True,18868,0.91957,-22.01274,10,True,Cufflinks,10,75,0.78185,0.89396,True
True,0.86416,True,18986,0.92911,-22.98253,0,True,Cufflinks,10,100,0.74913,0.96655,True
True,0.87209,True,18638,0.91642,-25.94083,10,True,Cufflinks,10,100,0.75630,0.89932,True
True,0.85554,True,19030,0.93689,-31.40978,0,True,Salmon,10,50,0.80021,0.95663,True
True,0.94481,True,18716,0.88407,-44.27253,10,True,Salmon,10,50,0.81299,0.74962,True
True,0.86481,True,18825,0.93480,-32.32404,0,True,Salmon,10,75,0.76611,0.95783,True
True,0.93264,True,18868,0.88793,-41.78808,10,True,Salmon,10,75,0.79012,0.76048,True
True,0.86806,True,18986,0.92811,-33.18819,0,True,Salmon,10,100,0.74176,0.95809,True
True,0.93798,True,18638,0.88344,-43.40432,10,True,Salmon,10,100,0.77192,0.76617,True
True,0.84073,True,19030,0.95097,-31.63514,0,True,RSEM,10,50,0.81697,0.96683,True
True,0.93140,True,18716,0.93160,-41.27601,10,True,RSEM,10,50,0.81230,0.86458,True
True,0.88308,True,18825,0.94765,-39.02061,0,True,RSEM,10,75,0.78098,0.96972,True
True,0.88388,True,18868,0.93047,-37.56788,10,True,RSEM,10,75,0.78514,0.87795,True
True,0.85152,True,18986,0.94126,-32.58490,0,True,RSEM,10,100,0.75424,0.97021,True
True,0.86356,True,18638,0.92541,-34.67609,10,True,RSEM,10,100,0.76135,0.88684,True
True,0.84351,True,19030,0.94356,-27.14023,0,True,Kallisto,10,50,0.80741,0.96454,True
True,0.94352,True,18716,0.88323,-43.84177,10,True,Kallisto,10,50,0.81043,0.75377,True
True,0.85514,True,18825,0.94602,-27.52212,0,True,Kallisto,10,75,0.77950,0.96728,True
True,0.93338,True,18868,0.89031,-40.88361,10,True,Kallisto,10,75,0.79272,0.76526,True
True,0.85510,True,18986,0.94054,-28.19321,0,True,Kallisto,10,100,0.75387,0.96748,True
True,0.93417,True,18638,0.88710,-41.68914,10,True,Kallisto,10,100,0.77455,0.77094,True
True,0.86621,True,19030,0.94899,-23.49552,0,True,Express,10,50,0.81046,0.94946,True
True,0.87503,True,18716,0.92464,-30.11925,10,True,Express,10,50,0.80006,0.84371,True
True,0.86890,True,18825,0.94618,-25.34262,0,True,Express,10,75,0.79246,0.94547,True
True,0.88239,True,18868,0.92502,-31.52469,10,True,Express,10,75,0.78689,0.84684,True
True,0.88212,True,18986,0.94311,-27.92421,0,True,Express,10,100,0.76883,0.94189,True
True,0.88320,True,18638,0.92185,-33.74776,10,True,Express,10,100,0.76548,0.84865,True
True,0.85970,True,19030,0.94443,-36.05995,0,True,Sailfish,10,50,0.80594,0.96445,True
True,0.96906,True,18716,0.88462,-53.73043,10,True,Sailfish,10,50,0.80835,0.75580,True
True,0.87644,True,18825,0.94639,-38.96097,0,True,Sailfish,10,75,0.77817,0.96735,True
True,0.95718,True,18868,0.89132,-48.43783,10,True,Sailfish,10,75,0.79208,0.76691,True
