bias,error-frac,errors,expressed-tpms,log-tpm-rho,median-percent-error,noise_perc,paired_end,quant_method,read_depth,read_length,sensitivity,specificity,stranded,unique sequence length
True,0.97017,True,1274.00000,0.90449,-34.74474,10,False,RSEM,10,100,0.93721,0.54359,False,4
True,0.83024,True,8300.00000,0.90787,-23.75074,0,False,Kallisto,10,50,0.78470,0.92296,False,0
True,0.80408,True,3037.00000,0.91424,-19.23260,0,False,Kallisto,10,50,0.79816,0.92260,False,1
True,0.77627,True,3473.00000,0.94245,-9.72942,0,False,Kallisto,10,50,0.82983,0.94052,False,2
True,0.72593,True,2846.00000,0.97432,-10.93059,0,False,Kallisto,10,50,0.87878,0.97584,False,3
True,0.97665,True,1199.00000,0.98392,-25.49397,0,False,Kallisto,10,50,0.92410,0.98902,False,4
True,0.91859,True,8340.00000,0.85707,-38.29065,10,False,Kallisto,10,50,0.76643,0.78368,False,0
True,0.88941,True,3219.00000,0.86625,-33.82485,10,False,Kallisto,10,50,0.79062,0.77002,False,1
True,0.85714,True,3556.00000,0.89254,-23.07629,10,False,Kallisto,10,50,0.83549,0.72305,False,2
True,0.83638,True,2842.00000,0.92538,-19.77885,10,False,Kallisto,10,50,0.91063,0.66159,False,3
True,0.96099,True,1256.00000,0.91582,-33.18176,10,False,Kallisto,10,50,0.95541,0.50656,False,4
True,0.83478,True,8153.00000,0.91248,-23.89229,0,False,Kallisto,10,75,0.76659,0.93132,False,0
True,0.81422,True,3235.00000,0.91084,-19.07301,0,False,Kallisto,10,75,0.79196,0.93222,False,1
True,0.78604,True,3496.00000,0.94602,-10.86723,0,False,Kallisto,10,75,0.79777,0.94528,False,2
True,0.74122,True,2848.00000,0.97310,-11.91193,0,False,Kallisto,10,75,0.85288,0.97724,False,3
True,0.96761,True,1266.00000,0.97331,-25.91741,0,False,Kallisto,10,75,0.93128,0.99063,False,4
True,0.90008,True,8437.00000,0.86920,-35.00968,10,False,Kallisto,10,75,0.75607,0.79138,False,0
True,0.86943,True,3117.00000,0.87040,-29.99907,10,False,Kallisto,10,75,0.78120,0.77223,False,1
True,0.82332,True,3611.00000,0.89940,-17.71378,10,False,Kallisto,10,75,0.83744,0.73003,False,2
True,0.82646,True,2835.00000,0.91829,-17.19507,10,False,Kallisto,10,75,0.89383,0.66313,False,3
True,0.94185,True,1221.00000,0.93118,-32.20967,10,False,Kallisto,10,75,0.95250,0.50877,False,4
True,0.83968,True,8252.00000,0.90998,-23.06360,0,False,Kallisto,10,100,0.75509,0.93550,False,0
True,0.82676,True,3094.00000,0.91669,-19.52411,0,False,Kallisto,10,100,0.75889,0.93234,False,1
True,0.78810,True,3530.00000,0.93915,-9.05448,0,False,Kallisto,10,100,0.77932,0.94882,False,2
True,0.74545,True,2856.00000,0.97162,-10.97181,0,False,Kallisto,10,100,0.84979,0.97534,False,3
True,0.96189,True,1207.00000,0.98286,-24.91160,0,False,Kallisto,10,100,0.93372,0.98840,False,4
True,0.90168,True,8218.00000,0.86349,-34.93271,10,False,Kallisto,10,100,0.75432,0.79608,False,0
True,0.86416,True,3055.00000,0.87464,-31.11192,10,False,Kallisto,10,100,0.77643,0.77728,False,1
True,0.83174,True,3566.00000,0.90144,-19.90494,10,False,Kallisto,10,100,0.81997,0.73653,False,2
True,0.82164,True,2865.00000,0.90856,-18.44001,10,False,Kallisto,10,100,0.88551,0.67495,False,3
True,0.95369,True,1274.00000,0.90345,-32.45793,10,False,Kallisto,10,100,0.94819,0.51072,False,4
True,0.90060,True,8300.00000,0.90344,-40.88573,0,False,Express,10,50,0.77614,0.87894,False,0
True,0.89002,True,3037.00000,0.91230,-38.62145,0,False,Express,10,50,0.77017,0.90490,False,1
True,0.84682,True,3473.00000,0.93638,-30.42668,0,False,Express,10,50,0.78664,0.94135,False,2
True,0.84188,True,2846.00000,0.96231,-25.30486,0,False,Express,10,50,0.85137,0.97465,False,3
True,0.93828,True,1199.00000,0.98071,-33.34978,0,False,Express,10,50,0.91827,0.98600,False,4
True,0.94964,True,8340.00000,0.84112,-55.30619,10,False,Express,10,50,0.74832,0.73687,False,0
True,0.94129,True,3219.00000,0.85172,-52.04628,10,False,Express,10,50,0.75645,0.74145,False,1
True,0.93335,True,3556.00000,0.86125,-39.19868,10,False,Express,10,50,0.80343,0.68423,False,2
True,0.91942,True,2842.00000,0.88882,-30.79378,10,False,Express,10,50,0.90253,0.56394,False,3
True,0.94984,True,1256.00000,0.88634,-37.45247,10,False,Express,10,50,0.96975,0.35516,False,4
True,0.88569,True,8153.00000,0.91289,-37.57863,0,False,Express,10,75,0.77125,0.87829,False,0
True,0.86646,True,3235.00000,0.90756,-34.21595,0,False,Express,10,75,0.77280,0.90631,False,1
True,0.83982,True,3496.00000,0.93364,-26.13159,0,False,Express,10,75,0.76316,0.94029,False,2
True,0.81145,True,2848.00000,0.96025,-21.10522,0,False,Express,10,75,0.83216,0.97334,False,3
True,0.92812,True,1266.00000,0.97531,-28.14088,0,False,Express,10,75,0.92812,0.98200,False,4
True,0.93754,True,8437.00000,0.85707,-51.07958,10,False,Express,10,75,0.74564,0.74468,False,0
True,0.91979,True,3117.00000,0.85778,-47.36468,10,False,Express,10,75,0.74944,0.75030,False,1
True,0.90280,True,3611.00000,0.87152,-34.96662,10,False,Express,10,75,0.80006,0.70369,False,2
True,0.91711,True,2835.00000,0.88169,-27.46140,10,False,Express,10,75,0.88360,0.57959,False,3
True,0.94267,True,1221.00000,0.89701,-34.53104,10,False,Express,10,75,0.96396,0.34640,False,4
True,0.88597,True,8252.00000,0.90653,-37.60389,0,False,Express,10,100,0.75436,0.88898,False,0
True,0.85941,True,3094.00000,0.91185,-32.78184,0,False,Express,10,100,0.74434,0.91147,False,1
True,0.85977,True,3530.00000,0.93070,-27.63116,0,False,Express,10,100,0.74221,0.94673,False,2
True,0.81863,True,2856.00000,0.96595,-20.19680,0,False,Express,10,100,0.82108,0.97339,False,3
True,0.90804,True,1207.00000,0.98083,-25.19462,0,False,Express,10,100,0.92295,0.98164,False,4
True,0.93380,True,8218.00000,0.85113,-48.66319,10,False,Express,10,100,0.74617,0.75150,False,0
True,0.91751,True,3055.00000,0.87160,-47.29443,10,False,Express,10,100,0.73813,0.76492,False,1
True,0.90157,True,3566.00000,0.88530,-34.19860,10,False,Express,10,100,0.77762,0.72463,False,2
True,0.89145,True,2865.00000,0.87986,-25.55543,10,False,Express,10,100,0.87435,0.60694,False,3
True,0.94113,True,1274.00000,0.85788,-30.14171,10,False,Express,10,100,0.96468,0.35643,False,4
True,0.88217,True,8300.00000,0.86590,-36.40956,0,False,Sailfish,10,50,0.76759,0.90203,False,0
True,0.84886,True,3037.00000,0.87559,-31.72691,0,False,Sailfish,10,50,0.78828,0.88666,False,1
True,0.79729,True,3473.00000,0.91360,-20.95701,0,False,Sailfish,10,50,0.82925,0.90778,False,2
True,0.79621,True,2846.00000,0.96130,-22.53504,0,False,Sailfish,10,50,0.87772,0.96013,False,3
True,0.99500,True,1199.00000,0.98175,-35.19353,0,False,Sailfish,10,50,0.91827,0.99059,False,4
True,0.96067,True,8340.00000,0.80696,-51.23279,10,False,Sailfish,10,50,0.75288,0.76581,False,0
True,0.94501,True,3219.00000,0.81391,-45.18675,10,False,Sailfish,10,50,0.78751,0.73242,False,1
True,0.92267,True,3556.00000,0.85583,-33.38351,10,False,Sailfish,10,50,0.84083,0.67451,False,2
True,0.92294,True,2842.00000,0.89802,-30.24276,10,False,Sailfish,10,50,0.90992,0.63207,False,3
True,0.96576,True,1256.00000,0.91190,-43.52597,10,False,Sailfish,10,50,0.94586,0.51361,False,4
True,0.87342,True,8153.00000,0.88441,-32.78612,0,False,Sailfish,10,75,0.75665,0.91280,False,0
True,0.83029,True,3235.00000,0.88026,-26.63552,0,False,Sailfish,10,75,0.78949,0.90606,False,1
True,0.78633,True,3496.00000,0.92054,-18.01124,0,False,Sailfish,10,75,0.80006,0.92021,False,2
True,0.76931,True,2848.00000,0.96437,-19.79529,0,False,Sailfish,10,75,0.84796,0.96549,False,3
True,0.98262,True,1266.00000,0.97219,-32.65942,0,False,Sailfish,10,75,0.92338,0.99027,False,4
True,0.94939,True,8437.00000,0.83165,-45.33908,10,False,Sailfish,10,75,0.74280,0.77532,False,0
True,0.92782,True,3117.00000,0.83099,-38.74018,10,False,Sailfish,10,75,0.78409,0.74231,False,1
True,0.89837,True,3611.00000,0.86841,-26.29213,10,False,Sailfish,10,75,0.84270,0.68443,False,2
True,0.90653,True,2835.00000,0.89017,-26.57972,10,False,Sailfish,10,75,0.89947,0.63508,False,3
True,0.95823,True,1221.00000,0.92346,-40.41791,10,False,Sailfish,10,75,0.94676,0.51059,False,4
True,0.85931,True,8252.00000,0.88957,-30.26030,0,False,Sailfish,10,100,0.74661,0.92275,False,0
True,0.82030,True,3094.00000,0.89701,-25.74098,0,False,Sailfish,10,100,0.75986,0.91202,False,1
True,0.77337,True,3530.00000,0.92213,-14.54514,0,False,Sailfish,10,100,0.78045,0.92801,False,2
True,0.77976,True,2856.00000,0.96398,-17.46243,0,False,Sailfish,10,100,0.84769,0.96818,False,3
True,0.97100,True,1207.00000,0.98163,-30.24436,0,False,Sailfish,10,100,0.92875,0.98865,False,4
True,0.94476,True,8218.00000,0.83266,-43.38555,10,False,Sailfish,10,100,0.74459,0.78376,False,0
True,0.91686,True,3055.00000,0.84322,-38.61115,10,False,Sailfish,10,100,0.77414,0.74755,False,1
True,0.90550,True,3566.00000,0.87580,-26.62556,10,False,Sailfish,10,100,0.82305,0.69468,False,2
True,0.89703,True,2865.00000,0.88261,-24.66065,10,False,Sailfish,10,100,0.89180,0.64176,False,3
True,0.96389,True,1274.00000,0.89248,-38.77570,10,False,Sailfish,10,100,0.94270,0.49854,False,4
True,0.90387,True,8124.00000,0.80675,-38.24208,0,False,Cufflinks,10,50,0.75775,0.91235,True,0
True,0.87678,True,3092.00000,0.83295,-30.84193,0,False,Cufflinks,10,50,0.78266,0.90484,True,1
True,0.85978,True,3523.00000,0.88878,-16.36097,0,False,Cufflinks,10,50,0.82259,0.92164,True,2
True,0.84491,True,2792.00000,0.94095,-17.56014,0,False,Cufflinks,10,50,0.87715,0.96943,True,3
True,0.90407,True,1230.00000,0.97127,-35.08307,0,False,Cufflinks,10,50,0.91301,0.99382,True,4
True,0.90344,True,8264.00000,0.77623,-40.76030,10,False,Cufflinks,10,50,0.75290,0.81085,True,0
True,0.86700,True,3173.00000,0.81219,-32.69258,10,False,Cufflinks,10,50,0.77277,0.81230,True,1
True,0.82646,True,3515.00000,0.87762,-17.34941,10,False,Cufflinks,10,50,0.83357,0.77830,True,2
True,0.82727,True,2831.00000,0.90560,-18.63507,10,False,Cufflinks,10,50,0.88237,0.75279,True,3
True,0.96672,True,1232.00000,0.92534,-35.38642,10,False,Cufflinks,10,50,0.94156,0.78047,True,4
True,0.87837,True,8320.00000,0.85315,-33.81049,0,False,Cufflinks,10,75,0.74363,0.91927,True,0
True,0.86577,True,3114.00000,0.87732,-25.90530,0,False,Cufflinks,10,75,0.77328,0.91283,True,1
True,0.84914,True,3533.00000,0.90573,-16.60749,0,False,Cufflinks,10,75,0.79168,0.93092,True,2
True,0.80764,True,2802.00000,0.94029,-17.83982,0,False,Cufflinks,10,75,0.84368,0.97055,True,3
True,0.89913,True,1269.00000,0.97659,-32.17980,0,False,Cufflinks,10,75,0.92199,0.99318,True,4
True,0.89949,True,8298.00000,0.82244,-38.73638,10,False,Cufflinks,10,75,0.74018,0.82613,True,0
True,0.86646,True,3160.00000,0.82795,-30.87949,10,False,Cufflinks,10,75,0.77405,0.83032,True,1
True,0.83474,True,3558.00000,0.88378,-18.51501,10,False,Cufflinks,10,75,0.80129,0.79889,True,2
True,0.81931,True,2745.00000,0.91228,-18.26999,10,False,Cufflinks,10,75,0.87140,0.76347,True,3
True,0.96376,True,1214.00000,0.94094,-36.64795,10,False,Cufflinks,10,75,0.92669,0.78252,True,4
True,0.87041,True,8380.00000,0.86875,-27.20292,0,False,Cufflinks,10,100,0.74021,0.92722,True,0
True,0.84932,True,3033.00000,0.87277,-21.25920,0,False,Cufflinks,10,100,0.76558,0.91955,True,1
True,0.84197,True,3436.00000,0.91953,-12.98156,0,False,Cufflinks,10,100,0.77386,0.93663,True,2
True,0.78031,True,2804.00000,0.94583,-12.90169,0,False,Cufflinks,10,100,0.81669,0.97492,True,3
True,0.90221,True,1268.00000,0.96982,-24.33405,0,False,Cufflinks,10,100,0.92508,0.99160,True,4
True,0.88532,True,8179.00000,0.84860,-32.07452,10,False,Cufflinks,10,100,0.74166,0.84586,True,0
True,0.85915,True,3124.00000,0.83537,-28.58362,10,False,Cufflinks,10,100,0.74872,0.86021,True,1
True,0.82031,True,3634.00000,0.90045,-14.79242,10,False,Cufflinks,10,100,0.79857,0.83434,True,2
True,0.81218,True,2774.00000,0.92296,-15.44243,10,False,Cufflinks,10,100,0.85148,0.79693,True,3
True,0.96276,True,1289.00000,0.94617,-28.81107,10,False,Cufflinks,10,100,0.92940,0.79444,True,4
True,0.97981,True,8124.00000,0.77218,-70.53633,0,False,Salmon,10,50,0.72550,0.88479,True,0
True,0.96895,True,3092.00000,0.79727,-65.70596,0,False,Salmon,10,50,0.75226,0.87273,True,1
True,0.96622,True,3523.00000,0.84169,-56.73262,0,False,Salmon,10,50,0.79336,0.88779,True,2
True,0.97314,True,2792.00000,0.92356,-55.22578,0,False,Salmon,10,50,0.85064,0.94523,True,3
True,0.99837,True,1230.00000,0.98990,-63.50155,0,False,Salmon,10,50,0.87317,0.93847,True,4
True,0.98354,True,8264.00000,0.72868,-73.41957,10,False,Salmon,10,50,0.71926,0.75943,True,0
True,0.97668,True,3173.00000,0.76175,-66.68429,10,False,Salmon,10,50,0.75512,0.73905,True,1
True,0.96358,True,3515.00000,0.82098,-55.72634,10,False,Salmon,10,50,0.82304,0.68596,True,2
True,0.96927,True,2831.00000,0.85653,-54.44113,10,False,Salmon,10,50,0.88414,0.63825,True,3
True,0.97890,True,1232.00000,0.89894,-65.18025,10,False,Salmon,10,50,0.93263,0.51805,True,4
True,0.97248,True,8320.00000,0.80700,-63.24419,0,False,Salmon,10,75,0.71995,0.89243,True,0
True,0.95183,True,3114.00000,0.83412,-59.01980,0,False,Salmon,10,75,0.73507,0.88018,True,1
True,0.95273,True,3533.00000,0.87050,-52.14629,0,False,Salmon,10,75,0.76620,0.89845,True,2
True,0.96181,True,2802.00000,0.94359,-51.32041,0,False,Salmon,10,75,0.83440,0.95066,True,3
True,0.99842,True,1269.00000,0.99114,-58.71380,0,False,Salmon,10,75,0.88258,0.94292,True,4
True,0.97614,True,8298.00000,0.77885,-68.06823,10,False,Salmon,10,75,0.72415,0.76679,True,0
True,0.97500,True,3160.00000,0.78522,-63.22892,10,False,Salmon,10,75,0.75696,0.73987,True,1
True,0.96459,True,3558.00000,0.83203,-52.98438,10,False,Salmon,10,75,0.79989,0.69143,True,2
True,0.97122,True,2745.00000,0.86709,-51.51979,10,False,Salmon,10,75,0.88124,0.64213,True,3
True,0.98517,True,1214.00000,0.90513,-62.85543,10,False,Salmon,10,75,0.92834,0.51680,True,4
True,0.94415,True,8380.00000,0.84318,-56.28572,0,False,Salmon,10,100,0.72709,0.90114,True,0
True,0.92713,True,3033.00000,0.82033,-51.97745,0,False,Salmon,10,100,0.74217,0.88604,True,1
True,0.90134,True,3436.00000,0.88326,-46.48265,0,False,Salmon,10,100,0.75175,0.90624,True,2
True,0.93902,True,2804.00000,0.93797,-46.02993,0,False,Salmon,10,100,0.80956,0.95584,True,3
True,0.99606,True,1268.00000,0.98115,-54.27112,0,False,Salmon,10,100,0.90615,0.93758,True,4
True,0.96846,True,8179.00000,0.80384,-63.34894,10,False,Salmon,10,100,0.72821,0.77846,True,0
True,0.96543,True,3124.00000,0.79973,-58.65432,10,False,Salmon,10,100,0.75608,0.75428,True,1
True,0.95377,True,3634.00000,0.84707,-47.02293,10,False,Salmon,10,100,0.80215,0.71498,True,2
True,0.96467,True,2774.00000,0.89461,-48.74717,10,False,Salmon,10,100,0.86193,0.67649,True,3
True,0.98138,True,1289.00000,0.92009,-59.87657,10,False,Salmon,10,100,0.92552,0.54727,True,4
True,0.76785,True,8124.00000,0.84402,-21.18534,0,False,RSEM,10,50,0.76613,0.91889,True,0
True,0.71216,True,3092.00000,0.88311,-13.56352,0,False,RSEM,10,50,0.79204,0.91703,True,1
True,0.64434,True,3523.00000,0.91584,-10.00135,0,False,RSEM,10,50,0.82487,0.93839,True,2
True,0.58847,True,2792.00000,0.96211,-9.32584,0,False,RSEM,10,50,0.88288,0.97742,True,3
True,0.79756,True,1230.00000,0.99181,-12.35059,0,False,RSEM,10,50,0.93577,0.99201,True,4
True,0.95958,True,8264.00000,0.78992,-41.02103,10,False,RSEM,10,50,0.73608,0.79443,True,0
True,0.95115,True,3173.00000,0.83375,-31.81938,10,False,RSEM,10,50,0.76079,0.79230,True,1
True,0.93115,True,3515.00000,0.86470,-23.46725,10,False,RSEM,10,50,0.82873,0.73725,True,2
True,0.92900,True,2831.00000,0.88825,-21.40382,10,False,RSEM,10,50,0.89332,0.65681,True,3
True,0.92289,True,1232.00000,0.89537,-23.52841,10,False,RSEM,10,50,0.96023,0.50872,True,4
True,0.75517,True,8320.00000,0.87994,-19.10059,0,False,RSEM,10,75,0.74603,0.92779,True,0
True,0.71162,True,3114.00000,0.90377,-13.65659,0,False,RSEM,10,75,0.77168,0.92850,True,1
True,0.66204,True,3533.00000,0.92452,-10.13991,0,False,RSEM,10,75,0.78715,0.94546,True,2
True,0.60171,True,2802.00000,0.96764,-9.65304,0,False,RSEM,10,75,0.85153,0.97714,True,3
True,0.82506,True,1269.00000,0.99226,-13.38024,0,False,RSEM,10,75,0.94090,0.99258,True,4
True,0.94975,True,8298.00000,0.83894,-36.61295,10,False,RSEM,10,75,0.73174,0.81146,True,0
True,0.93671,True,3160.00000,0.85108,-30.00100,10,False,RSEM,10,75,0.75665,0.81391,True,1
True,0.92496,True,3558.00000,0.87970,-24.25912,10,False,RSEM,10,75,0.79427,0.76486,True,2
